aaaa 晶晶
wrhp 回籠
wrhr 回答
wrhs 回動
wrht 回升
wri  回我
wril 回廊
wril 回神
wrip 回應
wriq 回府
wrir 回台
writ 回禮
wrj  田單
wrjb 回朝
wrji 回轉
wrjj 回南
wrjj 回車
wrjk 回教
wrjl 回事
wrjo 回軟
wrjq 回擊
wrjr 回寄
wrkb 回有
wrkd 回存
wrkf 回駕
wrkj 回帶
wrky 回頭
wrl  回中
wrlb 回補
wrm  回一
wrme 回覆
wrmh 回魂
wrmk 回天
wrmu 回電
wrmv 回環
wrne 回函
wro  回人
wroa 回儲
wroc 回饋
wrod 回條
wrod 回氣
wrog 回坐
wroh 回修
wroi 回令
wrop 回億
wroq 回佣
wror 回合
wrow 回個
wroy 回信
wrpi 眠床
wrpp 回憶
wrpz 回心
wrq  回手
wrqa 回春
wrqb 回青
wrqe 回撥
wrqm 回生
wrqr 回扣
wrqw 回看
wrrb 回嘴
wrrd 回味
wrrg 回吐
wrrj 回單
wrro 回跌
wrrp 回民
wrrr 回路
wrs  回的
wrsg 了喔
wrsg 回屋
wrso 回歐
wrsp 了呢
wrt  了啦
wrta 回著
wrth 回首
wrtk 回敬
wrtm 回甘
wrtm 回翔
wrtr 回落
wrva 回響
wrvd 回巢
wrvk 回收
wrvl 回鄉
wrvo 回以
wrw  回了
wrwa 回話
wrwb 圖冊
wrwb 圖騰
wrwc 圖說
wrwc 圖釘
wrwd 圖板
wrwd 圖框
wrwd 圖標
wrwd 圖檔
wrwe 圖治
wrwf 回罵
wrwf 圖五
wrwg 圖報
wrwh 圖利
wrwi 圖庫
wrwi 圖我
wrwi 圖為
wrwj 圖案
wrwk 圖存
wrwl 圖書
wrwl 圖片
wrwl 圖畫
wrwm 圖式
wrwm 圖形
wrwm 圖示
wrwn 圖解
wrwn 圖象
wrwo 圖例
wrwo 圖像
wrwq 圖表
wrwr 回回
wrws 圖層
wrws 圖的
wrwt 圖樣
wrwv 圖以
wrww 回國
wrwx 圖紙
wrwy 圖文
wrwy 圖記
wrxn 回紇
wrxs 回絕
wrya 回音
wryb 回請
wryd 回稟
wrye 回護
wryf 回京
wryg 回望
wryh 回診
wryk 回文
wrys 回訪
wryz 回旋
wrzd 回途
wrzd 回遊
wrze 回返
wrzj 回避
wrzk 回送
wrzq 回過
wrzt 回道
wrzy 回這
wsam 男星
wsbq 男用
wsbv 男嬰
wsdk 男校
wset 男盜
wsfa 罵得
wsfd 罵來
wsfg 罵起
wsfi 罵我
wsfo 男家
wsfo 罵人
wsfo 罵個
wsfs 罵的
wsfw 罵了
wsfw 罵罵
wsfy 罵你
wsfz 罵過
wsgj 男聲
wshj 男卑
wsht 男籃
wshu 田尾
wshu 男兒
wsib 矚目
wsin 男廁
wsjc 男賓
wsjm 男士
wsjr 男客
wsk  男大
wskb 男有
wske 男友
wskg 男在
wskr 男右
wsl  了耶
wsm  男一
wsmi 男式
wsml 男工
wsmn 男丁
wsmp 男死
wsnb 男角
wsnd 男子
wsno 男孩
wsnu 男色
wso  男人
wsod 男仔
wsoe 男優
wsoe 男雙
wsog 男仕
wsoo 男僕
wsoq 男伴
wspm 男性
wsqh 男扮
wsql 男排
wsqm 男生
wsqq 男爵
wsrj 男單
wss  男的
wssp 男屍
wssr 了局
wst  田聯
wstg 男鞋
wsto 男歡
wstq 男尊
wsv  男女
wsva 男婚
wsve 男妓
wsvv 男裝
wswl 男界
wsws 男男
wsy  男是
wsyg 男童
wsym 男上
wsym 男試
wsys 男方
wsz  了的
wsz  田的
wtaz 曲得
wtba 瞞得
wtbi 曲多
wtbl 曲腳
wtbm 瞞天
wtbo 瞞住
wtbr 瞞哄
wtbs 瞞騙
wtbt 瞞著
wtbu 曲目
wtbw 瞞了
wtby 瞞上
wtby 瞞你
wtbz 瞞過
wtca 異聞
wtcb 異同
wtcb 異彩
wtcc 異業
wtcc 異父
wtcc 異說
wtcd 異想
wtcd 異才
wtcd 異構
wtcd 異相
wtcf 異常
wtcg 異地
wtch 異動
wtch 異物
wtch 異質
wtci 異態
wtci 異能
wtcj 異事
wtcj 異教
wtcl 異數
wtcm 異形
wtcn 異名
wtcn 異色
wtco 異位
wtco 異化
wtcp 異性
wtcq 異邦
wtcr 異味
wtcs 異己
wtct 異樣
wtcv 異鄉
wtcw 異國
wtcw 異見
wtcx 異變
wtcy 異族
wtcy 異稟
wtcy 異言
wtcy 異議
wtcz 異步
wtcz 異途
wtdb 曲柄
wtdm 曲本
wtdp 曲棍
wte  曲水
wtem 曲江
wteq 曲對
wteu 曲流
wtfd 羈束
wtfh 曲少
wtfh 羈留
wtfq 羈押
wtfx 羈絆
wtfy 羈旅
wtgl 曲都
wtgn 曲到
wtgu 曲起
wtgz 曲走
wthi 曲風
wthj 曲阜
wthm 曲徑
wthw 曲笛
wtie 曲度
wtis 曲成
wtja 畢昇
wtjb 曲直
wtjc 畢業
wtji 畢現
wtjj 畢直
wtjm 畢露
wtjo 畢命
wtjq 畢生
wtjt 畢恭
wtjt 畢敬
wtju 曲完
wtjw 曲軸
wtjy 畢竟
wtkg 曲在
wtkt 曲奇
wtlb 曲背
wtlj 曲牌
wtlt 曲盡
wtme 曲球
wtmi 曲式
wtmw 曲面
wtmy 曲霉
wtnd 曲子
wtnh 曲陽
wtnq 曲解
wtnr 曲名
wtnv 曲張
wtoe 矇混
wtog 曲全
wtoo 矇住
wtos 矇騙
wtot 矇蔽
wtow 矇矓
wtpe 曲慢
wtpk 曲快
wtql 曲折
wtra 曲吧
wtrf 曲嗎
wtrp 曲呢
wts  曲的
wtsb 曲臂
wtsl 曲那
wtso 曲尺
wtta 曲著
wtti 曲藝
wtuu 曲出
wtvg 田莊
wtvn 曲好
wtw  曲了
wtwc 田黃
wtwe 瞄準
wtwg 瞄到
wtwt 曲曲
wtwt 瞄著
wtww 瞄了
wtww 瞄瞄
wtwy 曲點
wtxh 曲線
wtxr 曲給
wtxu 曲繞
wtxy 曲終
wtya 曲譜
wtyb 曲靖
wtyj 曲率
wtyn 曲劇
wtyp 曲意
wtyr 曲調
wtzq 曲過
wtzy 曲這
wvbo 眼部
wvc  了妳
wvfa 累得
wvfa 累日
wvfb 累多
wvfb 累月
wvfe 累對
wvfg 累壞
wvfg 累贅
wvfh 累積
wvfi 累成
wvfi 累我
wvfi 累次
wvfj 累事
wvfk 累在
wvfk 累犯
wvfm 累死
wvfn 累及
wvfo 累人
wvfo 累代
wvfo 累倒
wvfo 累年
wvfp 累世
wvfr 累吧
wvfr 累呢
wvfr 累啊
wvfr 累啦
wvfr 累喔
wvfr 累嗎
wvfs 累加
wvft 累著
wvfv 累好
wvfw 累了
wvfw 累回
wvfw 累累
wvfw 累點
wvfy 累計
wvfz 累進
wvga 羅曼
wvgb 羅丹
wvgd 羅東
wvge 羅漢
wvgf 羅雀
wvgg 羅城
wvgh 羅盤
wvgj 羅定
wvgk 羅布
wvgl 羅裙
wvgm 羅列
wvgn 羅陀
wvgo 羅傑
wvgq 羅拉
wvgq 羅素
wvgr 羅嗦
wvgs 羅馬
wvgt 羅斯
wvgt 羅蘭
wvgu 羅山
wvgw 羅國
wvgw 羅羅
wvgx 羅織
wvgy 羅文
wvl  了斷
wvlc 鼎銘
wvli 鼎盛
wvlk 鼎力
wvlm 鼎元
wvln 鼎沸
wvlr 鼎足
wvlt 鼎革
wvlw 鼎鼎
wvly 鼎立
wvn  了好
wvo  了以
wvqk 了獎
wvsw 黝黑
wvy  了她
wvz  了後
wwab 國明
wwan 國門
wwav 了眼
wwbj 國軍
wwbl 國腳
wwbq 國用
wwbz 國體
wwcg 國鐵
wwci 國公
wwck 國父
wwcs 國分
wwcz 國交
wwda 睏得
wwdd 國樑
wwdf 國標
wwdg 國柱
wwdg 國權
wwdg 睏到
wwdh 國才
wwdk 國校
wwdm 國本
wwdo 睏倦
wwdr 國格
wwds 睏的
wwdw 國棟
wwdw 睏了
wwdw 睏睏
wweg 國法
wwer 國治
wwfd 國榮
wwfj 國粹
wwfj 國輝
wwfm 國光
wwfr 國營
wwgi 國壽
wwgl 國都
wwgm 壘球
wwgq 田疇
wwgs 國勢
wwgu 國境
wwgv 田園
wwgy 壘上
wwgz 國土
wwgz 田里
wwha 國籍
wwhb 國策
wwhc 國貿
wwhf 國徽
wwhi 國風
wwhn 國術
wwhq 國特
wwhr 國譽
wwhs 國舅
wwhu 國稅
wwi  國我
wwia 國良
wwie 國度
wwie 國慶
wwij 國庫
wwis 國祚
wwiv 國威
wwj  國家
wwja 國者
wwjb 國朝
wwjb 國輪
wwjc 國寶
wwjc 國賓
wwjg 田畦
wwjk 國教
wwjl 國事
wwjm 國士
wwjn 國字
wwjp 國宅
wwjs 國協
wwjv 國安
wwjv 國宴
wwjw 國富
wwjz 國定
wwk  國大
wwkb 國有
wwkg 國雄
wwkp 國老
wwks 國力
wwl  國中
wwla 國書
wwlg 國裡
wwlk 國史
wwlm 國畫
wwlp 國忠
wwlz 國片
wwma 國曆
wwmd 國珠
wwme 疊水
wwmf 國票
wwmg 國王
wwmg 疊高
wwmh 國殤
wwmh 國魂
wwmi 國璽
wwmi 疊床
wwmi 疊成
wwmj 疊字
wwmk 國政
wwmm 國三
wwmm 國二
wwmn 疊小
wwmo 國歌
wwmp 疊句
wwms 疊加
wwmu 國電
wwmu 疊出
wwmv 疊好
wwmw 疊了
wwmw 疊疊
wwmy 疊韻
wwmz 國一
wwn  田野
wwnc 國小
wwne 國及
wwnf 國際
wwni 國強
wwnm 國隆
wwnr 國名
wwns 國務
wwns 國防
wwnu 國色
wwny 國外
wwo  國人
wwoa 國會
wwob 國內
wwoc 國債
wwoc 國貨
wwod 國傑
wwoe 國優
wwon 國仇
wwop 國代
wwoq 國偉
wwoq 國健
wwot 國位
wwoy 國信
wwoz 國企
wwpb 國情
wwq  國手
wwqe 國泰
wwqh 國揚
wwrn 國別
wwrp 國民
wwry 國號
wwrz 國足
wws  國的
wwsc 國碩
wwsc 國賢
wwsf 國碼
wwsp 國恥
wwsr 國君
wwss 國巨
wwst 國聯
wwsw 國醫
wwtc 國共
wwtd 國藥
wwtg 國基
wwtg 國難
wwtj 國華
wwtp 國花
wwtt 國葬
wwtw 國蘭
wwun 國學
wwvd 國樂
wwvm 國姓
wwvo 國以
www  了國
wwwc 國四
wwwi 國母
wwwl 國界
wwwo 國眾
wwwv 國園
wwww 國國
wwxk 國變
wwxo 國維
wwy  了點
wwy  國是
wwya 國音
wwyc 國旗
wwyg 國主
wwyj 國計
wwyj 國辦
wwyk 國文
wwyl 國訓
wwym 國產
wwyn 國劇
wwyo 國豪
wwyr 國語
wwyt 國立
wwyu 國親
wwyv 國亡
wwz  了了
wwz  田田
wwzj 國運
wwzq 國建
wwzt 國道
wwzy 國這
wxg  了結
wxob 田納
wyab 點明
wyab 黯然
wyae 黯淡
wyau 點閱
wyaz 點得
wybg 了望
wybl 點腳
wych 點鈔
wyci 點錢
wycs 點分
wycy 點鐘
wycz 點交
wydo 點檢
wydt 點來
wye  點水
wyeb 點滴
wyed 點染
wyef 點源
wyeg 點法
wyf  了就
wyf  點火
wyff 點燃
wyfg 點煙
wyfm 黥面
wyfq 點半
wyft 點燈
wygl 點都
wygn 瞳孔
wygo 瞳仁
wygu 點起
wygz 田主
wyhc 點兵
wyhm 田產
wyht 點算
wyhu 點兒
wyia 眩暈
wyib 眩目
wyif 眩耀
wyii 眩惑
wyio 眩人
wyiz 點我
wyja 罩門
wyjc 點穴
wyjd 罩杯
wyjd 罩棚
wyjh 點穿
wyjk 罩在
wyjl 罩衫
wyjn 點字
wyjo 罩住
wyjo 點做
wyjq 點擊
wyjt 罩著
wyju 點七
wyju 點完
wyjy 罩上
wyjy 罩衣
wyjz 點定
wyk  田文
wykb 點有
wykd 點架
wykg 點在
wyky 點頭
wykz 點知
wyl  點中
wylm 點畫
wylu 點襯
wylv 點數
wym  點一
wyme 點球
wymf 點票
wymm 點醒
wymo 點歌
wymr 點石
wymy 點下
wyna 罰得
wynb 罰則
wync 罰錢
wync 罰鍰
wynd 點子
wyne 罰沒
wyne 罰法
wyne 罰酒
wyng 罰款
wyni 罰我
wynj 點陣
wynl 罰中
wynl 點引
wynm 罰球
wyno 罰他
wyno 罰個
wynq 點解
wynr 罰單
wynr 點名
wyns 罰的
wynu 罰出
wynw 罰了
wyny 罰站
wynz 罰過
wynz 點不
wyo  了你
wyo  點人
wyoc 點貨
wyoo 點像
wyop 點化
wyow 點個
wypg 田壟
wypz 點心
wyqh 點先
wyqw 點播
wyrs 點距
wyry 點號
wys  點的
wyse 點破
wysr 點召
wyta 點著
wytd 點菜
wyte 點樣
wyuu 點出
wyvk 點收
wyvn 點好
wyvo 點以
wyvq 點將
wyw  點了
wywb 點睛
wywc 點四
wywo 田畝
wywr 點回
wywy 點點
wyxe 點綴
wyxh 點線
wyy  點是
wyyf 點就
wyyg 點主
wyyi 點戲
wyyj 點評
wyym 點上
wyyu 點亮
wyz  了是
wyzc 點選
wyzq 點過
wyzy 點這
wzaz 買得
wzbb 買骨
wzbe 買股
wzbg 買雞
wzbi 買多
wzbo 買部
wzct 買錯
wzde 買枝
wzdf 買杯
wzdg 瞇起
wzdg 買權
wzdm 買本
wzds 買槍
wzdt 買來
wzdw 瞇了
wzdw 瞇眼
wzeb 買滿
wzeq 買對
wzes 買匯
wzew 買油
wzew 買酒
wzfg 買煙
wzfh 買少
wzfh 買粉
wzfm 買光
wzfo 買家
wzfr 買糖
wzge 買報
wzgi 買去
wzgi 買塊
wzgl 買都
wzgn 買到
wzgo 買高
wzgr 買超
wzgu 買起
wzgw 買賣
wzgy 買地
wzgz 買走
wzhq 買牛
wzht 買盤
wzi  買我
wzie 買冰
wzir 買台
wzis 買成
wzje 買支
wzjj 買車
wzjl 買麵
wzjm 買空
wzjo 買做
wzjr 買客
wzju 買完
wzjz 買定
wzkb 買有
wzkd 買架
wzkg 買在
wzkm 買左
wzlc 買貴
wzle 買蝦
wzlm 買畫
wzlv 買帳
wzlz 買書
wzm  了些
wzm  買一
wzma 買豬
wzmf 買票
wzmj 買醉
wzmy 買下
wznf 買魚
wznv 買張
wzoc 買價
wzoc 買貨
wzod 買氣
wzoe 買隻
wzoe 買雙
wzoe 買飯
wzog 買罐
wzoh 買份
wzom 買低
wzoo 買入
wzoq 買件
wzos 買作
wzot 買盒
wzov 買袋
wzow 買個
wzp  了此
wzpu 買包
wzq  買手
wzqa 買春
wzqj 買掉
wzra 買吧
wzrf 買嗎
wzrg 買喔
wzrj 買單
wzrl 買哪
wzrp 買呢
wzrr 買唔
wzrr 買啊
wzrt 買啦
wzs  田邊
wzs  買的
wzsf 買馬
wzsg 買屋
wzsh 買刀
wzsl 買那
wzsy 買於
wzta 買著
wztc 買其
wztd 買菜
wztd 買藥
wztp 買花
wztu 買瓶
wztu 買舊
wzuu 買出
wzvi 買幾
wzvl 買斷
wzvn 買好
wzw  買了
wzwr 買回
wzwy 買點
wzwz 買買
wzxp 買紙
wzxr 買給
wzy  了這
wzyd 買新
wzyg 買主
wzyj 買辦
wzyo 買你
wzys 買方
wzz  了之
wzzm 買些
wzzn 買通
wzzo 買進
wzzq 買過
wzzs 買邊
wzzy 買這
xaay 縮影
xaem 縮減
xaez 縮水
xafh 縮少
xagn 縮到
xagu 縮起
xaha 縮簡
xahl 縮印
xais 縮成
xajf 縮寫
xajs 縮窄
xaky 縮頭
xamy 縮下
xanc 縮小
xaor 縮合
xaot 縮短
xaov 縮食
xaq  縮手
xas  縮的
xasf 縮緊
xasu 縮尾
xawr 縮回
xaww 縮圖
xaxa 縮縮
xayk 縮放
xazf 緹縈
xazo 縮進
xbar 組閣
xbaz 組得
xbbi 組多
xbcs 組分
xbdd 綵樓
xbdq 綵排
xbdy 綵衣
xbee 緩沖
xbeg 緩坡
xbeh 緩和
xbeh 緩衝
xbek 綬帶
xbem 緩刑
xben 緩急
xbep 緩慢
xbeq 組對
xbes 緩召
xbet 緩期
xbex 緩緩
xbez 緩步
xbfh 組少
xbfz 組黨
xbgl 組都
xbgn 組到
xbgu 組起
xbgz 組走
xbip 組態
xbis 組成
xbjn 組字
xbju 組完
xbkb 組有
xbkg 組在
xbky 組頭
xblg 組裡
xblm 組畫
xblv 組數
xbm  組一
xbno 組隊
xbo  組人
xboq 組件
xbor 組合
xbow 組個
xbpk 組快
xbra 組吧
xbrb 組員
xbrf 組嗎
xbrj 綢密
xbrk 綢布
xbrl 組哪
xbrn 組別
xbrp 組呢
xbrs 組距
xbrt 組啦
xbrx 綢緞
xbs  組的
xbsl 組那
xbsv 組長
xbta 組著
xbub 綱目
xbuf 綱常
xbum 綱要
xbuo 綱領
xbuu 組出
xbux 綱紀
xbvn 組好
xbvo 組以
xbvv 組裝
xbvy 綏靖
xbvz 綏遠
xbw  組了
xbwq 組團
xbwr 組回
xbwt 組曲
xbwy 組點
xbxa 組織
xbxb 組組
xbxr 組給
xby  組是
xbyj 組譯
xbyl 組訓
xbyt 組立
xbzq 組建
xbzq 組過
xbzy 組這
xcbd 紛爭
xcbu 紛亂
xcgu 紛起
xcmg 紛至
xcnt 紛飛
xcof 紛繁
xcoq 紛傳
xcqe 紛擾
xcqv 紛表
xcrg 紛呈
xcs  紛的
xcxc 紛紛
xcxi 紛紜
xcyg 紛雜
xcze 紛歧
xdaz 練得
xdcs 練分
xdfq 練拳
xdgn 練到
xdgu 練起
xdhc 練兵
xdis 練成
xdjf 練寫
xdjn 練字
xdkb 練有
xdm  練一
xdme 練球
xdmn 練琴
xdmo 練歌
xdms 練功
xdmy 練下
xdmz 練武
xdow 練個
xdqi 緯度
xdqx 緯紗
xdqx 緯線
xdra 練唱
xdro 練跳
xdru 練跑
xds  練的
xdsa 練習
xduu 練出
xdvn 練好
xdvo 練以
xdw  練了
xdxd 練練
xdyf 練就
xdzq 練達
xecs 級分
xeeo 綴合
xekb 級有
xelv 級數
xem  級一
xemu 級配
xeo  級人
xeoa 級會
xeog 級任
xerm 絡石
xern 級別
xero 絡合
xerx 絡線
xerx 絡繹
xes  級的
xesa 級職
xesv 級長
xevo 級以
xfdb 絲棉
xfen 絲汀
xffd 絲米
xffm 絲光
xfha 紗門
xfhc 紗錠
xfhc 絲質
xfhd 紗櫥
xfhe 絲般
xfhf 紗燈
xfhh 絲竹
xfhi 紗廠
xfhj 紗窗
xfhk 紗布
xfhl 紗帽
xfho 絲瓜
xfhw 紗罩
xfhw 紗羅
xfhx 紗線
xfik 絲廠
xfjc 絲寶
xfkj 絲帶
xfkl 絲布
xflb 絲巾
xfli 絲襪
xfme 絲雨
xfni 絲弦
xfpp 絲比
xfqb 絆腳
xfqf 絲素
xfqg 絆到
xfqo 絆住
xfqr 絆跌
xfrr 絲路
xfs  絲的
xftg 絲蘿
xftp 絲花
xfvk 絲狀
xfxa 絲織
xfxb 絲絹
xfxe 絲緞
xfxf 絲絲
xfxg 絲結
xfxh 絲線
xfxj 絲絨
xfxr 絲綢
xfxv 絲網
xfyu 絲毫
xfzj 絲連
xgaa 結晶
xgat 結盟
xgau 結巴
xgaz 結得
xgbb 結購
xgbh 結腸
xgbk 結膜
xgbv 結賬
xgcc 續說
xgcd 結業
xgch 續篇
xgcj 續完
xgck 續有
xgcm 續一
xgcn 續弦
xgco 續借
xgco 續假
xgco 續集
xgcs 續聘
xgct 續期
xgcv 續以
xgcx 續約
xgcy 續訂
xgcz 結交
xgdb 結構
xgdf 結紮
xgdl 結束
xgdo 結核
xgeb 結清
xgeb 結滿
xgen 綾子
xges 結匯
xgfz 結黨
xggi 結塊
xggu 結起
xghj 結拜
xghl 結節
xghr 結舌
xght 結算
xgie 結冰
xgif 結為
xgig 結社
xgis 結成
xgit 結廬
xgjc 結實
xgjd 結案
xgji 結轉
xgkd 結存
xgkg 結在
xgku 結疤
xglv 結帳
xgm  結一
xgmr 結石
xgmw 結霜
xgmy 結下
xgnd 結子
xgno 結隊
xgnp 結怨
xgoc 結他
xgod 結集
xgod 結餘
xgof 結焦
xgoi 結付
xgon 結仇
xgoq 結伴
xgor 結合
xgqu 結扎
xgs  結的
xgsk 結髮
xgsr 結局
xgsu 結尾
xgtb 結幕
xgti 結繭
xgti 結義
xgtj 結草
xgud 繞樑
xgug 繞到
xguh 繞行
xgui 繞成
xguk 繞在
xgur 繞路
xgut 繞著
xguu 結出
xguw 繞圈
xgux 繞組
xguz 繞道
xgva 結婚
xgvl 結斷
xgw  結了
xgwd 結果
xgwn 結夥
xgxb 結納
xgxb 結締
xgxd 結綵
xgxg 結結
xgxo 結緣
xgxu 結繩
xgxv 結網
xgya 結識
xgyb 結論
xgyl 結訓
xgyr 結語
xgyu 結親
xgzj 結連
xgzq 結過
xhaa 線間
xhbj 綿密
xhbk 綿力
xhbm 綿亙
xhbn 綿陽
xhbs 綿長
xhbt 綿羊
xhbx 綿綿
xhbz 綿延
xhcs 線分
xhdh 線材
xhek 緞帶
xhen 緞子
xhge 線報
xhha 線香
xhhe 線段
xhhl 線管
xhjf 線索
xhjw 線軸
xhkb 線有
xhkc 繳交
xhkd 繳械
xhke 繳清
xhkf 繳卷
xhkg 繳款
xhkh 繳稅
xhki 繳庫
xhkk 繳獲
xhkl 繳費
xhko 繳付
xhks 繳驗
xhku 繳出
xhkw 繳回
xhkx 繳納
xhky 線頭
xhli 線蟲
xhlv 線數
xhmc 線西
xhmg 線型
xhmh 線形
xhmz 線一
xhny 線外
xho  線人
xhod 線條
xhpm 線性
xhqm 線控
xhrp 線民
xhrr 線路
xhs  線的
xhsv 線長
xhvk 線狀
xhvo 線以
xhvv 線裝
xhw  線了
xhwu 線圈
xhww 線圖
xhwy 繙譯
xhxu 線繩
xhy  線是
xhym 線上
xhzb 縱然
xhzc 縱谷
xhzd 縱橫
xhze 縱波
xhze 縱深
xhzf 縱火
xhzh 縱向
xhzi 縱恣
xhzj 縱容
xhzk 縱有
xhzm 縱列
xhzn 縱隊
xhzo 縱令
xhzo 縱使
xhzp 縱情
xhzs 縱覽
xhzt 線道
xhzw 縱貫
xhzy 線這
xhzy 縱是
xhzy 縱虎
xiab 約明
xiaf 約照
xiag 約量
xiam 約旦
xiap 約曬
xiar 約問
xiat 約開
xiau 約晚
xiav 約關
xiaz 約得
xiba 約把
xibb 約購
xibc 約賺
xibi 約多
xibq 約用
xibr 約同
xice 約錄
xics 約分
xicu 約說
xicz 約交
xidl 約束
xidm 約查
xido 約檢
xidt 約來
xidz 約整
xieb 約消
xieb 約清
xieb 約滿
xied 約染
xied 約深
xief 約濕
xieg 約法
xiej 約準
xiem 約減
xier 約活
xieu 約流
xiez 約演
xifh 約少
xifn 約判
xifs 約炸
xifs 約烤
xifw 約當
xifw 約省
xigb 纏腳
xigc 約增
xige 約報
xigf 約熱
xigh 纏身
xigi 約去
xigj 約聲
xigk 纏在
xigl 纏鬥
xigo 約高
xigo 纏住
xigq 纏擾
xigr 纏足
xigt 纏著
xigw 約賣
xigx 纏結
xigx 纏綿
xigy 纏訟
xigz 約土
xigz 約走
xiha 約簡
xiha 約香
xihb 約向
xihb 約稿
xihg 約往
xihg 約重
xihl 約印
xihl 約管
xihm 約租
xihm 約行
xihn 約制
xihn 約移
xiho 約簽
xihp 約乘
xihq 約等
xihq 約舉
xihr 約和
xihs 約動
xiht 約升
xihw 約留
xihz 約從
xiib 約能
xiif 約為
xiil 約神
xiis 約成
xijb 約直
xijc 約真
xijf 約寫
xijf 約煮
xijh 絨毛
xiji 約轉
xijj 約車
xijj 約載
xijk 絨布
xijl 絨裡
xijm 約翰
xijo 約做
xijp 約它
xijr 約寄
xiju 約克
xijw 約審
xijx 絨線
xijy 約較
xijz 約定
xikb 約有
xikd 約存
xike 約獲
xikg 約在
xiko 約夾
xikp 約老
xikz 約大
xilb 約補
xilk 約數
xim  約一
ximb 約需
ximg 約理
ximh 約瑟
ximp 約死
ximv 約要
ximy 約下
xinc 約小
xind 約除
xinm 約發
xinq 約解
xinr 約可
xint 約飛
xio  約人
xioa 約會
xioc 約他
xioc 約領
xiod 約保
xiod 約集
xioe 約假
xiog 約住
xioh 約修
xioi 約付
xioi 約愛
xiok 約使
xiok 約便
xiom 約低
xiom 約僅
xion 約倒
xion 約停
xioo 約像
xioo 約入
xiop 約念
xioq 約傳
xioq 約拿
xior 約佔
xior 約合
xior 約含
xior 約售
xios 約作
xiov 約依
xiov 約食
xiow 約個
xipj 約平
xipk 約快
xipp 約比
xipu 約包
xiqb 縛雞
xiqd 約採
xiqe 約投
xiqg 約推
xiqi 約找
xiqi 縛成
xiqk 約換
xiqk 約摸
xiql 約折
xiql 約押
xiql 約排
xiqm 約抵
xiqm 約生
xiqn 約打
xiqo 縛住
xiqq 約持
xiqs 縛緊
xiqt 約拉
xiqv 約按
xiqv 約接
xiqw 約看
xiqy 約掛
xiqy 縛上
xiqz 約手
xiqz 約提
xire 約吸
xiri 約戰
xirl 約叫
xiro 約跌
xirr 緘口
xiru 約吃
xirv 約跟
xirw 緘默
xis  約的
xise 約取
xisi 約騷
xisk 約改
xiso 約驗
xisp 約聽
xisr 約加
xiss 約聘
xisv 約長
xisy 約於
xitb 約期
xitc 約黃
xitk 約莫
xitm 約差
xitp 約花
xitr 約苦
xitu 約舊
xiun 約學
xiuu 約出
xiuw 約覺
xivc 約妳
xivi 約幾
xivk 約收
xivn 約好
xivo 約以
xivy 約她
xiw  約了
xiwc 約四
xiwc 約圓
xiwh 約見
xiwr 約略
xiww 約國
xiwz 約買
xixb 約納
xixb 約組
xixi 約約
xixr 約給
xixt 約編
xixw 約細
xiy  約是
xiyb 約請
xiyb 約講
xiyc 約讀
xiyd 約新
xiyf 約談
xiyh 約診
xiyj 約計
xiyk 約放
xiym 約上
xiym 約試
xiyn 約處
xiyo 約你
xiyq 約謝
xiyr 約調
xiys 約方
xiyu 約親
xiyu 約記
xiza 約退
xizc 約選
xizj 約連
xizj 約運
xizk 約送
xizl 約近
xizo 約進
xizq 約建
xizq 約過
xizq 約達
xizr 約追
xizs 約透
xizv 約還
xjcj 縝密
xjcx 繽紛
xjfo 綜合
xjfq 綜括
xjfq 綜援
xjfs 綜覽
xjft 綜藝
xjft 綜觀
xjfy 綜上
xjfy 綜效
xjfz 綜述
xjyb 緒論
xjyr 緒言
xjza 綻開
xjzm 綻裂
xjzy 綻放
xkae 變暖
xkag 變量
xkah 變易
xkam 變星
xkay 變影
xkaz 變得
xkbo 變臉
xkbu 變亂
xkbz 變體
xkdb 變相
xkdm 變本
xkdr 變格
xkdt 變來
xkeb 變清
xkef 變涼
xkef 變淡
xkef 變滅
xkeg 變法
xkei 變淺
xkfb 繚亂
xkfx 繚繞
xkgi 變去
xkgj 變聲
xkgn 變到
xkgu 變起
xkgv 變壞
xkgw 變賣
xkgy 變卦
xkgz 變走
xkha 變白
xkhc 變質
xkhe 變反
xkhg 變種
xkhg 變重
xkhl 變節
xkhs 變動
xki  變我
xkif 變為
xkii 變冷
xkin 變現
xkip 變態
xkis 變成
xkjk 變故
xkjm 變輕
xkjo 變做
xkk  變大
xkkb 變有
xkkg 變在
xklv 變數
xkm  變一
xkme 變酸
xkmg 變壓
xkmh 變形
xkmi 變醜
xkmk 變天
xkmk 變更
xkmu 變電
xkmy 變下
xknc 變小
xknu 變色
xko  變人
xkoc 變價
xkof 變焦
xkoh 變修
xkom 變低
xkop 變化
xkos 變作
xkot 變位
xkot 變短
xkow 變個
xkp  變心
xkpm 變性
xkqb 變青
xkqk 變奏
xkqk 變換
xkrd 綺想
xkrd 綺梅
xkrd 變味
xkrh 綺戶
xkrj 綺窗
xkrm 綺雲
xkrm 綺麗
xkro 綺年
xkrt 綺夢
xkrt 綺華
xkrt 綺萍
xkrt 綺薇
xkrv 綺婷
xkrv 綺媚
xkrw 綺思
xkrw 綺羅
xkry 綺文
xkry 綺語
xks  變的
xksr 變局
xksv 變長
xkta 變著
