aaalx 晶片組
snvo  的可以
sobq  的作用
sobq  的使用
sodg  的人權
sogs  的優勢
sojd  的個案
soor  的任何
soosj 驗屍官
soot  的合併
sop   的信心
soqp  的智慧
soram 臨時工
sotb  的任期
soum  的人們
soum  的他們
spem  尼泊爾
speu  的情況
spgn  尼赫魯
spgy  的平均
spjd  尼克森
spjm  尼古丁
spmd  尼爾森
spmh  的情形
sppb  的心情
spqr  的包括
spwe  尼羅河
sqeg  的手法
sqer  的生活
sqhl  的規管
sqoc  的提供
sqow  尋短見
sqpjv 慰安婦
sqri  的挑戰
sqxc  的手續
sqyd  的措施
srai  加盟店
srchw 頤和園
srdr  的品格
srey  加油站
srgco 聖公會
srgd  加起來
srgoi 聖保祿
srgow 聖保羅
srgtm 聖若瑟
srgxj 聖約翰
srgyd 聖誕樹
srgyh 聖誕節
srgyy 聖誕卡
srlzq 邵逸夫
srmc  加工業
srms  加工區
srne  加強對
srnw  加強了
sroae 歐巴桑
sroeo 歐洲人
srog  加入到
srok  加拿大
sroms 歐元區
sroop 歐倩怡
sros  加入的
srot  的單位
srqbn 群服務
srqto 群英會
srrci 區分為
srrgp 區域性
srrgs 區域的
srrhe 區香港
srrmi 區政府
srrns 區發展
srros 區內的
srrqo 區提供
srryo 區議會
srryr 區議員
srtc  加菜金
sshl  的監管
ssjm  的的士
ssjn  的研究
ssks  巨大的
ssni  巨蟹座
ssom  巨無霸
ssrhe 局香港
ssrhr 驅動器
ssrnk 局限在
ssrnp 局限性
ssrns 局限於
ssrqo 局提供
ssrss 局局長
ssrxm 局網頁
ssrzh 驅逐艦
sstr  的改善
ssxk  的改變
ssy   的確是
stch  聯交所
stczo 碰運氣
stdg  聯想到
stdg  聯想起
sthg  聯和墟
stho  聯系人
stisd 磁碟機
stjs  聯繫的
stoc  的其他
stog  聯合報
stoo  聯合會
stop  的觀念
stos  聯儲局
stow  聯合國
str   的藉口
strno 匿名信
stto  聯歡會
stvas 展開的
stvbn 展服務
stvco 展銷會
stviu 展現出
stvlp 展中心
stvmw 展示了
stvsi 展覽廳
stvso 展覽會
stvso 展覽館
stxo  聯絡人
stxr  聯絡員
stxw  聯絡點
stxx  聯絡網
stxy  聯絡站
stxy  聯絡處
styo  聯誼會
stzh  聯運街
suag  已得到
subg  已受到
suby  已同意
sued  已清楚
suej  已決定
suek  已沒有
sufmc 碳酸鈉
sufmc 碳酸鈣
sugev 屆滿後
sugz  已超過
suii  已成為
suji  已完成
sujq  已安排
suka  已獲得
sukk  已存在
suks  已有的
sukz  已知道
suly  已申請
sung  已不再
suni  已不能
suns  已發展
sunv  已可以
suny  已不是
supq  已包括
suqo  已提供
suqz  已接近
surn  已足夠
surv  已足以
susy  已確認
suui  已出現
suul  已出版
suush 屈臣氏
suxh  已經與
suxk  已經在
suxk  已經有
suxl  已經被
suxo  已經係
suxy  已經是
suzg  已達到
suzi  已達成
svaa  長時間
svat  長時期
svct  長曾蔭
svee  長沙灣
svip  的狀態
svjr  長者咭
svjs  長者的
svks  的努力
svkv  長大後
svkw  長大了
svlmj 聊天室
svlsm 聊聊天
svo   的女人
svot  長假期
svqi  長春社
svqo  長提供
svss  長長的
svtp  長期性
svym  長方形
swbn  的圖則
swge  的回報
swho  醫委會
swhs  醫管局
swnd  的男子
swo   的男人
swpp  的回憶
swqc  醫生說
swqo  醫生會
swqs  醫生的
swteg 鹽湖城
swtl  醫藥費
swun  醫學院
swuo  醫學會
swuw  醫學界
swuy  醫學上
sxce  的紀錄
sxel  的經濟
sxmc  的網頁
sxtj  的變革
sxxu  的經紀
sxzu  的變遷
syack 職業病
syacp 職業性
syacs 職業的
syamo 職工會
syays 職訓局
sybd  的競爭
syfb  於五月
sygh  的市場
syghe 駐香港
sygkw 駐在國
sygo  於去年
syhe  於香港
syiu  於我們
syjid 碎冰機
syka  於有關
sylb  於中央
syln  的計劃
sylw  於中國
symc  的主頁
symh  於一身
symi  於政府
symk  於一九
symo  於一個
symo  於工作
syoa  於今日
syoo  於任何
syoo  於每年
syou  於他們
syrp  的市民
syto  於其他
sywa  的談話
sywa  的講話
sywh  的意見
syya  的諮詢
syyb  的言論
syyh  於是乎
syyy  於是就
syyy  的上訴
szrr  的道路
szyi  的建議
tahe  著香港
tahs  著重於
taiu  著我們
takdh 莫札特
takqh 莫扎特
takth 莫斯科
takyt 莫文蔚
takzs 莫過於
talw  著中國
tamo  著一個
tans  著名的
taod  著作權
taou  著他們
tapsw 慕尼黑
tauqm 芭提雅
tauto 芭蕾舞
tavae 葛量洪
taws  著眼於
tbao  期間內
tbch  期交所
tbciy 典禮上
tbcks 典獄長
tbcms 典型的
tbdyg 菜市場
tbev  期滿後
tbfdt 蔡楓華
tbfft 蔡少芬
tbfod 蔡依林
tbfyv 蔡卓妍
tbhs  期待的
tbht  期待著
tbkyo 散文集
tblj  期中考
tbno  期限內
tbns  期發展
tbogq 蒙嘉慧
tbojp 蒙古包
tbojy 蒙古族
tbyi  期望能
tcbs  共同的
tcbw  共同點
tcgco 基金會
tcgde 基本法
tcgdm 基本功
tcgdm 基本面
tcgds 基本的
tcgdy 基本上
tcgey 基準試
tcgss 基礎的
tcgsy 基礎上
tcgyh 基督徒
tcgyj 基督教
tchf  共和黨
tchw  共和國
tcpgy 恭喜你
tcpsi 恭碩良
tcqo  共提供
tcyf  共產黨
tczs  共通的
tczw  共通點
tdmh  某一種
tdmm  某一天
tdmo  某一個
tdopc 萊比錫
tdote 萊茵河
tdowe 萊因河
tdzo  某些人
tebct 蒲公英
teqqd 薄扶林
teqts 薄薄的
tereb 落湯雞
teria 落塵量
terse 落馬洲
teruh 落山風
tervs 落後於
teuat 范曉萱
tfwtt 蕃薯藤
tgas  難得的
tgihf 藝術家
tgihh 藝術節
tgihh 藝術系
tgiho 藝術館
tgihp 藝術性
tgihr 藝術品
tgihs 藝術的
tgihw 藝術團
tgihw 藝術界
tgimn 藝工隊
tgins 藝發局
tgno  難免會
tgst  難改善
tgstj 勸募者
tgtet 蓋洛普
tguai 觀景台
tguey 觀測站
tgugs 觀塘區
tgugz 觀塘道
tgujf 觀察家
tgujg 觀察到
tgujh 觀察所
tgujj 觀察者
tgujk 觀察力
tgujr 觀察員
tguoy 觀念上
tgupy 觀世音
tguws 觀點的
tgvwd 姜恩柱
tgzy  難道是
thai  首映禮
thfyt 薰衣草
thght 董特首
thgjo 董事會
thgjs 董事局
thgjs 董事長
thgzt 董建華
thjft 薛家燕
thns  首發展
thqk  首先在
thqm  首先要
thqy  首先是
thsx  首長級
tihw  義和團
tikh  義大利
tisxa 藏經閣
tjip  華盛頓
tjme  華爾滋
tjmh  華爾街
tjms  華麗的
tjroy 苦肉計
tjrtj 苦差事
tjrx  華嚴經
tkbs  美財長
tkek  艾滋病
tkem  美沙酮
tkfh  美勞科
tkfv  美少女
tkhh  美術科
tkho  美術館
tkhs  美利堅
tkjh  美容師
tkjn  美容院
tklfh 鄭少秋
tklhy 鄭秀文
tkllb 鄭裕彤
tkllm 鄭裕玲
tkllt 鄭中基
tkloo 鄭伊健
tkmc  美元兌
tkmt  美麗華
tkon  美人魚
tkrs  美味的
tksdn 荔枝角
tksi  美聯社
tktn  美其名
tkwo  美國人
tkws  美國的
tlaz  斯巴達
tlcjp 兼容性
tljop 革命性
tlkd  斯大林
tlkdt 英格蘭
tlkgh 英吉利
tlkhm 英特爾
tlkhz 英皇道
tlksq 英聯邦
tlkwo 英國人
tlkyh 英文科
tlkyj 英文字
tlkyl 英文書
tlkyl 英文版
tlkyn 英文名
tlkys 英文的
tllmj 蕭亞軒
tlltt 蕭芳芳
tlqq  斯拉夫
tlyhj 菲律賓
tmaas 昔日的
tmcbn 其服務
tmccs 其公司
tmchv 其所以
tmciy 其次是
tmcji 其實我
tmcjk 其實在
tmcjk 其實有
tmcjp 其實也
tmcjy 其實是
tmcjz 其實這
tmcmo 其工作
tmcmw 其原因
tmcmy 其一是
tmcmy 其二是
tmcns 其發展
tmcob 其使用
tmcoo 其他人
tmcoo 其任何
tmcos 其他的
tmcos 其餘的
tmcqo 其提供
tmlf  甘肅省
tmzz  甘迺迪
tnddt 蘇格蘭
tndhp 蘇黎世
tndii 蘇永康
tndkb 蘇有朋
tndrq 蘇哈托
tnfoe 蒸餾水
tnhe  前香港
tniu  前我們
tnkes 葵涌區
tnkqs 葵青區
tnma  前一日
tnma  前一晚
tnmb  前列腺
tnmh  前一段
tnmm  前一天
tnmm  前一頁
tnmm  前兩天
tnmo  前一個
tnmo  前一年
tnmzv 薩達姆
tnnn  前不久
tnnn  前陣子
tnqm  前提下
tnqw  前奏曲
tnvm  前幾天
tnvo  前幾年
tnwp  前瞻性
tnxx  前總統
todwu 茶果嶺
todyi 茶餐廳
toges 荃灣區
tohg  歡笑聲
toltt 芥藍菜
topaa 花時間
topdt 花椰菜
topum 花崗石
topuu 花崗岩
topwh 花園街
topwz 花園道
torde 荷李活
torg  歡呼聲
tormt 荷爾蒙
torwe 荷里活
toual 舊照片
toubu 舊同學
toucu 舊金山
toudg 舊機場
toukn 舊大陸
toumo 舊曆年
touqo 舊生會
touwd 舊思想
touzh 舊道德
tovkc 養老金
tovmg 養豬場
tovne 養魚池
tovts 艱苦的
tozb  歡迎辭
tozg  歡迎到
tozo  歡迎您
tozo  歡迎會
tozy  歡迎你
tozy  歡迎詞
tpbte 葡萄酒
tpbtf 葡萄糖
tpbtm 葡萄牙
tpbtw 葡萄園
tpdom 葉佩雯
tpdwy 葉國謙
tpdxq 葉綠素
tqmmw 差一點
tqmnb 差不多
tqmrb 差唔多
tqmwh 差點兒
trek  若沒有
triu  若我們
trjs  若真的
trkhj 敬啟者
trmi  若政府
trna  若不得
trni  若不能
trny  若不是
trou  若他們
trpom 惹人厭
tsthb 藍籌股
tstjm 藍寶石
tstns 藍色的
ttamm 普天下
ttanl 普及版
ttano 普及化
ttany 普及率
ttayt 普立茲
ttazb 普通股
ttaze 普通法
ttazh 普通科
ttazo 普通人
ttazp 普遍性
ttazw 普通話
ttcag 並得到
ttcbk 並且在
ttcbk 並且有
ttcbk 並具有
ttcbo 並且會
ttcby 並且是
ttcek 並沒有
ttcgi 並未能
ttcgs 並增加
ttcky 並希望
ttclk 並非在
ttcly 並非是
ttcmi 並要求
ttcnb 並不多
ttcni 並不能
ttcni 並可能
ttcnk 並不在
ttcnk 並不太
ttcno 並不會
ttcns 並發展
ttcnv 並予以
ttcnv 並可以
ttcny 並不是
ttcny 並強調
ttcob 並使用
ttcok 並會在
ttcou 並作出
ttcpq 並包括
ttcqm 並表示
ttcqo 並提供
ttcrh 並呼籲
ttcsm 並於二
ttcso 並確保
ttctz 並藉此
ttcxn 並給予
ttczz 並透過
ttczz 並通過
ttek  并沒有
ttny  并不是
tufa  廿五日
tuma  廿三日
tumz  廿一歲
tvdyh 藥劑師
tvghe 莊稼漢
tvij  甚麼事
tvio  甚麼人
tvis  甚麼的
tvit  甚麼樣
tviy  甚麼是
tvmh  甚至乎
tvmk  甚至在
tvmk  甚至有
tvmm  甚至要
tvmo  甚至會
tvms  甚至於
tvmy  甚至是
tvmz  甚至連
tvmz  甚至還
tvplp 慈悲心
tvpmu 慈雲山
tvqom 蔣介石
tvqxw 蔣經國
twbbh 萬用戶
twbbm 萬多元
twbja 萬事得
twbjz 萬事通
twbjz 萬事達
twbmb 萬靈丹
twboi 萬人次
twbom 萬年曆
twboq 萬像素
twboz 萬人迷
twbsh 萬聖節
twbth 萬花筒
twbtm 萬美元
twbxx 萬維網
twcbe 黃臉婆
twcee 黃泥涌
twcee 黃澄澄
twcfa 黃耀明
twcfy 黃火亮
twchg 黃竹坑
twchk 黃鼠狼
twchq 黃秋生
twcjn 黃宜弘
twcjy 黃克競
twcko 黃大仙
twcms 黃麗君
twcnt 黃子華
twcqq 黃先生
twcre 黃品源
twcte 黃茅洲
twkjw 奠定了
twnmg 夢工場
twqts 尊敬的
twvcb 農業部
twvcs 農業的
twvdi 農林廳
twvmo 農曆年
twvoh 農作物
twvyr 農產品
tyhc  警告說
tyho  警告信
tyji  警察廳
tyjn  警察隊
tyjs  警察局
tyloh 薪俸稅
tymw  警政署
tyny  警務處
tyon  警備隊
tyrqp 菩提心
tyup  警覺性
tywee 蓄水池
tywme 蓄電池
tywss 蓄長髮
tyys  警方於
tzsm  芝加哥
udfw  山東省
udoq  山地舞
uel   山水畫
uelm  山水畫
ugde  山坡地
ujfgs 崇高的
ujlys 嶄新的
ukkj  凶殺案
ukukj 兇殺案
umfw  山西省
umnv  們可以
umqo  們提供
umtny 豈不是
unch  學分制
unds  學校的
undx  學校網
unhj  學與教
unhp  學術性
unhw  學術界
unju  學者們
unmb  學電腦
unow  學會了
unqg  學生報
unqo  學生會
unqu  學生們
unqy  學生証
unqy  學生證
unsj  學習者
unsl  學習中
unsm  學習班
unss  學習的
unty  學英文
utio  山羊座
utjs  豐富的
uuaa  出問題
uubk  出把力
uuds  出來的
uudw  出來了
uufo  出家人
uugs  出土的
uuhe  出香港
uuhj  出租車
uuik  出現在
uuis  出現的
uuiu  出我們
uuiw  出現了
uuiy  出席率
uuiz  出現過
uuka  出有關
uulb  出版部
uulc  出版業
uulh  出版物
uuli  出版社
uulj  出版者
uulr  出版品
uuls  出版的
uulw  出中國
uulw  出版界
uuly  出版商
uumo  出一個
uuns  出名的
uuns  出色的
uunw  出發點
uuog  出入境
uuoo  出任何
uuor  出入口
uuou  出他們
uuqd  出生地
uuqk  出生在
uura  出口量
uurj  出口額
uuro  出口貨
uurs  出口的
uurw  出口國
uury  出口商
uury  出口證
uuwk  出點力
uvmd  幽靈機
uvwi  幽默感
uwah  覺得很
uwai  覺得我
uwak  覺得有
uway  覺得你
vaam  女明星
vanp  婚外情
vbgp  女同志
vbk   女朋友
vbke  女朋友
vbun  女同學
vdnn  樂陶陶
vdoj  樂無窮
vdtf  樂善堂
vdts  樂觀的
vepee 怒沖沖
verb  女演員
veskg 努力去
vesks 努力的
vggvb 娃娃臉
vgvam 裝門面
vgvor 裝飾品
vgvwh 裝甲兵
vgvwh 裝甲師
vgya  女高音
vhbee 嬌滴滴
vhdw  女房東
vhl   女秘書
vhla  女秘書
viak  幾時有
vicc  幾分鐘
vihg  幾乎都
viho  幾千年
vihy  幾乎是
vijo  幾十個
vijo  幾十年
vijt  幾十萬
vikem 狀況下
vikim 狀態下
vikis 狀態的
vilao 鄉巴佬
vilch 鄉公所
vilcs 鄉鎮長
viljo 鄉事會
vilys 鄉議局
vimt  幾百萬
vina  幾小時
vioa  幾年間
viob  幾個月
viod  幾年來
viom  幾內亞
vioo  幾個人
viot  幾年前
viov  幾年後
vipw  幾句話
virxy 始終是
visdw 幻想曲
visfl 幻燈片
vitas 維他奶
viyc  幾文錢
viym  幾方面
vjrpy 姑勿論
vjum  女士們
vkbo  收購價
vkcd  收銀機
vkgs  收到的
vkgw  收到了
vkho  收盤價
vkiy  收視率
vkjh  收容所
vkng  收不到
vknkk 姨太太
vkoj  收件者
vkoo  收件人
vkoo  收貨人
vkos  收入的
vkos  收集的
vktf  收藏家
vkty  收益率
vkyd  收音機
vkyo  收市價
vlya  女中音
vmnb  女配角
vmns  姓名的
vmq   女歌手
vnab  好得多
vnad  好時機
vnan  好日子
vnap  好開心
vnbi  好多次
vnbk  好彩頭
vnbk  好朋友
vnbo  好多人
vnbw  好多野
vncy  好鍾意
vndm  好東西
vndo  好機會
vndt  好榜樣
vndw  好極了
vndy  好地方
vneh  好消息
vngq  好幫手
vngt  好喜歡
vngy  好去處
vnhr  好簡單
vnhu  女孩兒
vniu  好我們
vnja  好容易
vnkd  好奇地
vnkp  好奇心
vnkp  好奇怪
vnks  好奇的
vnmf  好正常
vnmh  好一段
vnmo  好一個
vnmo  好天氣
vnmw  好一點
vnmz  好一些
vnnd  女孩子
vnno  好可愛
vnnv  好不好
vnob  好舒服
vnok  好像在
vnoo  好似係
vnoo  好傢伙
vnov  好似好
vnox  好介紹
vnoy  好像是
vnpy  好快就
vnqs  好看的
vnrv  好唔好
vnsn  好緊張
vntg  好萊塢
vnuq  好學生
vnvd  好好地
vnvh  好好笑
vnvi  好幾次
vnvm  好好玩
vnvo  好好人
vnvo  好幾個
vnvo  好幾年
vnvs  好好的
vnyn  好望角
vnyt  好辛苦
vnyw  好意思
vnyy  好文章
vnyy  好端端
vobn  以服務
vocs  以公司
vofo  女作家
vogs  以增加
voha  以反映
vohe  以香港
vohf  以節省
vohm  以利亞
voiu  以我們
voiy  以為是
vojm  以賽亞
volh  以弗所
volw  以中國
voly  以中文
vome  以下各
vomi  以下為
vomi  以政府
vomo  以一個
vomo  以配合
voms  以下的
voms  以至於
vomy  以下是
vomz  以下之
vonl  以免被
vonm  以色列
vons  以發展
vooa  女修會
voob  以使用
vooo  以任何
vooq  以代替
voou  以他們
voqg  以提高
voqo  以提供
vos   女人的
vosa  以取得
voso  以取代
voso  以確保
voto  以其他
vots  以前的
vown  以了解
voya  以證明
voyj  以上者
voyo  以方便
voys  以上的
voyy  以上是
vozd  以此來
vozg  以達到
vozh  以進行
vozi  以適應
vozn  以避免
vpos  戀愛的
vps   女性的
vqaa  將問題
vqag  將得到
vqbe  將軍澳
vqbg  將受到
vqdk  將來在
vqdk  將來有
vqdo  將來會
vqds  將來的
vqgs  將增加
vqhe  將香港
vqhh  將舉行
vqhk  將所有
vqhs  將自己
vqih  將視乎
vqii  將成為
vqiu  將我們
vqjf  將資料
vqjq  將安排
vqka  將有關
vqkb  將有助
vqkuc 獎學金
vqlw  將中國
vqmm  將需要
vqmo  將一個
vqni  將不能
vqni  將可能
vqno  將不會
vqnv  將予以
vqnv  將可以
vqoe  將會對
vqoe  將無法
vqok  將會在
vqok  將會有
vqol  將會由
vqoo  將任何
vqou  將他們
vqpq  將包括
vqqo  將提供
vqsm  將於二
vqxx  將繼續
vqzm  將導致
vrdo  如來佛
vrek  如沒有
vrhe  如香港
vriu  如我們
vrka  如有關
vrkvi 娛樂台
vrkvp 娛樂性
vrkvw 娛樂圈
vrlw  如中國
vrmm  如需要
vrni  如不能
vrni  如發現
vrob  如何用
vrob  如使用
vrog  如何去
vroj  如何做
vrok  如何在
vrov  如何將
vroy  如何讓
vrwb  如果用
vrwc  如果說
vrwi  如果我
vrwi  如果能
vrwk  如果在
vrwk  如果有
vrwm  如果要
vrwo  如果他
vrwo  如果佢
vrwo  如果係
vrwo  如果您
vrwr  如果唔
vrwv  如果將
vrwy  如果你
vrwy  如果是
vryc  如是說
vrzs  如此的
vsbvh 婦女節
vsbvo 婦女會
vsbyh 婦產科
vshm  幼兒班
vshw  幼兒園
vshw  幼稚園
vsyb  幼童軍
vtcpk 嫌疑犯
vuqm  女學生
vwkt  牆頭草
vybj  女童軍
vyhs  她自己
vyik  她現在
vyja  女記者
vyky  她希望
vymo  她一個
vynb  女主角
vyno  她不會
vynv  她可以
vyny  她不是
vyua  她覺得
vyug  她們都
vyus  她們的
vyyi  她認為
vyzy  她還是
vzhe  後香港
vzhk  後所有
vzio  後現代
vziu  後我們
vzka  後有關
vzlw  後中國
vzmi  後政府
vzmo  後一個
vznv  後可以
vzou  後他們
vztw  後花園
vzzk  後遺症
waa   了問題
wavlc 眼中釘
wavte 眼藥水
wavts 眼前的
wavwh 眼睫毛
wavww 眼睜睜
wavxb 眼結膜
wayk  話你知
wayw  話劇團
wbek  胃潰瘍
wbjn  胃穿孔
wbmh  胃下垂
wbuh  胃出血
wcat  四星期
wcbc  四月八
wcbo  四月份
wccm  四分一
wcfy  四五六
wchi  四季度
wchm  四千元
wchmi 睇電視
wchq  四重奏
wcht  四千萬
wcjc  四十八
wcjc  四十分
wcjf  四十五
wcjj  四十七
wcjk  四十九
wcjm  四十三
wcjm  四十二
wcjo  四十個
wcjo  四十億
wcjo  四十年
wcjo  四十條
wcjt  四十萬
wcjw  四十四
wcjy  四十六
wcjy  四字詞
wcjz  四十歲
wclf  四川省
wcmk  四二九
wcmm  四百元
wcmo  四百人
wcmt  四百萬
wcna  四小時
wcno  四不像
wcny  四小龍
wcob  四個月
wcoh  四年制
wcom  四億元
wcoo  四個人
wcox  四年級
wcsj  四驅車
wctm  四萬元
wczm  四邊形
wdby  果然是
wdqxt 圍繞著
wdts  困難的
wek   了沒有
wfal  黑暗中
wfdd  黑森林
wfee  黑油油
wfee  黑漆漆
wfgmd 墨爾本
wfgmm 墨西哥
wfio  黑社會
wfkk  黑猩猩
wfkwd 默默地
wfkws 默默的
wfm   了半天
wfmm  黑壓壓
wfnr  黑名單
wfns  黑色的
wfqf  黑手黨
wfww  黑黝黝
wfye  黑龍江
wgahe 署香港
wgahk 署所有
wgaqo 署提供
wgaws 署署長
wgaxm 署網頁
wgaym 署主頁
wgbo  里肌肉
wgd   了起來
wghs  里程碑
wgjj  里幹事
wgtd  里斯本
whb   了很多
whca  見分曉
whe   了香港
whgh  田徑場
whgo  見高低
whgy  見報率
whjc  田徑賽
whk   了所有
whma  見天日
whmi  見面禮
whmnt 睡不著
whmou 睡午覺
whmpu 睡懶覺
whmtl 睡夢中
whmtw 睡著了
whmua 睡覺時
whng  見不到
whno  田徑隊
whou  見他們
whs   了自己
whyo  見證人
whyw  見證了
wics  母公司
wiky  母老虎
wioo  母佑會
wiu   了我們
wiyh  母親節
wjrby 固然是
wjrjh 固定物
wjrks 固有的
wka   了有關
wkhx  因特網
wkii  因為我
wkik  因為有
wkio  因為人
wkio  因為他
wkio  因為佢
wkit  因為其
wkiu  因我們
wkiv  因為她
wkiy  因為是
wkiz  因為這
wkmk  因而在
wkmo  因工作
wkob  因使用
wkoo  因任何
wkou  因他們
wkpyc 恩主公
wkqs  因素的
wkzk  因此在
wkzk  因此有
wkzm  因此而
wkzo  因此會
wkzy  因此是
wlby  甲骨文
wlfbe 鴨脷洲
wlfhl 鴨舌帽
wlfxe 鴨綠江
wlmm  甲天下
wlobs 眾多的
wloe  田北俊
wloqd 眾生相
wloyn 眾議院
wloyr 眾議員
wlvb  甲狀腺
wlw   了中國
wmbo  了一部
wmd   了一本
wmd   了下來
wmf   了一半
wmf   了一家
wmg   了一場
wmg   了一聲
wmg   了一起
wmg   了下去
wmh   了一段
wmh   了一番
wmh   了一種
wmh   了兩種
wmhs  置身於
wmi   了一次
wmi   了兩次
wmi   了政府
wmj   了一定
wmk   了一套
wmm   了一天
wmm   了一項
wmm   了兩項
wmn   了一名
wmn   了一陣
wmo   了一件
wmo   了一位
wmo   了一個
wmo   了一年
wmo   了一會
wmo   了一條
wmo   了兩位
wmo   了兩個
wmo   了工作
wmp   了一切
wmp   了一句
wmr   了一跳
wmt   了一萬
wmvpi 畏懼感
wmw   了一眼
wmw   了一點
wmz   了一些
wmz   了一步
wng   了不起
wng   了解到
wngu  了不起
wni   了不能
wni   了可能
wnmo  野百合
wnnl  野鴛鴦
wnvo   了可以
wny   了不是
wofag 瞧得起
wou   了他們
wpdf  思想家
wpdy  思想上
wpqt  思春期
wqbj  團體賽
wqbq  團體操
wqbs  團體的
wqwj  團團轉
wrcaw 圓明園
wrcen 圓洲角
wrcow 圓舞曲
wrdg  回想起
wrdw  回來了
wrfa  回家時
wrgf  回到家
wrgw  回到了
wrgy  回報率
wrhc  回答說
wrhe  回香港
wrhs  回答的
wrhv  回歸後
wriy  回應率
wrjh  回教徒
wrkn  回大陸
wrly  回中文
wro   了口氣
wrpc  回憶錄
wrpg  回憶起
wrvy  回收率
wrwlo 圖書館
wrwlo 圖片集
wrwls 圖片的
wrwlx 圖畫紙
wrwyd 圖文框
wrym  回主頁
wrzk  回過頭
wsbk  男朋友
wsbu  男同學
wser  男演員
wsgy  男高音
wsly  男中音
wsmq  男歌手
wsnn  男孩子
wsos  男人的
wsoy  男低音
wsps  男性的
wsvd  男女校
wsvg  男女都
wsvq  男女生
wsyn  男主角
wtdm  曲棍球
wtjcq 畢業生
wtjcs 畢業於
wtjcs 畢業的
wtjcv 畢業後
wtjku 畢架山
wtjsj 畢加索
wtjyj 畢卡索
wto   了其他
wud   了出來
wug   了出去
wvfgw 累壞了
wvfhs 累積的
wvgal 羅曼史
wvgej 羅浮宮
wvgew 羅漢果
wvggi 羅嘉良
wvgos 羅便臣
wvgsl 羅馬書
wvgso 羅馬人
wwfn  國家隊
wwfs  國家的
wwfx  國家級
wwhs  國稅局
wwhs  國貿局
wwhw  國與國
wwia  國慶日
wwif  國庫券
wwje  國安法
wwjs  國安局
wwlq  國中生
wwmi  國政府
wwmwe 疊羅漢
wwna  國際間
wwnb  國防部
wwne  國際法
wwnh  國務卿
wwnn  國務院
wwno  國際化
wwnp  國際性
wwnx  國際級
wwny  國際上
wwob  國企股
wwon  國內外
wwos  國內的
wwrf  國民黨
wwyq  田園詩
wyiu  點我們
wynr  點解呢
wynv  點可以
wywk  點點頭
wyy   了就是
wzd   了過來
wzdm  買東西
wzg   了進去
wzg   了過去
wzgh  買賣盤
wzng  買不到
wzoo  買入價
wzv   了之後
wzwd  買回來
xaom  縮短至
xbehr 緩衝器
xbehs 緩衝區
xbhe  組香港
xbho  組委會
xbiss 組成的
xboi  組合成
xbos  組合的
xbxj  組織者
xbxm  組網頁
xbxw  組織圖
xbxy  組織上
xdsa  練習題
xdsg  練習場
xfqbm 絆腳石
xfxr  絲織品
xgchk 續航力
xgda  結束時
xgdp  結構性
xgdt  結束前
xgdv  結束後
xguqn 繞指柔
xguro 繞口令
xgws  結果的
xgwv  結果將
xgwy  結果是
xgyy  結論是
xhkhf 繳白卷
xhvl  線裝書
xiae  約旦河
xidk  約束力
xilm  約書亞
xjfok 綜合症
xjfop 綜合性
xjfos 綜合的
xjfqc 綜援金
xkbz  變則通
xkmh  變電所
xkmr  變壓器
xkos  變化的
xkpo  變性人
xkqw  變奏曲
xkye  變戲法
xkzh  變速箱
xmdd  紅樹林
xmdt  紅樓夢
xmhb  紅籌股
xmhh  紅衛兵
xmhj  紅白事
xmhm  紅血球
xmjj  紅十字
xmjm  紅寶石
xmmcy 經銷商
xmmm  紅珊瑚
xmns  紅色的
xmnx  紅外線
xmtb  紅著臉
xmtt  紅蘿蔔
xmxf  紅綠燈
xnmt  紐西蘭
xnxi  紐約州
xnxy  紐約市
xnyq  紐卡素
xobho 納稅人
xoee  維港灣
xohd  維管束
xomm  維吾爾
xomxq 纖維素
xooo  維他命
xoov  維他奶
xopx  維也納
xoqk  維持在
xoqq  維生素
xoxt  維納斯
xpaj  總開支
xpbb  總冠軍
xpby  總體上
xpcj  總金額
xpcs  總公司
xpha  總重量
xphr  總動員
xpix  總成績
xpja  總容量
xpjj  總幹事
xpjx  總教練
xpjy  總資產
xpls  總數的
xply  總書記
xpmh  總面積
xpmo  總工會
xpnh  總預算
xpni  總不能
xpnj  總務室
xpoj  總領事
xpok  總會有
xpol  總人數
xpom  總代理
xpor  總人口
xpox  總值約
xppg  總平均
xpqj  總投資
xpqq  總指揮
xpso  總司令
xptk  總共有
xpts  總警司
xpua  總覺得
xpufy 純粹是
xpumy 純理論
xputy 純益率
xpuyj 純文字
xpvo  總收入
xpxc  總經銷
xpxi  總統府
xpxj  總編輯
xpxm  總經理
xpxp  總結性
xpyj  總督察
xpyk  總是在
xpyo  總商會
xreo  給各位
xrhe  給香港
xrhk  給所有
xrhs  給自己
xriq  給我看
xris  給我聽
xriu  給我們
xrjh  給客戶
xrkf  給大家
xrmi  給政府
xrns  給予的
xros  給人的
xrou  給他們
xrro  給別人
xrto  給其他
xryr  給市民
xseo  絕對值
xseqy 絕對是
xses  絕對的
xsey  絕對是
xsni  絕不能
xsnn  絕不可
xsno  絕不會
xsny  絕不是
xspky 紙老虎
xsrhe 紹興酒
xsucl 紀錄片
xsucq 紀錄表
xsucs 紀錄的
xsuoa 紀念日
xsuoo 紀念館
xsuor 紀念品
xsuos 紀念碑
xtho  編委會
xtjb  編輯部
xtjj  編輯室
