aaaa   日照時間
yimss 試驗的
bosh 部長制
gosi  高層次
ydsm  新局面
ygsn  主耶穌
yhqsz 謝長廷
yntso 證監會
ydso  新職位
zqsr  過馬路
ybsx  請聯絡
czey  交匯處
ymte  上葵涌
ycrcg 商業城
ykkts 效益的
yhmcs 產業的
ycrcs 商業的
zsjth 避難所
znth  通菜街
goti  高難度
cuti  說甚麼
ydti  新落成
zwtj  遇難者
ygtj  主義者
ybstj 旁觀者
zytj  這其實
zlrtl 遣散費
zytn  這並不
ytrtm 諾基亞
zytm  這首歌
yctm  六萬元
ytjtw 辛苦了
ymto  上其他
yyvto 讓其他
syto  於其他
yhmco 產業化
ycrco 商業化
ycrcp 商業性
ycrcs 商業區
ydtu  新蒲崗
ycrcx 商業網
yhmcw 產業署
yhmcb 產業部
ypty  意義上
ycrcy 商業上
yyvey 讓對方
yjaty 諸葛亮
ybptz 龍翔道
yyrud 站出來
cuud  說出來
ydul  新出版
gouo  高峰會
zour  進出口
gout  高峰期
zyvy  這將是
yffvo 談戀愛
yfvb  就如同
ydxe  新經濟
ylcxf 亦經常
yllxf 訓練營
ytqxg 詳細地
zydvg 遊樂場
yllxg 訓練場
yavh  音樂系
goxs  高級的
yavh  音樂科
yavh  音樂節
zvvi  還以為
ynvi  處女座
yavi  音樂廳
yfxi  就變成
yavf  音樂家
yyvxk 讓網友
znxk  通緝犯
ygxm  主網頁
ydxm  新網頁
ynxm  處網頁
yyoxm 該網頁
zpxm  此網頁
zyxm  這網頁
ycrxm 商網頁
yyrxm 站網頁
yllxm 訓練班
zyvm  這幾天
zivm  歲以下
ynvn  處以及
yfvw  就好了
yavo  音樂會
yavo  音樂人
yexo  夜總會
yfvo  就好像
zlvo  近幾年
zyvo  這幾年
yyovo 該如何
zyvo  這幾個
zjxp  連續性
goxx  高級組
yllxb 訓練部
yavy  音樂劇
ypwy  意思是
ycwc  六點鐘
gowg  高回報
ydwh  新里程
ykkws 效果的
ycrws 商界的
yfwi  就因為
zywj  這回事
yskwk 放置在
ydwl  新界北
zjwp  連貫性
ydws  新界區
ydwx  新思維
czwy  交界處
ybya  請註明
zydya 遊戲日
ymya  上課時
ydya  新新聞
zyyy  這就是
zyyy  這裏是
cuyy  說就是
ydyc  新市鎮
znyc  通訊錄
yqyd  討論板
yfzt  就這樣
ygyd  主辦權
zydyd 遊戲機
ybpyd 龍虎榜
ydye  新方法
zyye  這方法
ytyf  立方米
czzf  交通燈
znjzg 迅速地
zbuzg 遙遙地
cuzg  說過去
yheyh 設計師
ymryu 語言學
ymryu 語文學
yqyv  討論後
ydyh  新課程
yheys 設計的
yheys 設施的
yheys 設立的
ygzs  主導的
znjzs 迅速的
ymzs  上述的
ymrys 語言的
gogs  高高的
ybszs 旁邊的
yfyh  就該等
yfyi  就讓我
zbuzs 遙遙的
zvya  還記得
zgyss 遠方的
zgzs  遠遠的
ytiyh 戲劇節
yntch 證交所
ydyh  新方向
zlcyh 遺產稅
yimyq 試試看
ylcyi 亦認為
znyi  通訊社
goyi  高效能
ymjyi 譚詠麟
yheyj 設計者
ygyj  主辦者
yyvyj 讓讀者
zhkyj 邀請賽
ydyj  新方案
yovzj 旅遊車
zyzg  這些都
zyzj  這些事
ymjyf 評論家
zyyk  這裏有
zvyk  還設有
czzl  交通費
ykyl  文章中
ymyzl 卡通片
ydyl  新計劃
yyoyl 該計劃
ytbzm 講道理
zyym  這方面
ztazg 遭遇到
yqyg  討論到
yspyg 認識到
ypyg  意識到
yskyw 放棄了
yvpyw 忘記了
yspyw 認識了
yqyo  討論會
ymjyo 評議會
zvlyo 迎新會
yiryo 諮詢會
yobyo 論文集
yhqyy 謝謝你
ygyo  主講人
ybzo  請進入
yhqyo 謝謝您
ydyo  新文化
ybzk  請通知
zyzo  這些人
ytiyp 戲劇性
yrkzp 誤導性
ybzq  請選擇
znyr  通訊員
ymjyr 評論員
yewzr 督導員
ygzr  主選單
yteyr 護膚品
ydyr  新產品
zydys 遊戲區
yqys  討論區
yovzs 旅遊局
yovzs 旅遊區
ynys  處處長
yiryt 諮詢期
znyc  通訊業
yovzc 旅遊業
czzt  交通警
yheyu 設計出
yqyx  討論組
znyx  通訊網
wayw  話劇團
yovzw 旅遊界
yovzw 旅遊點
yheyw 設計圖
ydyy  新上市
ycyy  六六六
zfbzz 逍遙遊
ydyy  新設計
goyy  高效率
czzb  交通部
zwryy 迴旋處
ykkyg 效率高
zyzw  這些話
yayy  音效卡
yfys  就讀於
zggs  遠高於
kfvd  大家樂
kper  大快活
bjho  軍委會
lytm  非典型
mjvo  一直以
tnmzv 薩達姆
kbgz  有報導
emakp 潛在性
dbep  相對性
eqqp  對抗性
cccn  貧鈾彈
viak  幾時有
saddam 薩達姆
aaabmd 晶體三極管
aaabmd 晶體二極管
aaabqe 晶體振盪器
aaabqt 晶體振蕩器
abkhyc 明夷待訪錄
abstku 明尼蘇大學
abstzi 明尼蘇達州
aebngz 最多不超過
aehmsy 最重要的是
aejwhz 最惠國待遇
aeksaa 最大的問題
aelvob 最初幾個月
aeovyn 最佳女主角
aeowyn 最佳男主角
aeqvop 最毒婦人心
aezvob 最近幾個月
ahmtmi 星期一次者
aiuaht 既得利益者
aiuhlh 既自由自在
aiyav  日或該日後
amary  日爾曼民族
amgnfj 旺角火車站
anbtej 閒著沒事幹
anwop  日久見人心
aomjy  日內瓦協議
aqasnh 時間的限制
aqaxmr 時間繼電器
aqgztk 時勢造英雄
aqvsmo 時裝展示會
aqwjfc 時四十五分
arassj 問題的研究
arfydq 問卷調查表
aszkqv 聞道有先後
atajoj 開門七件事
atnlwf 開發中國家
atwxoa 開國紀念日
aumjfh 巴爾幹半島
aumjub 巴爾幹山脈
aumroe 巴爾喀什湖
auosgu 巴拿馬地峽
auosze 巴拿馬運河
aurssh 巴哈馬群島
auttgo 巴基斯坦人
auyrru 巴顏喀喇山
avhxjj 關貿總協定
avoony 關係代名詞
ayavdt 暗戀桃花源
ayhoh  日立製作所
ayojqr 影像轉換器
azmnoo 得理不饒人
aznnac 得不可開交
besso 受聘的人員
beync 受託承銷品
bbjtxh 辭典編纂法
bbjtxh 辭典編纂者
bbuwnl 亂點鴛鴦譜
bcmdth 貝爾格萊德
bcmeth 貝爾法斯特
bdhmhm 財政管理的
bdhmnh 財政預算案
bdhmss 財政司司長
bdhmss 財政司司長
bdhnhr 財務委員會
oiesmo 愛沙尼亞人
oifbex 愛輝騰沖線
oiixxt 愛神維納斯
oittio 愛斯基摩人
bgrwdx 周恩來總理
bhemca 股票交易所
bhlgcy 彩虹地鐵站
bhnmid 彩色電視機
bifybf 多少就多少
bihzqa 多重選擇題
bioqdh 多年生植物
birywf 多民族國家
bjcjnv 軍公教子女
bjjhro 軍事委員會
bkgnsm 雞蛋碰石頭
blrmoh 腳踏兩條船
bmcbog 具體化起來
bnkmoz 則有百份之
booxbn 臉紅脖子粗
bqnbqp 用不用擔心
bqqqiq 用手指摩擦
bqwhoc 用黑箱作業
brhybf 同行是冤家
brmnbm 同工不同酬
brnbfm 同不同類型
brnbgs 同不同地區
brnbhc 同不同行業
brnbhi 同不同程度
brnbmm 同不同需要
brnbyw 同不同意見
brnbzy 同不同之處
brqwmb 同素異形體
brqwpb 同素異性體
brzmhd 同步電動機
bsenej 服務滿十年
bsenfy 服務營辦商
bsensq 服務的提供
bsmmhh 助理工程師
btuitb 岡底斯岡石
budqoh 目標責任制
bzyfiv 體育精神獎
cbuhei 鋼筋混凝土
cbumjq 鋼琴協奏曲
ccbnih 貧賤不能移
ccgcy  金鐘地鐵站
ccshs  金銅礦物局
ccunmn 銳角三角形
cdefg  金木水火土
cgdiic 鐵杵磨成針
cgrhms 鐵路管理局
chbxmh 錦繡二重唱
chohnf 鑽入牛角尖
cicckm 公說公有理
cihchi 公積金制度
cihcyl 公積金計劃
cijhmy 公車管理處
ciknry 公布名單上
ciksee 公布的泳灘
cimmho 公元二千年
cimsje 公正的裁決
cinrbh 公務員體制
cinrbh 公務員體制
cinrno 公務員隊伍
cinrzo 公務員退休
cioonw 公侯伯子男
cisdhe 公司來香港
cisjob 公屋輪候冊
citaoh 公共關係科
citejy 公共汽車站
citwlo 公共圖書館
ciyyyo 公設辯護人
cjnaod 針孔照像機
cmhms  金融管理局
cmhms  金融管理局
coknyj 八九不離十
cpingm 釣魚臺列島
cpinim 釣魚台列島
cprtwt 鉤花點葉派
cpunmn 鈍角三角形
crkmoz 卻有百份之
crojhw 欲窮千里目
crozbn 欲速則不達
crrocj 鋁合金輪圈
csaggw 分時走勢圖
csdghl 分析報告書
csmcz  金屬型鑄造
csnqhu 分子生物學
csnzhy 分子運動論
cssyjy 分區辦事處
cuwnhl 說話不算數
cuwnhw 說話不算話
cuwyhw 說了就算了
cvmilf 銀珠冰片粉
dahqde 楊振權法官
damyym 查詢請電二
dbhdna 鬱鬱不得志
dbqmnm 相看兩不厭
dcitep 松花江平原
ddhhw  木柵動物園
dehonh 皮笑肉不笑
dgqbtb 樹脂塑膠片
dgqokk 樹倒猢猻散
dhawfo 柏羅米修斯
dhbdyk 橋本龍太郎
dhbmgh 橋式起重機
djmhkm 植物病理學
dlcjqm 賴索托王國
dlodem 桃李滿天下
dmdqer 本機振盪器
dmedkk 榎本加奈子
dmfeko 標準大氣壓
dmfexc 標準細分表
dmrwqb 柯羅拉多州
dmtnqj 本期發生額
dntsjt 李鄭屋古墓
dnyjom 李卜克內西
dtkmol 模型集中地
dtkqyh 模擬計算機
dwhics 東印度公司
dwhish 東印度群島
dwstdg 東區蘭桂坊
dwwsyw 東羅馬帝國
dwyemy 東龍洲石刻
dyoinm 核能發電廠
dyonnm 核子發電廠
dyujah 梳士巴利道
dzdobn 機械化部隊
dzgpxy 機場快線站
dzrbrj 機器腳踏車
eahvmn 湯姆歷險記
ebbjnh 渦輪發動機
ebhwst 沉默的羔羊
ebjvuc 清寒獎學金
ebokqg 清倉大拍賣
ebrhtf 洞房花燭夜
ecbey  水銀體溫計
ecmky  水銀壓力計
edetsj 波義耳定律
edeyrh 波音噴射機
efbljj 消費者協會
efbloo 消費合作社
efblry 消費品市場
efndj  水火不相容
eghjnh 法律事務所
egimmp 法朗西一世
egjchc 法定公積金
egjomo 法定代理人
egjrmc 準噶爾盆地
egmtyt 法西斯主義
egnecn 法不法分子
egsgms 法屬圭亞那
egwkto 法國大革命
ehgaqo 沙地阿拉伯
ehhaqo 沙特阿拉伯
ehkkhm 澳大利亞人
ehwfjy 沙田火車站
ehwjip 沙田博康邨
ehwjyw 沙田車站圍
ehwylp 沙田市中心
eimlpd 減幅也頗大
eimtjr 減薪裁員潮
einese 泳灘的水質
einvsm 泳裝展示會
eirjhr 治喪委員會
eirwpm 治國平天下
ejnhd  水輪發動機
ejnmd  水輪發電機
eknmi  水力發電廠
emeryi 江澤民主席
emgsoq 汪長智先生
emmtl  水電瓦斯費
emrbdr 河貝村路口
emwvrj 酒後吐真言
enozhg 灣仔運動埸
eoetwt 漢滿蒙回藏
eohft  水份和營養
eomjoe 漢元輸入法
eonjnm 汽輪發電機
eoybnr 海軍陸戰隊
eoyeeo 海水淡化廠
eoyepo 海洋性氣候
eoygdr 海壩村民宅
eoygth 海地共和國
eoygyq 海埔新生地
eoyhok 海德堡大學
eoynmv 海角一樂園
eoyokk 海內存知己
eoyucw 海岸公園的
eoyytm 海上花列傳
eqiudc 對我們來說
eqjneo 對事不對人
eqonej 對人不對事
eqqpyg 對抗性立場
eqtmwm 對苯二甲酸
eqwhez 對話和溝通
eqwknl 對男友不忠
eqysmi 對方的要求
erosyw 各位的意見
espttz 泥菩薩過江
espttz 泥菩薩過河
etciaq 洪祖星先生
eteety 洋涇濱英語
eubhku 流體動力學
eubich 流體冶金術
eubqku 流體靜力學
euhpia 流行性感冒
ewtpeo 溫情滿人間
eyghu  水文地質學
eygmu  水文地理學
eykbhk 液體動力學
eylfaz 濟燃眉之急
eypzpk 濾過性病毒
fbfojd 燃氣輪機車
fbmae  火腿三明治
fchufj 粉嶺火車站
fdaitw 米開朗基羅
fdattw 米開蘭基羅
fdgoys 米埔保護區
fdtitw 米蓋朗基羅
fejfzm 烽火連三月
ffdrmh 榮民工程處
ffdrxs 榮民總醫院
ffshjo 勞動密集型
ffshqy 勞動生產力
ffshqy 勞動生產率
ffshte 勞動基準法
ffsmhr 勞工委員會
ffsmon 勞工保險局
ffsmyy 勞工處處長
ffspje 勞心者治人
fhnhd  火箭發動機
fhoqcn 少年先鋒隊
fhvnvk 少壯不努力
fjayq  火車時刻表
fjhho  火車與牛仔
fkersk 尖沙咀碼頭
fknmi  火力發電廠
flbijl 常用參考書
flnhro 常務委員會
flnmys 常務副市長
flomjw 常任理事國
flxatd 常綠闊葉林
flycav 常言說得好
fmahky 光明和希望
fmgknk 煙癮又犯了
fmmmdh 光電二極管
fohtjh 家和萬事興
foiqmc 家庭手工業
fqbicm 精神分裂症
fqbiji 精神官能症
fqbiku 精神病學家
fqeder 半波整流器
fqwwvi 半睡眠狀態
ftfpyt 粒粒皆辛苦
fufjy  火炭火車站
fvjjyw 五胡十六國
fvmfhh 五一勞動節
fvojhx 五個字留給
gbvpnz 再好也不過
gddsqr 未來的挑戰
gdmhh  土木工程師
gdmhh  土木工程系
gegngm 報喜不報憂
gfkmds 熱帶雨林區
gggoh  土地增值稅
gghkd  土地所有權
gghqh  土壤微生物
ggkdh  土壤有機質
ggwko  土地國有化
ggyby  土地註冊處
girmpo 去吃一頓飯
gjcbsl 填妥的申請
gkjopm 埃塞俄比亞
gktmcg 埃菲爾鐵塔
glcndg 赤鱲角機場
glczvo 赤道幾內亞
gnbtiz 到目前為止
gohjyw 高等教育界
gohojd 高利貸資本
goksun 高雄醫學院
gomqmg 高爾夫球場
goojmi 高傳真電視
gowgot 高回報儲蓄
goxmhh 高級工程師
goxxeh 高級經濟師
goynbj 高處不勝寒
grgefm 臺灣省政府
grgefy 臺灣省議會
grgeiu 臺灣神學院
grgekt 臺灣療養院
grglsu 臺北醫學院
grrzmt 嘉道理農場
grvfje 袁家寧法官
gsqohl 城規會秘書
gstyw  土耳其帝國
gtrmar 塔爾巴哈台
gtrmgh 塔式起重機
gtrwdc 塔里木盆地
gtsqmu 喜馬拉雅山
gvjthw 越南共和國
gvmemz 越雷池一步
gwoefx 賣個滿堂紅
gyhmjf 地毯式轟炸
gymjnh 地政事務所
gymmyi 地下天文台
gytnjk 地基承載力
gyttts 地藏菩薩殿
gywyam 地圖上顯示
gzjwny 趕鴨子上架
gzrkmm 超大型電子
gzrwfy 超國家主義
gzrxhb 超縮微膠片
gzrxkm 超級大玩家
gzrylh 超計劃利潤
gzryzn 超音速飛行
haargq 簡單再生產
hadsmn 白木耳三角
haghkz 皇后大道東
hbbavs 向受影響的
hbkdlt 奧林帕斯山
hbkfoy 向大家保證
hbkghy 奧地利帝國
hbkomg 奧黛麗赫本
hbtxya 血統證明書
hcrzeo 船過水無痕
hcuqhh 稅捐稽征處
hcuqhh 稅捐稽徵處
hczbqc 與通脹掛
hdaehu 香港科學館
hdaekj 香港太空館
hdaemj 香港一定得
hdaeoe 香港仔海港
hdaeok 香港仔大道
hdaeth 香港藝術館
hdatie 香草冰淇淋
hdnqih 衛生福利局
hdsdnu 秀才不出門
heacyh 反時鐘方向
hekelb 反右派鬥爭
heowrb 反侵略戰爭
hetoon 反革命份子
hetzmh 反其道而行
hezhnn 反導向飛彈
hfhqtt 秋風掃落葉
hgctnh 顧前不顧後
hgdvvh 待嫁女兒心
hghnha 重質不重量
hgkszi 重力加速度
hglmoy 郵政代辦所
hgmsmm 重要的一環
hgmsmo 重要的工作
hgmsyt 重要的意義
hgqbmn 等腰三角形
hgqnmn 等角三角形
hgqzmn 等邊三角形
hgshpo 動物性飼料
hgskyh 動力方向盤
hhmjma 第三十一問
hhmjma 第三十一日
hhmjma 第三十一時
hhmjma 第二十一問
hhmjma 第二十一日
hhmjma 第二十一時
hhmjmc 第三十一分
hhmjmc 第二十一分
hhmjmd 第三十一想
hhmjmd 第三十一本
hhmjmd 第二十一想
hhmjmd 第二十一本
hhmjmf 第三十一半
hhmjmf 第三十一卷
hhmjmf 第三十一家
hhmjmf 第三十一類
hhmjmf 第二十一半
hhmjmf 第二十一卷
hhmjmf 第二十一家
hhmjmf 第二十一類
hhmjmg 第三十一場
hhmjmg 第三十一聲
hhmjmg 第三十一起
hhmjmg 第三十一趟
hhmjmg 第二十一場
hhmjmg 第二十一聲
hhmjmg 第二十一起
hhmjmg 第二十一趟
hhmjmh 第三十一季
hhmjmh 第三十一段
hhmjmh 第三十一番
hhmjmh 第三十一種
hhmjmh 第三十一算
hhmjmh 第三十一節
hhmjmh 第三十一行
hhmjmh 第二十一季
hhmjmh 第二十一段
hhmjmh 第二十一番
hhmjmh 第二十一種
hhmjmh 第二十一算
hhmjmh 第二十一節
hhmjmh 第二十一行
hhmjmi 第三十一次
hhmjmi 第二十一次
hhmjmj 第三十一宗
hhmjmj 第三十一定
hhmjmj 第三十一輪
hhmjmj 第二十一宗
hhmjmj 第二十一定
hhmjmj 第二十一輪
hhmjmk 第三十一套
hhmjmk 第二十一套
hhmjml 第三十一數
hhmjml 第三十一版
hhmjml 第三十一輩
hhmjml 第二十一數
hhmjml 第二十一版
hhmjml 第二十一輩
hhmjmm 第三十一天
hhmjmm 第三十一致
hhmjmm 第三十一面
hhmjmm 第三十一頁
hhmjmm 第三十一項
hhmjmm 第二十一天
hhmjmm 第二十一致
hhmjmm 第二十一面
hhmjmm 第二十一頁
hhmjmm 第二十一項
hhmjmn 第三十一名
hhmjmn 第三十一色
hhmjmn 第三十一陣
hhmjmn 第二十一名
hhmjmn 第二十一色
hhmjmn 第二十一陣
hhmjmo 第三十一代
hhmjmo 第三十一件
hhmjmo 第三十一位
hhmjmo 第三十一個
hhmjmo 第三十一年
hhmjmo 第三十一會
hhmjmo 第三十一條
hhmjmo 第二十一代
hhmjmo 第二十一件
hhmjmo 第二十一位
hhmjmo 第二十一個
hhmjmo 第二十一年
hhmjmo 第二十一會
hhmjmo 第二十一條
hhmjmp 第三十一句
hhmjmp 第二十一句
hhmjmq 第三十一手
hhmjmq 第三十一生
hhmjmq 第二十一手
hhmjmq 第二十一生
hhmjmr 第三十一號
hhmjmr 第三十一跳
hhmjmr 第二十一號
hhmjmr 第二十一跳
hhmjms 第三十一屆
hhmjms 第二十一屆
hhmjmt 第三十一期
hhmjmt 第三十一樣
hhmjmt 第三十一萬
hhmjmt 第二十一期
hhmjmt 第二十一樣
hhmjmt 第二十一萬
hhmjmw 第三十一眼
hhmjmw 第三十一點
hhmjmw 第二十一眼
hhmjmw 第二十一點
hhmjmx 第三十一線
hhmjmx 第二十一線
hhmjmy 第三十一刻
hhmjmy 第三十一旁
hhmjmy 第三十一章
hhmjmy 第三十一端
hhmjmy 第三十一試
hhmjmy 第三十一課
hhmjmy 第三十一談
hhmjmb 第三十一部
hhmjmy 第二十一刻
hhmjmy 第二十一旁
hhmjmy 第二十一章
hhmjmy 第二十一端
hhmjmy 第二十一試
hhmjmy 第二十一課
hhmjmy 第二十一談
hhmjmb 第二十一部
hhmjmz 第三十一些
hhmjmz 第三十一步
hhmjmz 第三十一歲
hhmjmz 第二十一些
hhmjmz 第二十一步
hhmjmz 第二十一歲
hhmqjh 第一看守所
hhqmyz 射電望遠鏡
hhwaqu 留得青山在
hhwtbu 留美同學會
hirmmo 風吹兩面倒
hjlmhr 管理委員會
hjpjtt 德克薩斯州
hjpobs 德智體群美
hjpwzy 德國通訊社
hjpygs 德意志聯邦
hjpygy 德意志帝國
hjwzhh 千里送鵝毛
hkbelj 喬治史考特
hkbeti 喬治華盛頓
hkpihr 懲戒委員會
hlqhjn 律師事務所
hlqmss 律政司司長
hlqmss 律政司司長
hlqymm 筆記型電腦
hlwaha 所見即所得
hmceon 行銷海內外
hmcwon 行銷國內外
hmhuvm 行行出狀元
hmjxoa 行憲紀念日
hmmyye 行政訴訟法
hmojgz 行人穿越道
hmompd 行使酌情權
hmtynb 行義童子軍
hmzphz 行遠必自邇
hnijgk 凡事起頭難
hoecnh 復分解反應
hzdekz 從來沒有過
hzoaav 從今日開始
hzomav 從今天開始
hzszdq 從長遠來看
hpenss 物流發展局
hplgjx 印地安納州
hplikp 印度大平原
hplism 印度尼西亞
hpnofh 剩餘勞動力
hpnooo 剩餘價值率
hpvhil 物以稀為貴
hqjomd 拜倒石榴裙
hqocyy 失業率上升
hqqhbm 特徵多項式
hqqrch 特別公積金
hqqrhm 特別行政區
hqqttz 特首董建華
hqsbmh 牛驥同一皁
hquedb 毛澤東同志
hquedw 毛澤東思想
hquwgs 毛里塔尼亞
hrfndy 烏魯木齊市
hrfqqy 烏托邦主義
hrfuke 烏山頭水庫
hrgiyy 程序設計員
hrgqcq 程控交換機
hrjwsh 和索罟群島
hrknmj 啟發式教育
hrqohr 籌備委員會
hsmjnh 戶政事務所
hssshr 房屋委員會
hsssoy 房屋修護費
htgjpc 垂直平分線
hukmyh 微型計算機
huypmu 兒童心理學
huywlo 兒童圖書館
hvkhiy 很大程度上
hwbeue 自然法學派
hwbjoe 自然輸入法
hwboys 自然保護區
hwbsjh 自然的定律
hwdeyk 自來水龍頭
hwhkso 自動駕駛儀
hwhqyx 自動生產線
hwhxzh 自動變速箱
hwjzis 釋迦牟尼佛
hwlhas 自由貿易區
hwmbny 翻臉不認人
hwmpog 自願性供款
hwqatm 自掃門前雪
hwqxzh 自排變速箱
hwsemn 粵江三角洲
hwsnnk 自己不夠大
hwtawo 算得了什麼
hwtnwo 算不了什麼
hymseq 科爾尼洛夫
hyqmoj 科技工作者
ianiav 良不良影響
ibkmmj 能知天下事
ibniqb 能不能接受
ibohni 能人所不能
ibzgge 能達到高潮
icmhes 廣西自治區
iddjyj 麻塞諸塞州
iddtyj 麻薩諸塞州
iddywe 麻六甲海峽
idwmhy 凍頂烏龍茶
ieknni 救急不救窮
iekovi 救人如救火
ifeucw 為海岸公園
ifghen 為高等法院
ifheso 為香港聯合
ifksnq 廠長負責制
iforbn 為人民服務
ifouou 為他們作出
ifpray 憑單日記帳
igohun 社會科學院
igohun 社會科學院
igohxe 社會和經濟
igoihw 社會福利署
igomoj 社會工作者
igopmu 社會心理學
igosav 社會的影響
igostj 社會改革者
igoytj 社會主義者
igpswc 應屆畢業生
igwnqo 社團負責人
ihpkmo 祇有百份之
ihpomo 祇佔百份之
iibtkj 朗斯大教堂
iihhyl 參與計劃的
iihsol 參加人數將
ilbohq 庸人自擾之
ilbozo 庸俗進化論
ilenkj 康乃狄克州
ilenmk 康乃爾大學
ilevny 康樂及文化
ilevyo 康樂文化署
ilrjck 唐宋八大家
ilrvhe 唐努烏梁海
ilrymm 唐詩三百首
ilxnmf 神經不正常
jicphq 資金平衡表
inenly 永久中立國
ineszb 資源的運用
jiymih 資訊式廣告
jiynoq 資產負債表
jiysjh 資訊研究所
iomozj 次百份之十
ioryhr 咨詢委員會
ipfpbn 熊心豹子膽
iqsxes 專屬經濟區
iqxnay 專線小巴站
iskee  戈壁大沙漠
isniaa 成不成問題
isysnh 成熟的象徵
ittbon 禮多人不怪
ittjoy 禮輕人意重
ittjpy 禮輕情意重
iulwo  我們中國人
iumjm  我們一定要
iusbd  我們的目標
iuszy  我們的建議
ivmnis 威武不能屈
ivsqmj 威耳生霧室
ivtiyi 威斯康辛州
ivyama 威龍闖天關
iwhtco 福特基金會
iwjtsh 福克蘭群島
iyqdd  我是打樁機
iytujm 廬山真面目
jaomoz 者佔百份之
jbemhd 直流電動機
jbenmd 直流發電機
jbjlth 南非共和國
jbjwam 南羅得西亞
jbnmnm 直角三角形
jbqeit 直排溜冰鞋
jbqiaq 直接或間接
jchms  十分重要的
jchmt  十八般武藝
jcjjjg 真真實實地
jckmmn 真有兩下子
jcmegn 空對地飛彈
jcmejn 空對空飛彈
jcmoee 空氣濾清器
jcmohk 空氣動力學
jcmoic 空氣冷卻器
jcmomx 空氣壓縮機
jcmrch 空口說白話
jconmd 真人不露相
jcrnjp 容不容忽視
jcsgk  十八層地獄
jdhicw 宋皇台公園
jdsmae 勃列日涅夫
jdzihq 宋達能勳爵
jhcnhs 賓夕凡尼亞
jhltnn 斬草不除根
jhpioy 穿性感內衣
jhwdhr 審查委員會
jigzat 截止日期為
jihyor 轉向離合器
jkrche 寄交反對書
jkrohj 教員休息室
jksyhr 協調委員會
jkyhro 教育委員會
jkymoj 教育工作者
jkysts 教育改革的
jkytco 教育基金會
jkyxeu 教育經濟學
jkyxhs 教育統籌局
jlrhqn 官兵捉強盜
jlrkua 官大學問大
jmpgh  十二平均律
jmswo  十一的男人
jnmjoe 字形輸入法
jnomss 軟式磁碟機
jnoohs 軟件和硬件
jnqjoe 字表輸入法
jnyjoe 字音輸入法
jobmqq 輪式拖拉機
jobobl 輪候冊申請
jononj 輸人不輸陣
jonuxm 輸出變壓器
jpnmhe 寧夏自治區
jpnnot 寧可信其有
jpummp 密西西比州
jpummp 密西西比河
jpupss 密切的聯絡
jrbyyt 胡文虎花園
jrctmj 額菲爾士峰
jrkjjh 故宮博物院
jrkjjh 故宮博物館
jrucne 克分子濃度
jrulvd 克裡姆林宮
jruwgm 克羅埃西亞
jruwvd 克里姆林宮
jstkka 考前大猜題
jtchw  十萬八千里
jujmmj 七十二烈士
jvhqyw 安徒生童話
jvhtub 安第斯山脈
jvjktj 安室奈美惠
jvkbns 安老服務的
jvomjo 安全理事會
jvonhq 安全及生
jvvthn 安姆斯特隆
jwcspm 實驗心理學
jwlnie 富貴不能淫
jycyh  十六分音符
jyheig 較香港為高
kajoe  大易輸入法
kbdooh 有機化合物
kbfhna 有家歸不得
kbhgoj 有興趣人士
kbhkcr 有很大分別
kbhpkf 有利必有弊
kbjcou 有事鍾無艷
kbjpao 有密切關係
kblwo  大多數男人
kbmcne 有理說不清
kbmldo 有理由相信
kbmozc 有百份之八
kbmozj 有百份之七
kbmozj 有百份之十
kbmozk 有百份之九
kbmozm 有百份之二
kbmozw 有百份之四
kbmozy 有百份之六
kbnfvo 有不少女人
kbntjr 有子萬事足
kbpvox 有乜好介紹
kbtcnu 有苦說不出
kbtnor 有警務人員
kbzbfo 有過多少個
kdmdr  大樹下東路
kdonwh 殺人不見血
kdonww 殺人不眨眼
keeee  大浪灣泳灘
keeee  大浪灣海灘
kehyh  大澳街市街
kevoqw 友好代表團
keyyt  大漢族主義
kgcmyg 在金融市場
kgfjfz 在五十五歲
kgfjy  大埔火車站
kgjjms 在較南面的
kgjtgm 在較前志願
kgmcp  大埔工業
kgmitw 在元朗警署
kgzyms 在這方面的
khbhom 獅身人面像
khbnun 獅子山隧道
khdnid 獨木不成林
khfjhh 狄克與牛仔
khfjsv 狄士尼樂園
khftkv 狄斯奈樂園
khftmv 狄斯耐樂園
kieym  大廟灣刻石
kihfjy 太和火車站
kilgs  大台北地區
kingcy 太子地鐵站
kinkvr 太不太好吧
kiperb 太平洋戰爭
kjynx  大資產階級
klmoxj 布爾什維克
klqzxm 布拉柴維爾
klstth 布加勒斯特
klwteq 布里茲涅夫
kmbipm 病態心理學
kmbmny 病理解剖學
kmbnbq 病急亂投醫
kmesi  大王洪聖廟
kmhol  大百科全書
kmkmw  大哥大電話
knkcjm 九九八十一
knkheq 九九乘法表
knmboh 九三軍人節
knmcjx 九一八事變
knmmjo 九一一事件
knrnn  大魚吃小魚
knvjcq 九彎十八拐
knyejg 九龍清真寺
knygcy 九龍地鐵站
knygja 九龍城南門
knygsk 九龍城碼頭
knyjoe 九方輸入法
knyyod 九族文化村
kokhkm 疾風知勁草
komtc  大修理基金
koroct 痴人說夢話
kowfi  大無畏精神
kphrvt 老牛吃嫩草
kpkhol 老大徒傷悲
kprrre 狗咬呂洞賓
kprwqo 狗眼看人低
kpzoct 癡人說夢話
kqatoh 奪得美人歸
