Chinese_Street_Name	English_Street_Name	District_Code
屏葵路	PING KWAI ROAD	YL
屏廈徑	PING HA PATH	YL
屏廈路	PING HA ROAD	YL
屏會街	PING WUI STREET	YL
屏楊里	PING YEUNG LANE	YL
屏義路	PING YEE ROAD	YL
屏福里	PING FUK LANE	YL
屏輝徑	PING FAI PATH	YL
屏興里	PING HING LANE	YL
屏麗徑	PING LAI PATH	K&amp;T
差館上街	UPPER STATION STREET	C&amp;W
差館里	STATION LANE	KC
巷仔街	HONG CHAI STREET	N
庭和里	TING WO LANE	SK
思高路	DON BOSCO ROAD	Is
急庇利街	CLEVERLY STREET	C&amp;W
恆光街	HANG KWONG STREET	ST
恆安街	HANG ON STREET	KT
恆明街	HANG MING STREET	ST
恆信街	HANG SHUN STREET	ST
恆城街	HANG SHING STREET	ST
恆柏道	HUMBERT STREET	SSP
恆健街	HANG KIN STREET	ST
恆泰路	HANG TAI ROAD	ST
恆康街	HANG HONG STREET	ST
恆富街	HANG FU STREET	TM
恆智街	HANG CHI STREET	ST
恆貴街	HANG KWAI STREET	TM
恆業街	HANG YIP STREET	KT
恆德街	HANG TAK STREET	ST
恆輝街	HANG FAI STREET	ST
恆樂里	HANG LOK LANE	ST
恆錦街	HANG KAM STREET	ST
恆耀街	HANG YIU STREET	ST
施他佛道	STAFFORD ROAD	KC
施弼街	SHEPHERD STREET	WC
施勳道	SEVERN ROAD	C&amp;W
星街	STAR STREET	WC
映河路	YING HO ROAD	YL
春田街	CHUN TIN STREET	KC
春秧街	CHUN YEUNG STREET	E
春勝街	CHUN SHING STREET	WC
春園街	SPRING GARDEN LANE	WC
春暉道	CHUN FAI ROAD	WC
春暉臺	CHUN FAI TERRACE	WC
昭信路	CHIU SHUN ROAD	SK
昭隆街	CHIU LUNG STREET	C&amp;W
柏欣大道	PALM CANYON DRIVE	YL
柏架山道	MOUNT PARKER ROAD	E-S
柏傑路	PARKER AVENUE	WC
柏道	PARK ROAD	C&amp;W
柏寧路	PARK GATE	C&amp;W
柏蕙里	PAK WAI LANE	N
柏樹街	CEDAR STREET	YTM
柏濤徑	PAK TO AVENUE	SK
染布房街	YIM PO FONG STREET	YTM
柯士甸山道	MOUNT AUSTIN ROAD	C&amp;W
柯士甸道	AUSTIN ROAD	YTM
柯士甸道西	AUSTIN ROAD WEST	YTM
柯士甸路	AUSTIN AVENUE	YTM
柯布連道	O'BRIEN ROAD	WC
泉源道西	CHUEN YUEN ROAD WEST	KT
泉源道東	CHUEN YUEN ROAD EAST	KT
洋松街	LARCH STREET	YTM
洋葵徑	GERANIUM PATH	YL
洗衣街	SAI YEE STREET	YTM
津堤徑	AMALFI DRIVE	Is
洪元路	HUNG YUEN ROAD	YL
洪天路	HUNG TIN ROAD	YL
洪水橋大街	HUNG SHUI KIU MAIN STREET	YL
洪水橋田心路	HUNG SHUI KIU TIN SAM ROAD	YL
洪平路	HUNG PING ROAD	YL
洪安里	HUNG ON LANE	YL
洪志路	HUNG CHI ROAD	YL
洪柏路	HUNG PAK ROAD	YL
洪亮路	HUNG LEONG ROAD	YL
洪祥路	HUNG CHEUNG ROAD	TM
洪基路	HUNG KEI ROAD	YL
洪堤路	HUNG TAI ROAD	YL
洪雅路	HUNG NGA ROAD	YL
洪順路	HUNG SHUN ROAD	YL
洪聖街	HUNG SHING STREET	S
洪德路	HUNG TAK ROAD	YL
洪儒路	HUNG YU ROAD	YL
洲頭西路	CHAU TAU WEST ROAD	YL
洲頭南路	CHAU TAU SOUTH ROAD	YL
活倫臺	WOODLANDS TERRACE	C&amp;W
活道	WOOD ROAD	WC
炭山路	TAN SHAN ROAD	SK
炮仗街	PAU CHUNG STREET	KC
炮台山道	FORTRESS HILL ROAD	E
炮台里	BATTERY PATH	C&amp;W
炮台街	BATTERY STREET	YTM
玻璃街	GLASS STREET	WC
珀欣路	PAK YAN ROAD	TW
珀林路	PAK LAM ROAD	TW
珀麗路	PAK LAI ROAD	TW
珍諾華大道	GENOVA BOULEVARD	YL
界限街	BOUNDARY STREET	KC-YTM-SSP
界咸路	KAI HAM ROAD	SK
皇后大道中	QUEEN'S ROAD CENTRAL	C&amp;W
皇后大道西	QUEEN'S ROAD WEST	C&amp;W
皇后大道東	QUEEN'S ROAD EAST	WC
皇后山徑	WONG HAU SHAN DRIVE	N
皇后街	QUEEN STREET	C&amp;W
皇珠路	WONG CHU ROAD	TM
皇龍道	DRAGON ROAD	WC
盈福街	YING FUK STREET	YL
盈鳳里	YING FUNG LANE	WTS
相思灣路	SHEUNG SZE WAN ROAD	SK
祐民街	YAU MAN STREET	E
祐滿街	YAU MOON STREET	KC
祝運街	CHUK WAN STREET	N
祠心路	CHI SUM ROAD	N
科士街	FORBES STREET	C&amp;W
科技大道西	SCIENCE PARK WEST AVENUE	TP-ST
科技大道東	SCIENCE PARK EAST AVENUE	TP-ST
科城路	FO SHING ROAD	TP
科研路	FO YIN ROAD	TP
科進路	FO CHUN ROAD	TP
科發道	FORFAR ROAD	KC
科業街	FO YIP STREET	YL
科學園路	SCIENCE PARK ROAD	ST
科學館徑	SCIENCE MUSEUM PATH	YTM
科學館道	SCIENCE MUSEUM ROAD	YTM
科學館廣場	SCIENCE MUSEUM SQUARE	YTM
科興街	FO HING ROAD	TP
約道	YORK ROAD	KC
紅山道	RED HILL ROAD	S
紅花徑	HIBISCUS PATH	YL
紅花磡路	HUNG FA HOM ROAD	YL
紅林路	HUNG LAM DRIVE	TP
紅荔道	HUNG LAI ROAD	KC-YTM
紅荷路	LOTUS ROAD	YL
紅梅谷路	HUNG MUI KUK ROAD	ST
紅梅路	HUNG MUI AVENUE	WTS
紅菱街	HUNG LING STREET	KC
紅棉徑	KAPOK PATH	YL
紅棉圍	HUNG MIN COURT	YL
紅棉路	COTTON TREE DRIVE	C&amp;W
紅楓徑	MAPLE DRIVE	N
紅樂道	HUNG LOK ROAD	KC
紅橋里	HUNG KIU LANE	ST
紅磡南道	HUNG HOM SOUTH ROAD	KC
紅磡道	HUNG HOM ROAD	KC
紅磡繞道	HUNG HOM BYPASS	KC-YTM
紅磡灣街	HUNG HOM WAN STREET	KC
紅鸞道	HUNG LUEN ROAD	KC-YTM
缸瓦甫路	KONG NGA PO ROAD	N
美冬大道	MOUTON AVENUE	YL
美田路	MEI TIN ROAD	ST
美禾圍	MEI WO CIRCUIT	ST
美光街	MEI KWONG STREET	KC
美安街	MEI ON STREET	YTM
美臣里	MASON'S LANE	C&amp;W
美芳街	MEI FONG STREET	K&amp;T
美利道	MURRAY ROAD	C&amp;W
美東街	MEI TUNG STREET	Is
美青路	MEI CHING ROAD	K&amp;T
美荔道	MEI LAI ROAD	SSP
美華街	MEI WA STREET	KC
美善同里	MAIDSTONE LANE	KC
美善同道	MAIDSTONE ROAD	KC
美景徑	SCENIC VILLA DRIVE	S
美景街	MEI KING STREET	KC
美湖路	MEI WU ROAD	TP
美裕街	MEI YU STREET	SK
美新里	MEI SUN LANE	TP
美源街	MEI YUEN STREET	SK
美福街	MEI FUK STREET	SK
美滿里	MEI MUN LANE	ST
美德街	MEI TAK STREET	SK
美輝街	MEI FAI STREET	ST
美樂里	MEI LOK LANE	TM
美輪街	MEE LUN STREET	C&amp;W
美環街	MEI WAN STREET	TW
羗山道	KEUNG SHAN ROAD	Is
茜發道	SIN FAT ROAD	KT
茵娜大道	ENNA BOULEVARD	YL
茵翠街	YAN TSUI STREET	E
茵羅洛斯大道	HELORUS BOULEVARD	YL
荃青交匯處	TSUEN TSING INTERCHANGE	K&amp;T-TW
荃華街	TSUEN WAH STREET	TW
荃富街	TSUEN FU STREET	TW
荃景圍	TSUEN KING CIRCUIT	TW
荃貴街	TSUEN KWAI STREET	TW
荃業街	TSUEN YIP STREET	TW
荃榮街	TSUEN WING STREET	TW
荃樂街	TSUEN LOK STREET	TW
荃興徑	TSUEN HING PATH	TW
荃錦公路	ROUTE TWISK	TW-YL
荃錦交匯處	TSUEN KAM INTERCHANGE	TW
荃灣街市街	TSUEN WAN MARKET STREET	TW
荃灣路	TSUEN WAN ROAD	K&amp;T-TW
草園街	CHO YUEN STREET	KT
荔安里	LAI ON LANE	C&amp;W
荔枝北路	LYCHEE ROAD NORTH	YL
荔枝西路	LYCHEE ROAD WEST	YL
荔枝角大橋	LAI CHI KWOK BRIDGE	TW
荔枝角道	LAI CHI KOK ROAD	YTM-SSP
荔枝里	LYCHEE LANE	YL
荔枝東路	LYCHEE ROAD EAST	YL
荔枝南路	LYCHEE ROAD SOUTH	YL
荔枝嶺路	LAI CHI LING ROAD	K&amp;T
荔盈街	LAI YING STREET	SSP
荔峰街	LAI FUNG STREET	K&amp;T
荔崗街	LAI KONG STREET	K&amp;T
荔康街	LAI HONG STREET	SSP
荔景山路	LAI KING HILL ROAD	K&amp;T
荔發街	LAI FAT STREET	SSP
荔寶路	LAI PO ROAD	SSP
荔灣道	LAI WAN ROAD	SSP
衍慶街	YIN HING STREET	WTS
軍器廠街	ARSENAL STREET	WC
郝德傑道	CALDECOTT ROAD	SSP
重士街	JONES STREET	WC
重華路	CHUNG WA ROAD	SK
除塵器道	PRECIPITATOR ROAD	Is
除鹽系統道	TREATMENT PLANT ROAD	Is
除鹽設備路	DEMINERALISATION PLANT ROAD	Is
風帆徑	FUNG FAN PATH	Is
飛雲路	FEI WAN ROAD	SK
飛鳳街	FEI FUNG STREET	WTS
飛霞路	FEI HA ROAD	SK
飛鵝山道	FEI NGO SHAN ROAD	WTS-SK
香車街	HEUNG CHE STREET	TW
香島道	ISLAND ROAD	S
香粉寮街	HEUNG FAN LIU STREET	ST
香雪道	HORNSEY ROAD	C&amp;W
香港仔大道	ABERDEEN MAIN ROAD	S
香港仔水塘道	ABERDEEN RESERVOIR ROAD	WC-C&amp;W-S
香港仔海傍道	ABERDEEN PRAYA ROAD	S
香港仔隧道	ABERDEEN TUNNEL	WC-S
香港仔舊大街	"OLD MAIN STREET	 ABERDEEN"	S
香葉徑	HEUNG YIP PATH	S
香葉道	HEUNG YIP ROAD	S
香園圍公路	HEUNG YUEN WAI HIGHWAY	N-TP
香馨里	HEUNG HING LANE	C&amp;W
洛卡諾大道	LOCARNO AVENUE	N
洛菲大道	LAFITE AVENUE	YL
洛陽街	LOK YEUNG STREET	S
洛森大道	LAUSANNE AVENUE	N
洛圖大道	LATOUR AVENUE	YL
洛蔓大道	ROMA VIALE	YL
柳樹徑	WILLOW PATH	YL
柳樹街	WILLOW STREET	YTM
律打街	RUTTER STREET	C&amp;W
律倫街	RUTLAND QUADRANT	KC
茶花徑	CAMELIA PATH	YL
茶果嶺大街	CHA KWO LING MAIN STREET	KT
茶果嶺道	CHA KWO LING ROAD	KT
洞梓山路	TUNG TSZ SHAN ROAD	TP
洞梓路	TUNG TSZ ROAD	TP
神奇道	MAGIC ROAD	Is-TW
健全街	KIN CHUEN STREET	K&amp;T
健東路	KIN TUNG ROAD	Is
健康中街	HEALTHY STREET CENTRAL	E
健康西街	HEALTHY STREET WEST	E
健康東街	HEALTHY STREET EAST	E
健康街	KIN HONG STREET	K&amp;T
兼善里	KIM SHIN LANE	SSP
唐人新村交匯處	TONG YAN SAN TSUEN INTERCHANGE	YL
唐人新村西路	TONG YAN SAN TSUEN WEST ROAD	YL
唐人新村路	TONG YAN SAN TSUEN ROAD	YL
唐明街	TONG MING STREET	SK
唐俊街	TONG CHUN STREET	SK
唐泰路	TONG TAI ROAD	YL
唐德街	TONG TAK STREET	SK
唐賢里	TONG YIN LANE	SK
唐賢街	TONG YIN STREET	SK
埃華街	IVY STREET	YTM
夏力道	HARLECH ROAD	C&amp;W-S
夏慤道	HARCOURT ROAD	C&amp;W-WC
容容路	YUNG YUNG ROAD	SK
展貿徑	TRADEMART DRIVE	KT
峰霞道	FUNG HA ROAD	E
庫爾大道	CHUR AVENUE	N
徑口里	KENG HAU LANE	ST
徑口路	KENG HAU ROAD	ST
徑棚下路	KENG PANG HA ROAD	SK
恩平道	YUN PING ROAD	WC
悅海街	YUET HOI STREET	S
振翅里北	CHUN CHI LANE NORTH	KC
振翅里南	CHUN CHI LANE SOUTH	KC
振華道	CHUN WAH ROAD	KT
振榮街	CHUN WING STREET	YTM
晉源街	TSUN YUEN STREET	WC
晏架街	ANCHOR STREET	YTM
晏頓街	ANTON STREET	WC
書局街	SHU KUK STREET	E
書院道	COLLEGE ROAD	KC
書館街	SCHOOL STREET	WC
柴灣角街	CHAI WAN KOK STREET	TW
柴灣道	CHAI WAN ROAD	E
校園徑	HAU YUEN PATH	E
根德道	KENT ROAD	KC
桂地街	KWEI TEI STREET	ST
桂地新村路	KWEI TEI SAN CHUEN ROAD	ST
桂成里	KWAI SING LANE	WC
桂花徑	LAUREL PATH	YL
桂芳街	KWAI FONG STREET	WC
桂林街	KWEILIN STREET	SSP
桂香街	KWAI HEUNG STREET	C&amp;W
桃李臺	TO LI TERRACE	C&amp;W
桃源街	TO YUEN STREET	SSP
桃勵路	TO LAI ROAD	TM
泰民街	TAI MAN STREET	E
泰利街	TAI LEE STREET	YL
泰豐街	TAI FUNG STREET	YL
浙江街	CHI KIANG STREET	KC
浣紗街	WUN SHA STREET	WC
浩和街	HO WO STREET	TM
浩洋街	HO YEUNG STREET	TM
浩海街	HO HOI STREET	TM
浩財里	HO CHOI LANE	TM
浩船街	HO SUEN STREET	TM
浩逸街	HO YAT STREET	TM
浩發里	HO FAT LANE	TM
浩運街	HO WAN STREET	TM
浩福街	HO FUK STREET	TM
海下路	HOI HA ROAD	TP
海天徑	HORIZON DRIVE	S
海光街	HOI KWONG STREET	E
海安路	HOI ON ROAD	TW
海帆道	HOI FAN ROAD	YTM
海防道	HAIPHONG ROAD	YTM
海沙徑	HOI SHA PATH	Is
海角街	HOI KOK STREET	TW
海利街	HOI LEE STREET	E
海底隧道	CROSS HARBOUR TUNNEL	YTM-WC
海怡路	SOUTH HORIZON DRIVE	S
海泓道	HOI WANG ROAD	YTM
海庭道	HOI TING ROAD	YTM
海洋公園道	OCEAN PARK ROAD	S
海洋徑	OCEAN DRIVE	S
海皇路	HOI WONG ROAD	TM
海風徑	HOI FUNG PATH	S
海旁路	SEA BANK ROAD	TM
海晏街	HOI AN STREET	E
海珠路	HOI CHU ROAD	TM
海華路	HOI WAH ROAD	TM
海馬徑	SEAHORSE LANE	Is
海浪徑	HOI LONG PATH	TW
海康街	HOI HONG STREET	E
海盛路	HOI SHING ROAD	TW
海逸道	LAGUNA VERDE AVENUE	KC
海傍街	PRAYA STREET	Is
海傍道	WATERFRONT ROAD	Is
海堤徑	COSTA AVENUE	Is
海堤街	HOI TAI STREET	E
海富街	HOI FOO STREET	E
海景街	HOI KING STREET	YTM
海棠徑	BEGONIA PATH	YL
海棠路	BEGONIA ROAD	SSP
海裕街	HOI YU STREET	E
海貴路	HOI KWAI ROAD	TW
海蜂徑	SEABEE LANE	Is
海榮路	HOI WING ROAD	TM
海鳴路	SEA POINT ROAD	Is
海寧徑	VISTA AVENUE	Is
海寧街	HOI NING STREET	E
海德街	HOI TAK STREET	TW
海澄徑一段	SIENA ONE DRIVE	Is
海澄湖畔路	SIENA AVENUE	Is
海澄街	HOI CHING STREET	E
海輝道	HOI FAI ROAD	YTM
海壇街	HAI TAN STREET	SSP
海澤街	HOI CHAK STREET	E
海燕徑	SEABIRD LANE	Is
海興路	HOI HING ROAD	TW
海濱道	HOI BUN ROAD	KT
海藍徑	SERENE AVENUE	Is
海麗街	HOI LAI STREET	SSP
海寶路	HOI PO ROAD	YTM
海灘道	BEACH ROAD	S
海壩街	HOI PA STREET	TW
海灣街	HOI WAN STREET	E
浸會大學道	BAPTIST UNIVERSITY ROAD	KC
涌美路	CHUNG MEI ROAD	K&amp;T
涌盛街	CHUNG SHING STREET	Is
涌業路	CHUNG YIP ROAD	YL
烏蛟騰路	WU KAU TANG ROAD	N
烏溪沙村第一巷	WU KAI SHA VILLAGE FIRST LANE	ST
烏溪沙村第七巷	WU KAI SHA VILLAGE SEVENTH LANE	ST
烏溪沙村第二巷	WU KAI SHA VILLAGE SECOND LANE	ST
烏溪沙村第八巷	WU KAI SHA VILLAGE EIGHTH LANE	ST
烏溪沙村第三巷	WU KAI SHA VILLAGE THIRD LANE	ST
烏溪沙村第五巷	WU KAI SHA VILLAGE FIFTH LANE	ST
烏溪沙村第六巷	WU KAI SHA VILLAGE SIXTH LANE	ST
烏溪沙村第四巷	WU KAI SHA VILLAGE FOURTH LANE	ST
烏溪沙路	WU KAI SHA ROAD	ST
爹核士街	DAVIS STREET	C&amp;W
爹核里	DAVID LANE	C&amp;W
畔山徑	MIDDLE LANE	Is
畢打街	PEDDER STREET	C&amp;W
畢拉山徑	MOUNT BUTLER DRIVE	WC
畢拉山道	MOUNT BUTLER ROAD	WC
畢斯路	BUTTS AVENUE	YL
畢街	BURD STREET	C&amp;W
真光里	TRUE LIGHT LANE	KC
真善路	CHUN SHIN ROAD	YL
真義里	CHUN YI LANE	YTM
砵典乍街	POTTINGER STREET	C&amp;W
砵蘭街	PORTLAND STREET	YTM
租庇利街	JUBILEE STREET	C&amp;W
粉錦公路	FAN KAM ROAD	N-YL
粉嶺公路	FANLING HIGHWAY	YL-N-TP
粉嶺車站路	FANLING STATION ROAD	N
粉嶺樓路	FAN LENG LAU ROAD	N
納沙泰爾大道	NEUCHATEL AVENUE	N
納柏徑	NAPA AVENUE	YL
航天城交匯處	SKY CITY INTERCHANGE	Is
航天城東路	SKY CITY ROAD EAST	Is
航天城第一街	FIRST SKY STREET	IS
航天城第二街	SECOND SKY STREET	IS
航天城第三街	THIRD SKY STREET	IS
航天城路	SKY CITY ROAD	Is
航展道	AIRPORT EXPO BOULEVARD	Is
航膳中路	CATERING ROAD CENTRAL	Is
航膳西路	CATERING ROAD WEST	Is
航膳東路	CATERING ROAD EAST	Is
般咸道	BONHAM ROAD	C&amp;W
荷花徑	LOTUS PATH	YL
荷李活道	HOLLYWOOD ROAD	C&amp;W
荷塘道	HAWTHORN ROAD	WC
荷蘭徑	DUTCH LANE	C&amp;W-WC
荷蘭街	HOLLAND STREET	C&amp;W
莆上村第一巷	PO SHEUNG TSUEN LANE NO.1	N
莆上村第七巷	PO SHEUNG TSUEN LANE NO.7	N
莆上村第九巷	PO SHEUNG TSUEN LANE NO.9	N
莆上村第二十一巷	PO SHEUNG TSUEN LANE NO.21	N
莆上村第二十七巷	PO SHEUNG TSUEN LANE NO.27	N
莆上村第二十九巷	PO SHEUNG TSUEN LANE NO.29	N
莆上村第二十二巷	PO SHEUNG TSUEN LANE NO.22	N
莆上村第二十八巷	PO SHEUNG TSUEN LANE NO.28	N
莆上村第二十五巷	PO SHEUNG TSUEN LANE NO.25	N
莆上村第二十六巷	PO SHEUNG TSUEN LANE NO.26	N
莆上村第二十四巷	PO SHEUNG TSUEN LANE NO.24	N
莆上村第二十巷	PO SHEUNG TSUEN LANE NO.20	N
莆上村第二巷	PO SHEUNG TSUEN LANE NO.2	N
莆上村第八巷	PO SHEUNG TSUEN LANE NO.8	N
莆上村第十一巷	PO SHEUNG TSUEN LANE NO.11	N
莆上村第十七巷	PO SHEUNG TSUEN LANE NO.17	N
莆上村第十九巷	PO SHEUNG TSUEN LANE NO.19	N
莆上村第十二巷	PO SHEUNG TSUEN LANE NO.12	N
莆上村第十八巷	PO SHEUNG TSUEN LANE NO.18	N
莆上村第十五巷	PO SHEUNG TSUEN LANE NO.15	N
莆上村第十六巷	PO SHEUNG TSUEN LANE NO.16	N
莆上村第十四巷	PO SHEUNG TSUEN LANE NO.14	N
莆上村第十巷	PO SHEUNG TSUEN LANE NO.10	N
莆上村第三十一巷	PO SHEUNG TSUEN LANE NO.31	N
莆上村第三十巷	PO SHEUNG TSUEN LANE NO.30	N
莆上村第三巷	PO SHEUNG TSUEN LANE NO.3	N
莆上村第五巷	PO SHEUNG TSUEN LANE NO.5	N
莆上村第六巷	PO SHEUNG TSUEN LANE NO.6	N
莆上村第四巷	PO SHEUNG TSUEN LANE NO.4	N
莆上村新一巷	PO SHEUNG TSUEN NEW 1ST LANE	N
莊士敦道	JOHNSTON ROAD	WC
莎文杜徑	SACRAMENTO AVENUE	YL
莫里茲大道	MORITZ AVENUE	N
莫遮輋路	MOK TSE CHE ROAD	SK
華安里	WA ON LANE	C&amp;W
華池徑	WAH CHI PATH	WTS
華里	WA LANE	C&amp;W
華昌街	WAH CHEUNG STREET	S
華明里	WAH MING LANE	N
華明路	WAH MING ROAD	N
華林徑	WAH LAM PATH	S
華信街	WA SHUN STREET	KC
華庭街	WAH TING STREET	S
華思域徑	WORSWICK WAY	WC
華星街	WAH SING STREET	K&amp;T
華荔徑	WA LAI PATH	K&amp;T
華員徑	WAH YUEN DRIVE	K&amp;T
華容路	WA YUNG ROAD	SK
華泰路	WA TAI ROAD	K&amp;T
華倫街	WARREN STREET	WC
華康街	WAH HONG STREET	S
華梓徑	GMELINA PATH	YL
華隆徑	WAH LUNG PATH	S
華富道	WAH FU ROAD	S
華景山路	WAH KING HILL ROAD	K&amp;T
華景街	WAH KING STREET	S
華發街	WAH FAT STREET	TM
華貴道	WAH KWAI ROAD	S
華廈街	WAH HA STREET	E
華福街	WA FUK STREET	SK
華瑤路	WAH YIU ROAD	K&amp;T
華翠街	WAH CHUI STREET	S
華寧里	WA NING LANE	C&amp;W
華賢坊西	WA IN FONG WEST	C&amp;W
華賢坊東	WA IN FONG EAST	C&amp;W
華樂徑	WAH LOK PATH	S
華興里	WA HING LANE	C&amp;W
華豐街	WA FUNG STREET	KC
華蘭路	WESTLANDS ROAD	E
華歡街	WA FUN STREET	SK
記利佐治街	GREAT GEORGE STREET	WC
軒尼詩道	HENNESSY ROAD	WC
軒德蓀道	HENDERSON ROAD	WC
通州西街	TUNG CHAU WEST STREET	SSP
通州街	TUNG CHAU STREET	YTM-SSP
通明街	TUNG MING STREET	KT
通菜街	TUNG CHOI STREET	YTM
逢吉鄉路	FUNG KAT HEUNG ROAD	YL
逢源街	FUNG UN STREET	WC
郭興里	KWOK HING LANE	C&amp;W
酒莊大道	VINEYARD BOULEVARD	YL
酒街	WINE STREET	YL
陳東里	CHAN TONG LANE	WC
陶域道	TWEED ROAD	KC
陶樂路	TO LOK ROAD	SK
馬己仙峽道	MAGAZINE GAP ROAD	C&amp;W-WC
馬仔坑道	MA CHAI HANG ROAD	WTS
馬可尼道	MARCONI ROAD	KC
馬田路	MA TIN ROAD	YL
馬成徑	MA SHING PATH	TP
馬坑涌道	MA HANG CHUNG ROAD	KC
馬角里	MA KOK LANE	TW
馬角街	MA KOK STREET	TW
馬來街	MALACCA STREET	KC
馬草壟路	MA TSO LUNG ROAD	N
馬師道	MARSH ROAD	WC
馬閃排路	MA SIM PAI ROAD	TW
馬棠路	MA TONG ROAD	YL
馬游塘路	MA YAU TONG ROAD	SK
馬會道	JOCKEY CLUB ROAD	N
馬窩路	MA WO ROAD	TP
馬鈴徑	MA LING PATH	ST
馬適路	MA SIK ROAD	N
馬鞅徑	MA YEUNG PATH	ST
馬影徑	MA YING PATH	ST
馬鞍山村路	MA ON SHAN TSUEN ROAD	ST
馬鞍山路	MA ON SHAN ROAD	ST
馬鞍山繞道	MA ON SHAN BYPASS	ST-TP
馬鞍徑	MA ON PATH	ST
馬樂徑	MA LOK PATH	ST
馬蹄徑	HORSE SHOE LANE	KT
馬錦街	MA KAM STREET	ST
馬頭角道	MA TAU KOK ROAD	KC
馬頭涌道	MA TAU CHUNG ROAD	KC
馬頭圍道	MA TAU WAI ROAD	KC
馬頭壩道	MA TAU PA ROAD	TW
馬聰路	MA CHUNG ROAD	TP
馬賽徑	RUE DE MARSEILLE	YL
馬寶道	MARBLE ROAD	E
馬灣大街	MA WAN MAIN STREET	TW
馬灣後街	MA WAN BACK STREET	TW
馬灣鄉事會路	MA WAN RURAL COMMITTEE ROAD	TW
馬灣路	MA WAN ROAD	TW
高上路	KO SHEUNG ROAD	YL
高士威道	CAUSEWAY ROAD	WC
高士美道	GOLDSMITH ROAD	WC
高山村徑	KO SHAN TSUEN PATH	Is
高山道	KO SHAN ROAD	KC
高化利徑	CLOVELLY PATH	C&amp;W
高安里	KO ON LANE	KT
高行路	KO HANG ROAD	YL
高芳街	KO FONG STREET	K&amp;T
高陞街	KO SHING STREET	C&amp;W
高飛里北	KO FEI LANE NORTH	KC
高飛里南	KO FEI LANE SOUTH	KC
高埔徑	KO PO PATH	YL
高埔路	KO PO ROAD	YL
高街	HIGH STREET	C&amp;W
高超徑	KO CHIU PATH	KT
高超道	KO CHIU ROAD	KT
高槐路	CASSIA ROAD	SSP
高輝道	KO FAI ROAD	KT
高嶺道	KO LING ROAD	KT
朗天路	LONG TIN ROAD	YL
朗日路	LONG YAT ROAD	YL
朗月街	LONG YUET STREET	KC
朗成路	LONG SHING ROAD	YL
朗和路	LONG WO ROAD	YL
朗明街	LONG MING STREET	YL
朗欣路	LONG YAN ROAD	TW
朗河路	LONG HO ROAD	YL
朗屏路	LONG PING ROAD	YL
朗暉路	LONG FAI ROAD	YL
朗業街	LONG YIP STREET	YL
朗漢路	LONG HON ROAD	YL
朗德道	RHONDDA ROAD	KC
朗樂路	LONG LOK ROAD	YL
朗藝徑	LONG NGAI PATH	YL
索罟灣第一街	SOK KWU WAN FIRST STREET	Is
索罟灣第二街	SOK KWU WAN SECOND STREET	Is
索罟灣第三街	SOK KWU WAN THIRD STREET	Is
連城道	LIN SHING ROAD	E
連翔道	LIN CHEUNG ROAD	SSP-YTM
連道	LINK ROAD	WC
連德道	LIN TAK ROAD	KT
料壆第一巷	LIU POK 1ST LANE	N
料壆第七巷	LIU POK 7TH LANE	N
料壆第九巷	LIU POK 9TH LANE	N
料壆第二巷	LIU POK 2ND LANE	N
料壆第八巷	LIU POK 8TH LANE	N
料壆第十一巷	LIU POK 11TH LANE	N
料壆第十二巷	LIU POK 12TH LANE	N
料壆第十巷	LIU POK 10TH LANE	N
料壆第三巷	LIU POK 3RD LANE	N
料壆第五巷	LIU POK 5TH LANE	N
料壆第六巷	LIU POK 6TH LANE	N
料壆第四巷	LIU POK 4TH LANE	N
料壆路	LIU POK ROAD	N
流水響道	LAU SHUI HEUNG ROAD	N
流浮山道	LAU FAU SHAN ROAD	YL
流業街	LAU YIP STREET	YL
留仙街	LAU SIN STREET	E
陸鄉里	LUK HEUNG LANE	TP
倫敦里	LONDON LANE	S
益群道	YIK KWAN AVENUE	WC
祥民道	CHEUNG MAN ROAD	E
祥利街	CHEUNG LEE STREET	E
祥和里	CHEUNG WOO LANE	WC
祥業街	CHEUNG YIP STREET	KC&amp;KT
祥德里	CHEUNG TAK LANE	WC
乾秀里	KIN SAU LANE	C&amp;W
偉明街	WAI MING STREET	N
偉倫街	WAI LUN STREET	SSP
偉景街	WAI KING STREET	KC
偉智里	WAI CHI LANE	SSP
偉智街	WAI CHI STREET	SSP
偉發道	WAI FAT ROAD	KT
偉順路	WILTSHIRE ROAD	YL
偉晴街	WAI CHING STREET	YTM
偉業街	WAI YIP STREET	KT
偉樂街	WAI LOK STREET	KT
啟仁街	KAI YAN STREET	KT
啟民徑	KAI MAN PATH	TM
啟田道	KAI TIN ROAD	KT
啟成街	KAI SHING STREET	KT-KC
啟志街	KAI CHI CLOSE	TW
啟和路	KAI WO ROAD	TP
啟明街	KAI MING STREET	KC
啟信道	KAI SHUN ROAD	KT
啟泰里	KAI TAI LANE	KT
啟華街	KAI WAH STREET	KT
啟祥道	KAI CHEUNG ROAD	KT
啟祥道天橋	KAI CHEUNG ROAD FLYOVER	KT
啟康街	KAI HONG CLOSE	TW
啟發徑	KAI FAT PATH	TM
啟超道	KAI CHIU ROAD	WC
啟新道	KAI SAN ROAD	WTS-KC
啟業道	KAI YIP ROAD	KT
啟福道	KAI FUK ROAD	KT-KC
啟福道天橋	KAI FUK ROAD FLYOVER	KT
