aaaa   日照時間
qhomhd 掀天動地
qhoodo 抓住機會
qhooko 抓拿犯人
qhosqb 抓耳撓腮
qhotny 抓著不放
qhowad 掀了開來
qhoxew 抓綱治國
qhozb  先人遺骸
qhozw  先入之見
qhpett 托洛茨基
qhpijy 托福考試
qhpmtq 托爾斯泰
qhptys 托斯卡尼尼
qhsaw  先馳得點
qhtvh  先義後利
qhtvt  先苦後甘
qhubcn 搗亂分子
qhubon 搗亂份子
qhudqg 撬來撬去
qhuhqy 插科打諢
qhujtn 插翅難飛
qhuyms 插你一刀
qhvli  先後順序
qhwdqg 播來播去
qhwhmh 播種面積
qhwip  先睹為快
qhwmz  先了一步
qhwymw 播放歌曲
qhwza  先見之明
qhyjss 拆穿騙局
qhytad 拆散開來
qhyvj  先贏後輸
qhyxw  先離線了
qhzep  先進水平
qhzmoj 先進工作者
qhzob  先進集體
qhzoo  先進個人
qhzqh  先進技術
qhzqu  先進先出
qhzro  先進單位
qhztm  先進典型
qhzvu  先進後出
qhzwf  先進國家
qhzyn  先遣部隊
qhzyo  先進設備
qibhqa 捕風捉影
qicbor 擴軍備戰
qiciyl 擴廠計劃
qickgq 擴大再生
qickgq 擴大再生產
qickoy 擴大會議
qickqq 擴大招生
qicnad 擴張開來
qicnyt 擴張主義
qictob 擴散作用
qictud 擴散出來
qiczmh 擴建工程
qiczmi 擴建工廠
qidqg  找來找去
qifqzy 摭拾遺文
qikaqh 挨門挨戶
qikazh 挨門逐戶
qikfqh 挨家挨戶
qikobi 挨餓受凍
qimbvh 拭目以待
qipmhd 撼天動地
qirdqg 抬來抬去
qirgho 抬高身價
qirgkd 抬起頭來
qirgkh 抬起頭兒
qirkqb 抬頭挺胸
qirngk 抬不起頭
qiumo  找出一個
qiyad  找上門來
qjddqg 抹來抹去
qjdmhn 抹一鼻子
qjdmhn 抹一鼻子灰
qjegmh 技高一籌
qjehan 技術開發
qjehan 技術開發區
qjehba 技術部門
qjehbj 技術骨幹
qjehbn 技術服務
qjehce 技術交流
qjehee 技術水準
qjehep 技術水平
qjehgy 技術培訓
qjehha 技術顧問
qjehhm 技術管理
qjehih 技術專科
qjehiw 技術成果
qjehiy 技術咨詢
qjehjq 技術支援
qjehjy 技術教育
qjehjy 技術轉讓
qjehka 技術力量
qjehnp 技術承包
qjehns 技術發展
qjehnz 技術引進
qjehod 技術人才
qjehog 技術優勢
qjehog 技術領域
qjehoh 技術信息
qjehoo 技術合作
qjehor 技術人員
qjehoy 技術創新
qjehqd 技術指標
qjehqi 技術推廣
qjehqz 技術先進
qjehqz 技術指導
qjehro 技術單位
qjehsh 技術職稱
qjehsj 技術研究
qjehsj 技術研究所
qjehsj 技術研究院
qjehsj 技術鑒定
qjehsz 技術改造
qjehto 技術革命
qjehtv 技術落後
qjehty 技術革新
qjehun 技術學院
qjehvo 技術裝備
qjehyg 技術市場
qjehzz 技術進步
qjemzh 技巧運動
qjenvo 技不如人
qjfdqg 擦來擦去
qjfhmz 擦肩而過
qjfhmz 擦身而過
qjfvmz 擦牆而過
qjmhhx 控制系統
qjmhid 控制成本
qjmhlp 控制中心
qjmhlv 控制裕如
qjmhor 控制人口
qjmhsm 控制局面
qjmyoy 控辯雙方
qjndqg 挖來挖去
qjnjpw 挖空心思
qjnkmw 挖大一點
qjnolk 挖肉補瘡
qjnqek 挖掘潛力
qjpojp 慧劍斬情絲
qjpwyt 慧眼識英
qjpwyt 慧眼識英雄
qjvaji 按時完成
qjvavq 按時收看
qjvavs 按時收聽
qjvayl 按日計費
qjvaym 按日計酬
qjvbyh 按月計算
qjvbyl 按月計費
qjvbym 按月計酬
qjvbym 按部就班
qjvcaa 按鈕開關
qjvclh 按鈴申告
qjvfcm 按勞分配
qjvfsm 按勞取酬
qjvhiy 按制度辦事
qjvhnh 按兵不動
qjvhyl 按科計費
qjvhyl 按篇計費
qjvhym 按篇計酬
qjvike 按摩療法
qjviks 按序存取
qjviyl 按次計費
qjviym 按次計酬
qjvlyl 按片計費
qjvlym 按片計酬
qjvmby 按原則辦事
qjvmcm 按需分配
qjvmjy 按原定計劃
qjvmmd 按壓下來
qjvmmg 按壓下去
qjvmno 按壓不住
qjvmnq 按下不表
qjvmul 按理出牌
qjvmyl 按原計劃
qjvogy 按人均計算
qjvony 按住不放
qjvoyl 按件計費
qjvoyl 按年計費
qjvoym 按件計酬
qjvoym 按年計酬
qjvpon 按比例發展
qjvqno 按捺不住
qjvtvl 按期收費
qjvwiy 按圖為證
qjvwjs 按圖索驥
qjvyxq 按上級規定
qjvzmc 按道理說
qjvzmy 按道理講
qjzjte 捷克斯洛
qjzjtq 捷克斯拉夫
qjzrqa 捷足先得
qjzrqn 捷足先登
qjzzhx 捷運系統
qkbyr  拔腿就跑
qkdmg  拔地而起
qkeaje 泰晤士河
qkeajg 泰晤士報
qkebht 泰然自若
qkebyz 泰然處之
qkepj  拔河比賽
qkeued 泰山梁木
qkeuly 泰山北斗
qkeumh 泰山壓卵
qkeumm 泰山壓頂
qkfdqg 撩來撩去
qkkuyy 奏凱言旋
qkqpld 拔掉心中刺
qksdb  拔刀相助
qksdqg 拋來拋去
qksiyw 拋戈棄甲
qkskmm 拋頭露面
qkssnm 拋磚引玉
qktbs  拔苗助長
qkuamg 掩門而去
qkuhmz 掩鼻而過
qkumme 掩面而泣
qkummz 掩面而過
qkuosb 掩人耳目
qkurmh 掩口而笑
qkusec 掩耳盜鈴
qkutno 掩藏不住
qkuyhg 掩旗息鼓
qldqg  排來排去
qlehx  排水系統
qlemi  排汗功能
qleob  排汗作用
qlfmi  排糞功能
qlfob  排糞作用
qlimi  排序功能
qllhx  排版系統
qlmnt  排憂解難
qlmxo  排列組合
qlnli  排名順序
qlnlmg 拂袖而去
qlnmmd 拂面而來
qlnnc  排名不分
qlnqn  排不排除
qlnqv  排名先後
qlntt  排除萬難
qlnws  排除異己
qlnxx  排解糾紛
qlofyr 挑燈夜戰
qlomqw 挑三揀四
qlomyl 挑弄是非
qloqqq 挑挑揀揀
qloqya 挑撥離間
qloqyl 挑撥是非
qlrhko 誓師大會
qlrmnn 誓死不降
qlrmns 誓死不屈
qlrnmy 誓不兩立
qlrnok 誓不低頭
qlrnto 誓不甘休
qlrnwo 誓不罷休
qlruwd 哲學思想
qlsmi  排尿功能
qlsob  排尿作用
qltnx  排難解紛
qluoe  排山倒海
qlvqqq 摟摟抱抱
qlwefd 抽油煙機
qlwesd 抽水馬桶
qlwhmz 抽身而退
qlwhyy 抽印論文
qlwmo  排圍而入
qlwndo 抽象概念
qlwnfh 抽象勞動
qlwnny 抽象名詞
qlwnwx 抽象思維
qlwnyt 抽象主義
qlwqgd 抽搐起來
qlwqqq 抽抽搭搭
qlwqrr 抽抽噎噎
qlwtyd 抽樣調查
qlwxvt 抽絲剝繭
qlyhx  排放系統
qmaedn 生旦淨末丑
qmaee  生日派對
qmaih  生日禮物
qmanf  生日蛋糕
qmaoo  生日舞會
qmapv  生日快樂
qmbkz  生財有道
qmbrb  生財器具
qmbv   手下敗將
qmcj   手工業者
qmcoeo 責任準備
qmcoeo 責任準備金
qmcohj 責人從寬
qmcojj 責任事故
qmcooa 責任內閣
qmcoyo 責無旁貸
qmcshr 責己從嚴
qmdjj  生機勃勃
qmdqg  生來生去
qmebej 擾亂治安
qmebn  生活服務
qmebr  生活用品
qmeee  生活水準
qmeep  生活水平
qmehz  生活待遇
qmeii  生活態度
qmeja  生活空間
qmejf  生活資料
qmejr  生活實踐
qmejy  生活資訊
qmelb  生活費用
qmemg  生活環境
qmene  生津解渴
qmeoet 擾人清夢
qmeoh  生活氣息
qmeoo  生活條件
qmepm  生活必需
qmepmr 生活必需品
qmepp  生活愉快
qmeql  生涯規劃
qmesp  生活習慣
qmeve  生活狀況
qmewn  生活圈子
qmexs  生活經驗
qmeym  生活方式
qmeyo  生活文化
qmeze  生津止渴
qmfji  生米煮成
qmfmy  生榮死哀
qmghql 捱肩擦背
qmglb  生趣盎然
qmgwzd 捱了過來
qmgwzg 捱了過去
qmhcw  生身父母
qmhee  生動活潑
qmhev  生吞活剝
qmhhq  生物科技
qmhje  生物資源
qmhkg  生動有趣
qmhmh  生物工程
qmhmr  生物武器
qmhne  生物防治
qmhou  生物化學
qmhp   手下留情
qmhqh  生物技術
qmhry  生物戰劑
qmhuf  生物學家
qmhuh  生物學科
qmhuh  生物學系
qmhvt  生動如昔
qmhyv  生兒育女
qmihx  生態系統
qmimg  生態環境
qmimqq 毒刑拷打
qmioh  生冷食物
qmioy  生態保育
qmiph  生態平衡
qmiphh 毒性物質
qmirgh 毒品走私
qmiuf  生態學家
qmkja  生存空間
qmkkd  生殺大權
qmkkm  生老病死
qmknk  生殺予奪
qmkyb  生存競爭
qmkyt  生存主義
qmkzz  生存之道
qmmac  生理時鐘
qmmak  生死關頭
qmmcj  生辰八字
qmmdqg 扛來扛去
qmmee  生殖洄游
qmmeu  生靈塗炭
qmmez  生殖洄遊
qmmgy  生死未卜
qmmhl  生而自由
qmmhq  生理衛生
qmmht  生死與共
qmmhx  生殖系統
qmmko  生死有命
qmmky  生死存亡
qmmoa  生死攸關
qmmob  生死肉骨
qmmose 生理食鹽水
qmmph  生而平等
qmmqqq 扛扛抬抬
qmmrj  生殖器官
qmmry  生死別離
qmmse  生理鹽水
qmmuf  生理學家
qmmxb  生殖細胞
qmmzc  生死之交
qmnkd  生不帶來
qmnor  生鮮食品
qmnvm  生不如死
qmnyh  生張熟魏
qmnza  生不逢時
qmnzm  生不逢辰
qmoby  生命財產
qmohu  生命科學
qmoin  生命現象
qmojj  生氣勃勃
qmomoa 生化需氧量
qmop   手下無情
qmotj  生氣蓬勃
qmouf  生化學家
qmozt  生命週期
qmpjr  生平事蹟
qmpwg  生性固執
qmqnh  生生不息
qmqni  生生不祐
qmqns  生生不已
qmqo   手工操作
qmqpp  生生世世
qmqsk  生搬硬套
qmqsq  生拉硬拽
qmrbtd 拓墾荒地
qmrjzr 拓寬道路
qmseq  生長激素
qmsjy  生聚教訓
qmsml  生於憂患
qmsny  生長發育
qmteq  生菜沙拉
qmtr   手工藝品
qmtvh  生花妙筆
qmumca 扼要說明
qmveme 振盪電流
qmvemr 振盪電路
qmvhjc 振興實業
qmvhjl 振筆直書
qmvhkl 振筆疾書
qmvhlt 振興中華
qmvhsk 振興醫療
qmvjgn 振翅高飛
qmvkgd 振奮起來
qmvkop 振奮人心
qmvmui 振武學社
qmvofi 振作精神
qmvogd 振作起來
qmvqkb 振振有辭
qmvqky 振振有詞
qmvsgr 振臂高呼
qmvsmr 振臂一呼
qmvygt 振衰起蔽
qmvynr 振聾發嘳
qmvyns 振聾發聵
qmwyv  生男育女
qmyao  生產關係
qmyeh  生產流程
qmyey  生龍活虎
qmyhm  生產管理
qmyhn  生意興隆
qmyif  生產廠家
qmyik  生產能力
qmyjd  生產資本
qmyjf  生產資料
qmykn  生產大隊
qmylb  生意盎然
qmylb  生產鬥爭
qmymb  生產工具
qmymr  生離死別
qmymt  生產工藝
qmyoo  生產合作
qmyooi 生產合作社
qmyqd  生產規模
qmytc  生產基金
qmytd  生產基地
qmyxo  生產總值
qmyym  生產方式
qmyyy  生產效率
qmyzh  生產過剩
qmyzh  生產過程
qmzee  生迭水準
qnafg  打得火熱
qnamj  打開天窗
qncgg  打鐵趁熱
qndimw 揉成一團
qndqg  打來打去
qnebhm 撥亂反正
qnedqg 撥來撥去
qnemwa 撥雲見日
qnemyl 撥弄是非
qneok  打消念頭
qnfgo  打家劫舍
qngdqg 扭來扭去
qngfi  打起精神
qnggh  打到埋身
qngimw 扭成一團
qngjhg 扭轉頹勢
qngjjg 扭轉乾坤
qngjsg 扭轉局勢
qngmq  打高爾夫
qngomw 扭作一團
qngqno 扭擺不停
qngqoi 扭捏作態
qngqqq 扭扭捏捏
qngygn 扭虧增盈
qngzkd 扭過頭來
qngzkg 扭過頭去
qnhf   手不釋卷
qnhoq  打躬作揖
qnhuo  打簡出繁
qniml  打成一片
qnipq  打成平手
qnjgh  打擊報復
qnjij  打字為輔
qnjiy  打字為主
qnjvr  打擊樂器
qnjyy  打定主意
qnjzi  打字速度
qnkdmo 換來一個
qnkdqg 換來換去
qnkenq 換湯不換
qnkenq 換湯不換藥
qnkpqh 換心手術
qnkpwc 換句話說
qnksqh 換腎手術
qnmhy  打工皇帝
qnngh  打小報告
qnnpmw 抒情歌曲
qnnqh  打不打算
qnnzq  打不還手
qnoam  打個照面
qnoij  打入冷宮
qnouh  打繁出簡
qnpwo  打情罵俏
qnqgd  打扮起來
qnqhq  打掃衛生
qnqll  打打鬧鬧
qnqnp  打抱不平
qnqoq  打拱作揖
qnrfgd 擔當起來
qnrfng 擔當不起
qnrngd 擔負起來
qnrnqp 擔不擔心
qnrtbp 擔驚受怕
qnsdqg 扔來扔去
qnskbv 扔在腦後
qnsxc  打破紀錄
qnsyw  打馬虎眼
qntek  打落水狗
qnttl  打草驚蛇
qnuinw 挽救不了
qnwjy  打罵教育
qnwnyk 打鴨子上架
qnwp   手急眼快
qnyij  打詞為輔
qnyiy  打詞為主
qnzfg  打退堂鼓
qnzwi  打道回府
qoamhz 替天行道
qobbqm 擒賊擒王
qobbqq 擒賊先擒王
qodc   手無寸鐵
qoddqg 拖來拖去
qodeke 拖泥帶水
qodfkf 拖家帶眷
qodome 拖人下水
qodqdi 拖拉機廠
qodqdq 拖拉機手
qodqdy 拖拉機站
qodqqq 拖拖拉拉
qodxeh 拖網漁船
qodzaa 拖延時間
qodzrh 拖延戰術
qofbht 撫髀興歎
qofhha 撫躬自問
qofmkc 撫面痛哭
qofozt 撫今追昔
qofskc 撫屍痛哭
qojhb  夫妻反目
qojzp  夫妻之情
qomhl  夫琅和費
qomhn  夫死從子
qonhz  夫子自道
qoovn  夫倡婦隨
qopiqh 捻神捻鬼
qopthh 捻花微笑
qorcna 拾金不昧
qordzd 捨本逐末
qorhgw 捨身報國
qorhio 捨身救人
qorimg 捨我而去
qority 捨我其誰
qorjoh 捨車保帥
qormyq 捨死忘生
qoromq 拾人牙慧
qorons 捨命陪君子
qoross 捨短取長
qorqst 捨生取義
qorr   手舞足蹈
qorsho 捨己從人
qorsic 捨己為公
qorsio 捨己救人
qorsio 捨己為人
qorsiw 捨己為國
qortko 拾荒老人
qorvn  夫唱婦隨
qorxmy 拾級而上
qorziz 捨近求遠
qosbmj 搶購一空
qosdqg 搶來搶去
qosimo 搶救工作
qosioh 搶救人質
qosioy 搶救無效
qosiud 搶救出來
qosomo 搶修工作
qosqmz 搶先一步
qoudjk 規模宏大
qoudxe 規模經濟
qoudxf 規模經營
qouhhi 規管制度
qoujud 規定出來
qounqb 規不規則
qouqoo 規規矩矩
qouyhi 規章制度
qovao  夫婦關係
qpanh  指日可待
qpanl  指日可數
qpbb   手忙腳亂
qpbiv  指腹為婚
qpdbh  指標體系
qpdcm  指東說西
qpdlm  指東畫西
qpdqg  指來指去
qpewd  指桑罵槐
qpiis  指鹿為馬
qplnl  指數函數
qpmld  指天畫地
qpmqa  指天誓日
qpnbs  指不勝屈
qpnzv  指名道姓
qppaqy 批量生產
qppimd 批准下來
qppnqy 批發生意
qppnyg 批發市場
qppxjx 批紅戴綠
qpqhx  指揮系統
qpqlb  指手劃腳
qpqlb  指手畫腳
qpqtj  指揮若定
qpqww  指指點點
qprqxx 拘拘縮縮
qpuimw 抱成一團
qpukhj 抱頭鼠竄
qpukkc 抱頭痛哭
qpukkw 抱頭大睡
qpukpl 抱在懷裡
qpukyg 抱病上場
qpumjo 抱殘守缺
qpuopl 抱入懷裡
qpupxh 抱恨終身
qpupxq 抱憾終生
qputif 抱薪救火
qpymm  指證歷歷
qpzjq  指導教授
qpzkh  指導老師
qpzmo  指導工作
qpzob  指導作用
qpzwd  指導思想
qpzyc  指導方針
qpzyt  指導意義
qqbz   手揮目送
qqcje  奉公守法
qqcsj  奉公職守
qqhba  奉系軍閥
qqigh  奉為圭臬
qqmfs  奉天省長
qqmw   手提電話
qqohj  奉命行事
qqokqv 扶老攜幼
qqonew 扶危濟困
qqonj  奉令承教
qqonjo 扶危定傾
qqonqn 扶弱抑強
qqoqjy 扶搖直上
qqqbkh 捧腹大笑
qqqq   手扶拖拉
qqqqd  手扶拖拉機
qqtcw  奉養父母
qqtia  奉若神明
qrbhio 捐血救人
qrcde  扣分標準
qrchph 損失慘重
qrchqv 損兵折將
qrcjbo 損害賠償
qrcjoo 損害他人
qrcohs 損人利己
qrcojs 損人害己
qrconh 損人不利
qrconh 損人不利己
qrcots 損人益己
qrctdq 損益相抵
qrdfzi 操勞過度
qrdhix 操行成績
qrdohx 操作系統
qrdoqb 操作手冊
qrdoqh 操作規程
qrdqfn 操持家務
qrdqg  扣來扣去
qrdakd 操握大權
qrdxhv 操縱自如
qrdzzn 操之過急
qrhq   手足失措
qrht   手足重繭
qropn  扣人心弦
qroq   手足無措
qrpe   手足情深
qrptrh 抿著嘴笑
qrsdqg 拐來拐去
qrsvqn 拐彎抹角
qrwcl  扣點分數
qrxir  扣繳憑單
qrzlbw 捉襟肘見
qrzlwb 捉襟見肘
qrznbq 捉不勝捉
qrzoko 捉拿犯人
qrzp   手足之情
qrzqnj 捉摸不定
qrzqnu 捉摸不出
qsawgd 摺疊起來
qsbdqg 掃來掃去
qsbdua 掃地出門
qsbtmy 掃蕩殘敵
akbcs  握股公司
akqyt  握手言歡
akqzr  握手道別
aksfk  握緊拳頭
qsgstl 擢髮難數
qsjaho 攝影留念
qsjard 攝影器材
qsjath 攝影藝術
qsjayj 攝影記者
qsjhei 攝氏溫度
qsjhei 攝氏溫度計
qsjhja 攝氏寒暑
qsjhja 攝氏寒暑表
qslbcg 挪用公款
qsloob 挪作他用
qsngh  拒不執行
qsowq  拒拿回扣
qsrbzj 招財進寶
qsrddi 招來橫禍
qsrdxb 招權納賄
qsrhnz 招待不週
qsrhtm 招風惹雨
qsrhws 招兵買馬
qsrkno 招架不住
qsrkzk 招架之力
qsrlnl 招蜂引蝶
qsrnxf 招降納叛
qsrohh 招領失物
qsrohy 招人物議
qsroud 招供出來
qsrqhy 招生簡章
qsrqqs 招搖撞騙
qsrqqy 招攬生意
qsrqzh 招搖過街
qsrqzy 招搖過市
qsrrjo 招呼客人
qsrsrm 招聘員工
qsrsxj 招賢納士
qsrtng 招惹不起
qsrtyh 招募新兵
qsrtyl 招惹是非
qsrvyq 招收新生
qsvtbs 揠苗助長
qsxhd  拒絕往來
qsxhdh 拒絕往來戶
qtabnf 措辭不當
qtaqnn 措手不及
qtart  拉開戰幕
qtawaf 措置得當
qtawhf 措置失當
qtaynf 措詞不當
qtcqdy 拱手相讓
qtcqhi 拱手行禮
qtcqyo 拱手讓人
qtcqyu 拱手讓出
qtdqg  拉來拉去
qtdqh  拉皮手術
qtkdqg 摸來摸去
qtkdqg 撒來撒去
qtkeix 摸清底細
qtkgvz 摸到她達到
qtkjzo 撒克遜人
qtkntz 摸不著邊
qtkntz 摸不著邊際
qtkqb  拉布拉多
qtkqmh 撒手西歸
qtkqnh 撒手不管
qtkqo  拉布拉他
qtkqoe 拉布拉他河
qtkqoj 撒手人寰
qtkrqe 撒哈拉沙漠
qtkvsn 摸她的陰
qtkxqn 撒網捕魚
qtldkg 擲地有聲
qtldqg 撕來撕去
qtmbd  拉下臉來
qtmjw  拉丁字母
qtmqw  拉三扯四
qtmry  拉丁民族
qtmte  拉丁美洲
qtmyh  拉丁語系
qtodqg 撲來撲去
qtoell 撲滅蚊蟲
qtohmd 撲鼻而來
qtommd 撲面而來
qtotzy 撲朔迷離
qtozmg 撲通一聲
qtqgd  拉攏起來
qtqnr  拉拉隊員
qtqns  拉拉隊長
qtqqq  拉拉扯扯
qtqxm  拉托維亞
qtqyy  拉拉雜雜
qtrdqg 搭來搭去
qttdqg 拼來拼去
qttjzy 拼字遊戲
qttkmg 拼在一起
qttmqe 拼死拼活
qttqee 拼拼湊湊
qttqfi 拼搏精神
qtttmm 拼花玻璃
qttwf  拉美國家
qttwzy 拼圖遊戲
qttxst 拉斯維加斯
qttyjw 拼音字母
qttyyj 拼音文字
qtwdqg 描來描去
qtwjud 描寫出來
qtwmb  拉了一把
qtwxmd 描繪下來
qtwxud 描繪出來
qtxaa  拉線開關
qubezy 揣測之詞
qubfkf 攜家帶眷
qubkyo 攜帶方便
qubois 攜伴參加
qubqbp 攜手同心
qubqoo 攜手合作
quejtz 搜索前進
queqmj 搜括一空
quesnt 搜尋引擎
qugdqd 摧枯拉朽
quqjj  扎扎實實
quurhb 拙嘴笨腮
quurhh 拙嘴笨舌
quusyy 拙於言詞
quwdqg 攪來攪去
quwhmo 攪第二個
qvaho  表明身份
qvdxb  表皮細胞
qvehb  表演節目
qveth  表演藝術
qvien  表現對象
qvihv  表現很好
qvimm  表現形式
qviud  表現出來
qviye  表現方法
qvldjt 抑鬱寡歡
qvlhob 抑制作用
qvlmm  表裡一致
qvlnm  表裡不一
qvlnqn 抑強扶弱
qvlqpq 抑揚頓挫
qvlqqd 抑抑揚格
qvlvm  表裡如一
qvmby  表示同意
qvmep  表面活性
qvmepy 表面活性劑
qvmfe  表面光潔
qvmfei 表面光潔度
qvmha  表面質量
qvmiy  表示感謝
qvmjq  表示支持
qvmmn  表面現象
qvmmq  表面工夫
qvmnk  表面張力
qvmoz  表露無遺
qvmsa  表示慰問
qvmud  表示出來
qvqko  表揚大會
qvyud  表彰出來
qvyyj  表意文字
qvyyj  表音文字
qvzik  表達能力
qvzud  表達出來
qwamw  看開一點
qwaud  看得出來
qwddqg 捆來捆去
qwdimg 捆成一堆
qwdqg  看來看去
qwfdo  看家本領
qwghe  看到香港
qwgmo  看到一個
qwgww  看走了眼
qwhjh  看風轉舵
qwhoh  看風使舵
qwjjj  看事做事
qwjomj 擇人而事
qwjtmh 擇善而從
qwjtwg 擇善固執
qwnlw  看不順眼
qwnmg  看不下去
qwnud  看不出來
qwnyw  看不上眼
qwnzg  看不過去
qwnzw  看不過眼
qwobn  看人臉色
qwomj  看人而定
qworb  看人嘴臉
qwpang 擺開陣勢
qwpdqg 擺來擺去
qwpegd 擺盪起來
qwpjkn 擺官架子
qwpkiu 擺在我們
qwpmmj 看情形而定
qwpnq  看也不看
qwpyan 擺龍門陣
qwqjvw 爵士樂團
qwsxi  看破紅塵
qwwky  看圖猜謎
qwwnq  看了又看
qwwyj  看圖識字
qxlvo  手續費收入
qybdqg 搞來搞去
qybdqg 摘來摘去
qybned 搞不清楚
qybvao 搞好關係
qygbos 擁軍優屬
qyghhh 擁兵自衛
qyghhh 擁兵自重
qygkmo 擁有一個
qyglmg 擁被而起
qygmor 擁政愛民
qygoep 撞個滿懷
qygqng 擁擠不堪
qyjdqg 掉來掉去
qyjimf 摔成兩半
qyjkyg 掉頭就走
qyjkyr 掉頭就跑
qyjqhh 抖抖簌簌
qyjvjp 掉以輕心
qyjvwb 摔斷了腿
qyjwgd 抖了起來
qyjwmr 摔了一跤
qyjzkd 掉過頭來
qyjzkg 掉過頭去
qykcyc 撤銷記錄
qyksdy 撤職查辦
qykwqw 撤回控罪
qylamw 擠眉弄眼
qylcud 擠兌出來
qyldqg 擠來擠去
qylhwk 擠昏了頭
qylimw 擠成一團
qylycm 擠衣欲裂
qymhej 擅自決定
qymhhh 擅自行動
qymhoy 擅自作主
qymoii 擅作威福
qymoyn 擅作主張
qymysj 擅離職守
qynarb 抗日戰爭
qyneqn 抗洪搶險
qynghm 抗壞血酸
qynhob 抗衡作用
qynkrh 抗病品種
qynmni 抗壓強度
qynnni 抗張強度
qynqhe 抗毒血清
qynqni 抗拉強度
qynrat 抗戰時期
qyntqj 抗美援朝
qyoisk 據為己有
qyojdh 據實相告
qyojvg 據實以報
qyomkb 據理力爭
qyonmg 據外電報導
qyonwj 據險固守
qyrhqm 拈斤撥兩
qyrthh 拈花微笑
qyrttt 拈花惹草
qysotb 擄人勒贖
qysotj 擄人勒索
qyvbik 接受能力
qyvbmd 接受下來
qyvdqg 接來接去
qyvhmo 接待工作
qyvkjr 接力賽跑
qyvkpj 接力比賽
qyvkqs 接頭接耳
qyvmzm 接二連三
qyvnbn 接防部隊
qyvnik 接觸應力
qyvogd 接合起來
qyvrmd 接踵而來
qyvrmm 接踵而至
qyvtyy 接著就是
qyvvhx 接收系統
qyvvro 接收單位
qyvzgd 接連起來
qyvznv 接連不斷
qzcgh  提交報告
qzdqg  提來提去
qzgcy  提起公訴
qzgdqg 挺來挺去
qzggbd 挺起胸來
qzghmu 挺身而出
qzgtp  提高警惕
qzhybk 提升競爭力
qzkqy  提在手上
qzngd  提不起來
qzodo  提供機會
qzomo  提供一個
qzooh  提供優質
qzpnb  提心弔膽
qzprb  提心吊膽
qzrbpr 搥胸頓足
qztji  提前完成
qzugy  提出起訴
qzuly  提出申請
qzumi  提出要求
qzuyw  提出意見
qzuyy  提出訴訟
qzxhv  提純復壯
qzxlv  提純複壯
qzxqo  提綱挈領
qzxqo  提綱振領
raadrg 唱來唱去
raaeiy 唱對台戲
raahae 唱籌量沙
raakny 唱獨角戲
raalbc 唱片目錄
raalcs 唱片公司
rahdrg 踢來踢去
rahhoa 踢射入門
rahmox 踢球入網
ralqrq 唧拉喳拉
ralrrr 唧唧咕咕
ravdrg 喝來喝去
ravmlh 喝西北風
ravmlh 喝西北風兒
rbhq   口腔衛生
rbmih  員工福利
rbpb   口服心服
rbpnb  口服心不服
rbqhhl 嚼舌自盡
rbufyj 蹈常襲故
rbzc   口腹之慾
rbzn   口服避孕
rcbnf  只多不少
rccnj  只說不做
rchgro 嗲聲嗲氣
rchng  只租不賣
rchnw  只租不買
rciho  只求自保
rcioz  只求無過
rciyc  只能處分
rcjnm  只守不攻
rckly  只有中文
rcmiu  只要我們
rcmrov 嗡嗡作響
rcnly  只發中文
rcnlyh 只發中文稿
rcnry  只不只是
rcnzy  只不過是
rcoi   口說無憑
rconz  只借不還
rcotnh 趴著不動
rcpkpo 只怕有心人
rcyim  只許成功
rcyiw  只是為了
rcymc  只是一分
rcymo  只是一個
rcynj  只贏不輸
rczng  只送不賣
rdeoi  呆滯無神
rdftjl 噤若寒蟬
rdkrb  呆頭呆腦
rdlqh  呆帳損失
rdlro  呆裡呆氣
rdnrjh 喇嘛教徒
rdrhh  呆呆笨笨
rdroo  呆呆傻傻
rdrqq  呆呆掙掙
rdtdb  呆若木雞
readrg 踏來踏去
reamsd 踏雪尋梅
rearjj 踏踏實實
reasct 踏破鐵鞋
rebb   口水多多
redn   口沫橫飛
redrg  吸來吸去
reefd  吸油煙機
reje   口水直流
renhj  吸引顧客
rennj  吸引外資
renwo  吸引男人
reoqr  吸食毒品
resxs  吸取經驗
rets   口渴難忍
revfy  吸收光譜
rfadrg 嚐來嚐去
rfhdrg 吵來吵去
rfhrll 吵吵鬧鬧
rfhrrr 吵吵嚷嚷
rfmj   口燥脣乾
rfsrrr 嘮嘮叨叨
rgcdrg 嚇來嚇去
rgcnka 嚇阻力量
rgcukd 嚇出病來
rgcwmr 嚇了一跳
rgdrg  吐來吐去
rggrkc 哇哇大哭
rggrkr 哇哇大叫
rgkrhr 嗷嗷待哺
rglltc 郢書燕說
rgpg   口到心到
rgqreg 躊躇滿志
rgqrnt 躊躇不前
rgrdhb 嘻皮笑臉
rgrhvw 嘻笑怒罵
rgrrrr 咭吱咯吱
rgrrrr 嘻嘻哈哈
rgsjp  吐司麵包
rgudrg 蹺來蹺去
rhbrmh 踽踽而行
rhcsth 躓礙難行
rhdbnf 呼朋引類
rhddrg 呼來喚去
rhdgtg 呼聲甚高
rhdheh 呼和浩特
rhdheh 呼和浩特市
rhdhrm 呼風喚雨
rhdior 呼救信號
rhdmqd 呼天搶地
rhdrhx 呼吸系統
rhdrkw 呼呼大睡
rhdrmz 呼嘯而過
rhdrob 呼吸作用
rhdrrj 呼吸器官
