ch,rank,jyutpi,tone
浥,3567,jap1,1
礫,3568,lik1,1
穢,3569,wai3,3
窿,3570,lung1,1
襠,3571,dong1,1
凜,3572,lam5,5
厥,3573,kyut3,3
吩,3574,fan1,1
壕,3575,hou4,4
拷,3576,haau1,1
璇,3577,syun4,4
祠,3578,ci4,4
祚,3579,zou6,6
荸,3580,but6,6
詛,3581,zo3,3
賂,3582,lou6,6
佼,3583,gaau2,2
叨,3584,dou1,1
懾,3585,sip3,3
揣,3586,ceoi2,2
暇,3587,haa6,6
湃,3588,baai3,3
牟,3589,mau4,4
磋,3590,co1,1
粟,3591,suk1,1
糜,3592,mei4,4
羈,3593,gei1,1
肱,3594,gwang1,1
踶,3595,dai6,6
迤,3596,ji4,4
鵑,3597,gyun1,1
嫉,3598,zat6,6
嬤,3599,maa1,1
悍,3600,hon5,5
撩,3601,liu4,4
晦,3602,fui3,3
烽,3603,fung1,1
矸,3604,gon1,1
碲,3605,dai3,3
箕,3606,gei1,1
肇,3607,siu6,6
臻,3608,zeon1,1
訾,3609,zi2,2
踞,3610,geoi3,3
颳,3611,gwaat3,3
俟,3612,kei4,4
匣,3613,haap6,6
嗦,3614,so1,1
嘀,3615,dik1,1
嘈,3616,cou4,4
屎,3617,si2,2
帷,3618,wai4,4
忱,3619,sam4,4
捶,3620,ceoi4,4
槭,3621,cik1,1
洩,3622,sit3,3
涌,3623,jung2,2
漪,3624,ji1,1
獗,3625,kyut3,3
琉,3626,lau4,4
瑚,3627,wu4,4
瘠,3628,zik3,3
笈,3629,kap1,1
虞,3630,jyu4,4
輾,3631,zin2,2
轆,3632,luk1,1
餚,3633,ngaau4,4
嗡,3634,jung1,1
垣,3635,wun4,4
婢,3636,pei5,5
嶇,3637,keoi1,1
拙,3638,zyut6,6
杲,3639,gou2,2
汕,3640,saan3,3
潼,3641,tung4,4
瀕,3642,ban1,1
瘟,3643,wan1,1
禧,3644,hei1,1
綾,3645,ling4,4
苑,3646,jyun2,2
藹,3647,oi2,2
蛙,3648,waa1,1
譏,3649,gei1,1
軻,3650,o1,1
輒,3651,zip3,3
迸,3652,bing3,3
酏,3653,ji4,4
靡,3654,mei5,5
鴿,3655,gap3,3
凋,3656,diu1,1
坳,3657,aau3,3
墟,3658,heoi1,1
恝,3659,aat3,3
缽,3660,but3,3
舖,3661,pou3,3
范,3662,faan6,6
茉,3663,mut6,6
遏,3664,aat3,3
闕,3665,kyut3,3
鰭,3666,kei4,4
咪,3667,mi1,1
嗶,3668,bat1,1
娜,3669,naa4,4
嫻,3670,haan4,4
憋,3671,bit3,3
拯,3672,cing2,2
柑,3673,gam1,1
檀,3674,taan4,4
氖,3675,naai5,5
淩,3676,ling4,4
漕,3677,cou4,4
澎,3678,paang4,4
炬,3679,geoi6,6
瘩,3680,daap3,3
砉,3681,waak6,6
耆,3682,kei4,4
腌,3683,jip3,3
蟻,3684,ngai5,5
詆,3685,dai2,2
諺,3686,jin6,6
軹,3687,zi2,2
鍥,3688,kit3,3
閏,3689,jeon6,6
馨,3690,hing1,1
冕,3691,min5,5
劓,3692,ji6,6
复,3693,fuk6,6
峪,3694,juk6,6
帚,3695,zaau2,2
弼,3696,bat6,6
拭,3697,sik1,1
瀋,3698,sam2,2
禱,3699,tou2,2
筵,3700,jin4,4
羹,3701,gang1,1
薔,3702,coeng4,4
裔,3703,jeoi6,6
軛,3704,aak1,1
奚,3705,hai4,4
弘,3706,wang4,4
楦,3707,hyun3,3
檽,3708,nau6,6
甥,3709,saang1,1
瘡,3710,cong1,1
簸,3711,bo2,2
絆,3712,bun6,6
綻,3713,zaan6,6
蜓,3714,ting4,4
諜,3715,dip6,6
躊,3716,cau4,4
迥,3717,gwing2,2
銑,3718,sin2,2
伽,3719,gaa1,1
婪,3720,laam4,4
恤,3721,seot1,1
棧,3722,zaan2,2
汲,3723,kap1,1
炖,3724,dan6,6
甭,3725,bang2,2
窘,3726,kwan3,3
芻,3727,co1,1
蕃,3728,faan4,4
覲,3729,gan2,2
輜,3730,zi1,1
酋,3731,cau4,4
飭,3732,cik1,1
驥,3733,kei3,3
骼,3734,gaak3,3
佇,3735,cyu5,5
倪,3736,ngai4,4
刁,3737,diu1,1
卣,3738,jau5,5
哮,3739,haau1,1
垃,3740,laap6,6
嫣,3741,jin1,1
懿,3742,ji3,3
沭,3743,seot6,6
瞥,3744,pit3,3
籬,3745,lei4,4
縐,3746,zau3,3
萋,3747,cai1,1
菡,3748,aam2,2
蚵,3749,ho4,4
鐳,3750,leoi4,4
霎,3751,saap3,3
侉,3752,kwaa2,2
俾,3753,bei2,2
匾,3754,bin2,2
咀,3755,zeoi2,2
嘟,3756,dyut1,1
噗,3757,pok3,3
圾,3758,kap1,1
嫡,3759,dik1,1
忡,3760,cung1,1
悸,3761,gwai3,3
愷,3762,hoi2,2
懊,3763,ou3,3
檄,3764,hat6,6
洄,3765,wui4,4
猿,3766,jyun4,4
畿,3767,gei1,1
疤,3768,baa1,1
皚,3769,ji4,4
祆,3770,jiu1,1
耘,3771,wan4,4
茗,3772,ming5,5
蜿,3773,jyun1,1
誡,3774,gaai3,3
謨,3775,mou4,4
轂,3776,guk1,1
頤,3777,ji4,4
佘,3778,se4,4
俏,3779,ciu3,3
夔,3780,kwai4,4
妒,3781,dou3,3
妞,3782,nau2,2
巔,3783,din1,1
懋,3784,mau6,6
攢,3785,cyun4,4
梧,3786,ng4,4
樀,3787,dik1,1
汶,3788,man4,4
矽,3789,zik6,6
窪,3790,waa1,1
篝,3791,gau1,1
繚,3792,liu4,4
荃,3793,cyun4,4
蠹,3794,dou3,3
踉,3795,loeng4,4
遁,3796,deon6,6
銬,3797,kaau3,3
鎌,3798,lim4,4
鐮,3799,lim4,4
鬢,3800,ban3,3
鰻,3801,maan4,4
嗒,3802,dap1,1
嚕,3803,lou1,1
夸,3804,kwaa1,1
屹,3805,ngat6,6
怠,3806,toi5,5
斡,3807,gun2,2
楨,3808,zing1,1
瀟,3809,siu1,1
瑤,3810,jiu4,4
瞄,3811,miu4,4
舷,3812,jin4,4
芭,3813,baa1,1
蘑,3814,mo4,4
蛛,3815,zyu1,1
酪,3816,lok3,3
鎬,3817,gou2,2
隴,3818,lung5,5
僥,3819,hiu1,1
匕,3820,bei2,2
啪,3821,paak1,1
夯,3822,haang1,1
尸,3823,si1,1
崆,3824,hung1,1
帛,3825,baak6,6
徊,3826,wui4,4
悒,3827,jap1,1
愕,3828,ngok6,6
憨,3829,ham1,1
曳,3830,jai6,6
槓,3831,gong3,3
淇,3832,kei4,4
痹,3833,bei3,3
竇,3834,dau6,6
訥,3835,nat6,6
贄,3836,zi3,3
躇,3837,cyu1,1
迦,3838,gaa1,1
遽,3839,geoi6,6
魛,3840,dou1,1
卅,3841,saa1,1
囤,3842,deon6,6
嬴,3843,jing4,4
焓,3844,ham4,4
煸,3845,bin1,1
燮,3846,sip3,3
瑩,3847,jing4,4
砰,3848,ping1,1
秸,3849,gaai1,1
箐,3850,zing1,1
翟,3851,dik6,6
胭,3852,jin1,1
舀,3853,jiu5,5
舐,3854,saai2,2
葆,3855,bou2,2
蛟,3856,gaau1,1
跐,3857,ci2,2
踴,3858,jung2,2
雉,3859,zi5,5
黯,3860,am2,2
哆,3861,ce2,2
弁,3862,bin6,6
弋,3863,jik6,6
彷,3864,fong2,2
悵,3865,coeng3,3
檜,3866,kui2,2
涇,3867,ging1,1
渝,3868,jyu4,4
漱,3869,sau3,3
灝,3870,hou6,6
瘓,3871,wun6,6
箔,3872,bok6,6
芙,3873,fu4,4
芥,3874,gaai3,3
螢,3875,jing4,4
觥,3876,gwang1,1
顱,3877,lou4,4
嗆,3878,coeng1,1
嘖,3879,zaak3,3
孽,3880,jip6,6
弈,3881,jik6,6
惋,3882,jyun2,2
惦,3883,dim3,3
淞,3884,sung1,1
漩,3885,syun4,4
犀,3886,sai1,1
珮,3887,pui3,3
眩,3888,jyun6,6
簍,3889,lau5,5
繽,3890,ban1,1
腋,3891,jik6,6
腑,3892,fu2,2
萃,3893,seoi6,6
袒,3894,taan2,2
隅,3895,jyu4,4
韭,3896,gau2,2
髖,3897,fun1,1
黝,3898,jau2,2
劊,3899,kui2,2
吠,3900,fai6,6
嘮,3901,lou4,4
惴,3902,cyun3,3
攆,3903,lin5,5
斛,3904,huk6,6
暉,3905,fai1,1
毗,3906,pei4,4
渲,3907,hyun1,1
溮,3908,si1,1
炙,3909,zek3,3
燎,3910,liu4,4
瓘,3911,gun3,3
矗,3912,cuk1,1
稷,3913,zik1,1
筠,3914,gwan1,1
粽,3915,zung2,2
翬,3916,fai1,1
臆,3917,jik1,1
茁,3918,zyut3,3
茴,3919,wui4,4
菴,3920,am1,1
蒿,3921,hou1,1
貽,3922,ji4,4
蹠,3923,zik3,3
酉,3924,jau5,5
黍,3925,syu2,2
仕,3926,si6,6
伶,3927,ling4,4
卯,3928,maau5,5
唬,3929,fu2,2
噫,3930,ji1,1
巒,3931,lyun4,4
彊,3932,goeng1,1
慟,3933,dung6,6
曨,3934,lung4,4
橄,3935,gaam3,3
檯,3936,toi4,4
殉,3937,seon1,1
沅,3938,jyun4,4
溥,3939,pou2,2
漾,3940,joeng6,6
畦,3941,kwai4,4
癟,3942,bit6,6
眈,3943,daam1,1
磊,3944,leoi5,5
繹,3945,jik6,6
胱,3946,gwong1,1
蟈,3947,gwok3,3
跺,3948,do2,2
鍬,3949,ciu1,1
鐺,3950,cang1,1
馭,3951,jyu6,6
黷,3952,duk6,6
么,3953,mo1,1
佯,3954,joeng4,4
剃,3955,tai3,3
剄,3956,ging2,2
咆,3957,paau4,4
懦,3958,no6,6
懨,3959,jim1,1
揌,3960,sak1,1
撿,3961,gim2,2
梓,3962,zi2,2
涂,3963,tou4,4
漉,3964,luk6,6
濘,3965,ning6,6
濛,3966,mung4,4
瀏,3967,lau4,4
痞,3968,pei2,2
盅,3969,zung1,1
簦,3970,dang1,1
纂,3971,zyun2,2
虔,3972,kin4,4
諢,3973,wan6,6
驀,3974,mak6,6
倭,3975,wai1,1
冼,3976,sin2,2
几,3977,gei2,2
圩,3978,heoi1,1
壬,3979,jam4,4
拽,3980,jai6,6
掐,3981,haap3,3
昶,3982,cong2,2
榷,3983,kok3,3
溺,3984,nik1,1
濂,3985,lim4,4
猥,3986,wai2,2
砷,3987,san1,1
罃,3988,ang1,1
薊,3989,gai3,3
蟆,3990,maa4,4
蠡,3991,lai5,5
贅,3992,zeoi3,3
躑,3993,zaak6,6
鉅,3994,geoi6,6
佬,3995,lou2,2
兀,3996,ngat6,6
嘹,3997,liu4,4
塾,3998,suk6,6
奐,3999,wun6,6
戟,4000,gik1,1
掣,4001,zai3,3
擎,4002,king4,4
棻,4003,fan1,1
樵,4004,ciu4,4
漚,4005,au1,1
灸,4006,gau3,3
煨,4007,wui1,1
盔,4008,kwai1,1
矇,4009,mung4,4
碴,4010,caa4,4
繕,4011,sin6,6
臀,4012,tyun4,4
芊,4013,cin1,1
芸,4014,wan4,4
荼,4015,tou4,4
藕,4016,ngau5,5
褒,4017,bou1,1
覃,4018,taam4,4
覬,4019,gei3,3
跼,4020,guk6,6
蹂,4021,jau4,4
蹭,4022,sang3,3
逍,4023,siu1,1
鍺,4024,ze2,2
鍘,4025,zaat3,3
鐐,4026,liu4,4
骸,4027,haai4,4
鰾,4028,piu5,5
亢,4029,kong3,3
吮,4030,syun5,5
廄,4031,gau3,3
廝,4032,si1,1
徇,4033,seon1,1
憊,4034,baai6,6
搔,4035,sou1,1
擄,4036,lou5,5
擂,4037,leoi4,4
涸,4038,kok3,3
狩,4039,sau2,2
瓢,4040,piu4,4
甦,4041,sou1,1
窨,4042,fan1,1
菖,4043,coeng1,1
酣,4044,ham4,4
銫,4045,sik1,1
鐲,4046,zuk6,6
髦,4047,mou4,4
仝,4048,tung4,4
嘍,4049,lau1,1
恬,4050,tim5,5
恿,4051,jung2,2
憧,4052,cung1,1
憖,4053,jan6,6
捺,4054,naat6,6
撂,4055,liu1,1
撻,4056,daat3,3
瀚,4057,hon6,6
灩,4058,jim6,6
瑋,4059,wai5,5
璞,4060,pok3,3
甬,4061,jung2,2
瘀,4062,jyu2,2
睫,4063,zit6,6
瞟,4064,piu5,5
砑,4065,ngaa6,6
縊,4066,ai3,3
菁,4067,cing1,1
蓑,4068,so1,1
藐,4069,miu5,5
詼,4070,fui1,1
鉦,4071,zing1,1
鐸,4072,dok6,6
鑊,4073,wok6,6
闌,4074,laan4,4
霹,4075,pik1,1
髫,4076,tiu4,4
倌,4077,gun1,1
匡,4078,hong1,1
咎,4079,gau3,3
唁,4080,jin6,6
哧,4081,ci1,1
塈,4082,hei3,3
姥,4083,lou5,5
孥,4084,nou4,4
寔,4085,sat6,6
崛,4086,gwat6,6
惘,4087,mong5,5
掇,4088,zyut3,3
沱,4089,to4,4
淙,4090,cung4,4
渙,4091,wun6,6
盎,4092,ong3,3
睬,4093,coi2,2
肄,4094,ji6,6
裴,4095,pui4,4
裱,4096,biu2,2
詣,4097,ngai6,6
赭,4098,ze2,2
酈,4099,lik6,6
錚,4100,zaang1,1
黥,4101,king4,4
偕,4102,gaai1,1
冗,4103,jung2,2
卦,4104,gwaa3,3
哽,4105,ang2,2
啄,4106,doeng1,1
嗩,4107,so2,2
坩,4108,ham1,1
塹,4109,cim3,3
寰,4110,waan4,4
扦,4111,cin1,1
挎,4112,fu1,1
捋,4113,lyut3,3
杞,4114,gei2,2
桁,4115,haang4,4
沐,4116,muk6,6
澮,4117,kui2,2
燁,4118,jip6,6
瑜,4119,jyu4,4
瘁,4120,seoi6,6
硯,4121,jin6,6
笠,4122,lap1,1
笞,4123,ci1,1
簫,4124,siu1,1
紂,4125,zau6,6
翡,4126,fei2,2
脛,4127,ging3,3
苕,4128,tiu4,4
萼,4129,ngok6,6
豉,4130,si6,6
雰,4131,fan1,1
鞅,4132,joeng1,1
鬃,4133,zung1,1
鴇,4134,bou2,2
黜,4135,zyut6,6
兮,4136,hai4,4
咄,4137,cyut3,3
墅,4138,seoi5,5
憫,4139,man5,5
掄,4140,leon4,4
椎,4141,zeoi1,1
橘,4142,gwat1,1
淄,4143,zi1,1
澦,4144,jyu6,6
痙,4145,ging6,6
磧,4146,zaak3,3
穄,4147,zai3,3
薌,4148,hoeng1,1
蛀,4149,zyu3,3
蝗,4150,wong4,4
誨,4151,fui3,3
趴,4152,paa1,1
躡,4153,nip6,6
迢,4154,tiu4,4
酗,4155,jyu3,3
釩,4156,faan4,4
霆,4157,ting4,4
靛,4158,din6,6
餑,4159,but6,6
駙,4160,fu6,6
鵲,4161,coek3,3
亙,4162,gang2,2
儼,4163,jim5,5
匍,4164,pou4,4
媛,4165,jyun4,4
幔,4166,maan6,6
徨,4167,wong4,4
慫,4168,sung2,2
憬,4169,ging2,2
拗,4170,aau3,3
暨,4171,kei3,3
曦,4172,hei1,1
桎,4173,zat6,6
榔,4174,long4,4
榻,4175,taap3,3
沽,4176,gu1,1
瀘,4177,lou4,4
狸,4178,lei4,4
琵,4179,pei4,4
琶,4180,paa4,4
瘍,4181,joeng4,4
皋,4182,gou1,1
篙,4183,gou1,1
粼,4184,leon4,4
絳,4185,gong3,3
纍,4186,leoi4,4
翎,4187,ling4,4
舔,4188,tim2,2
莠,4189,jau5,5
蛾,4190,ngo4,4
衢,4191,keoi4,4
裊,4192,niu5,5
貰,4193,sai3,3
轍,4194,cit3,3
鎵,4195,gaa1,1
鑷,4196,nip6,6
阡,4197,cin1,1
韁,4198,goeng1,1
饃,4199,mo4,4
骯,4200,ngong1,1
齎,4201,zai1,1
丐,4202,koi3,3
俸,4203,fung2,2
嚀,4204,ning4,4
扈,4205,wu6,6
拮,4206,git3,3
掖,4207,jat6,6
搾,4208,zaa3,3
晏,4209,ngaan3,3
暹,4210,cim1,1
棣,4211,dai6,6
獰,4212,ning4,4
痰,4213,taam4,4
砩,4214,fai3,3
秫,4215,seot6,6
笆,4216,baa1,1
籤,4217,cim1,1
羌,4218,goeng1,1
蔫,4219,jin1,1
蘩,4220,faan4,4
蟒,4221,mong5,5
蟬,4222,sim4,4
訕,4223,saan3,3
贍,4224,sim6,6
郛,4225,fu1,1
醪,4226,lou4,4
饞,4227,caam4,4
鯕,4228,kei4,4
鵪,4229,am1,1
剡,4230,jim5,5
叼,4231,diu1,1
咦,4232,ji2,2
唄,4233,baai6,6
唑,4234,zo6,6
坍,4235,taan1,1
塢,4236,wu2,2
姽,4237,gwai2,2
彗,4238,seoi6,6
怦,4239,ping1,1
懣,4240,mun6,6
抿,4241,man5,5
攣,4242,lyun1,1
杈,4243,caa1,1
棲,4244,cai1,1
淅,4245,sik1,1
瑙,4246,nou5,5
癖,4247,pik1,1
縈,4248,jing4,4
臃,4249,jung2,2
訛,4250,ngo4,4
諦,4251,dai3,3
邃,4252,seoi6,6
陂,4253,bei1,1
靳,4254,gan3,3
鶯,4255,ang1,1
伈,4256,sam2,2
僨,4257,fan5,5
卌,4258,se3,3
啁,4259,zau1,1
姍,4260,saan1,1
婁,4261,lau4,4
崑,4262,kwan1,1
嵊,4263,sing6,6
惚,4264,fat1,1
揖,4265,jap1,1
撟,4266,giu2,2
棨,4267,kai2,2
氪,4268,hak1,1
沘,4269,bei2,2
湫,4270,zau1,1
滎,4271,jing4,4
燜,4272,man1,1
猞,4273,se3,3
疣,4274,jau4,4
癮,4275,jan5,5
皦,4276,giu2,2
紜,4277,wan4,4
纓,4278,jing1,1
聆,4279,ling4,4
腆,4280,tin2,2
臍,4281,ci4,4
苧,4282,ning4,4
蜚,4283,fei1,1
賡,4284,gang1,1
醴,4285,lai5,5
鉚,4286,maau5,5
霓,4287,ngai4,4
霏,4288,fei1,1
馥,4289,fuk1,1
麂,4290,gei2,2
俐,4291,lei6,6
倩,4292,sin6,6
倖,4293,hang6,6
嚐,4294,soeng4,4
囡,4295,naam4,4
寐,4296,mei6,6
巳,4297,zi6,6
憚,4298,daan6,6
揍,4299,zau3,3
櫓,4300,lou5,5
泠,4301,ling4,4
滀,4302,cuk1,1
濰,4303,wai4,4
瀌,4304,biu1,1
燧,4305,seoi6,6
甓,4306,pik1,1
瞌,4307,hap6,6
矚,4308,zuk1,1
箅,4309,bai3,3
翌,4310,jik6,6
莧,4311,jin6,6
蕎,4312,kiu4,4
袞,4313,gwan2,2
褚,4314,cyu2,2
貲,4315,zi1,1
踝,4316,waa5,5
踵,4317,dung2,2
鈺,4318,juk6,6
霰,4319,sin3,3
韜,4320,tou1,1
鰣,4321,si4,4
鳩,4322,gau1,1
鷗,4323,au1,1
麈,4324,zyu2,2
鼾,4325,hon4,4
搳,4326,hat6,6
擻,4327,sau2,2
敕,4328,cik1,1
枸,4329,gau2,2
櫛,4330,zit1,1
涫,4331,gun3,3
湄,4332,mei4,4
溧,4333,leot6,6
潷,4334,bat1,1
瑒,4335,coeng3,3
癩,4336,laai3,3
篾,4337,mit6,6
繄,4338,ji1,1
膘,4339,biu1,1
膺,4340,jing1,1
蠍,4341,hit3,3
貉,4342,hok6,6
轢,4343,lik1,1
鄱,4344,bo3,3
頎,4345,kei4,4
餒,4346,neoi5,5
騁,4347,cing2,2
侃,4348,hon2,2
噎,4349,jit3,3
嬋,4350,sim4,4
屐,4351,kek6,6
悝,4352,fui1,1
掰,4353,baai1,1
攥,4354,zaan6,6
晛,4355,jin5,5
桓,4356,wun4,4
槌,4357,ceoi4,4
檳,4358,ban1,1
沏,4359,cai1,1
漣,4360,lin4,4
燴,4361,wui6,6
璆,4362,kau4,4
瓮,4363,ung3,3
疚,4364,gau3,3
疸,4365,taan2,2
癭,4366,jing2,2
皎,4367,gaau2,2
眸,4368,mau4,4
礪,4369,lai6,6
繆,4370,mau4,4
芫,4371,jyun4,4
茹,4372,jyu4,4
葷,4373,fan1,1
蒔,4374,si4,4
蜘,4375,zi1,1
蜷,4376,kyun4,4
蝟,4377,wai6,6
襌,4378,daan1,1
觴,4379,soeng1,1
遐,4380,haa4,4
邛,4381,kung4,4
鄺,4382,kwong3,3
釔,4383,jyut3,3
銓,4384,cyun4,4
靂,4385,lik1,1
顎,4386,ngok6,6
駒,4387,keoi1,1
鯪,4388,leng4,4
鷲,4389,zau6,6
仞,4390,jan6,6
儆,4391,ging2,2
冽,4392,lit6,6
剌,4393,laat6,6
嗟,4394,ze1,1
嗤,4395,ci1,1
嗔,4396,can1,1
嘜,4397,mak1,1
惊,4398,ging1,1
愫,4399,sou3,3
攸,4400,jau4,4
敝,4401,bai6,6
斐,4402,fei2,2
旻,4403,man4,4
桀,4404,git6,6
楫,4405,zip3,3
櫚,4406,leoi3,3
汐,4407,zik6,6
沄,4408,wan4,4
涎,4409,jin4,4
滕,4410,tang4,4
牘,4411,duk6,6
犢,4412,duk6,6
玁,4413,him2,2
珩,4414,hang4,4
琛,4415,sam1,1
瓤,4416,nong4,4
祗,4417,zi1,1
稞,4418,fo1,1
糶,4419,tiu3,3
紈,4420,jyun4,4
繅,4421,sou1,1
翦,4422,zin2,2
翯,4423,hok6,6
胰,4424,ji4,4
蒺,4425,zat6,6
蚣,4426,gung1,1
蚕,4427,caam4,4
蝙,4428,bin1,1
褻,4429,sit3,3
蹩,4430,bit6,6
陲,4431,seoi4,4
靦,4432,min5,5
黛,4433,doi6,6
冑,4434,zau6,6
剞,4435,gei1,1
剟,4436,zyut1,1
咂,4437,sap1,1
喔,4438,ak1,1
喙,4439,fui3,3
噩,4440,ngok3,3
娼,4441,coeng1,1
庾,4442,jyu5,5
忸,4443,nau2,2
悚,4444,sung2,2
悻,4445,hang5,5
憮,4446,mou5,5
挹,4447,jap1,1
掬,4448,guk1,1
摳,4449,kau1,1
晁,4450,ciu4,4
梔,4451,zi1,1
梟,4452,hiu1,1
汴,4453,bin6,6
湉,4454,tim4,4
炫,4455,jyun4,4
甌,4456,au1,1
畋,4457,tin4,4
磐,4458,pun4,4
纔,4459,coi4,4
胛,4460,gaap3,3
臊,4461,sou1,1
薺,4462,cai4,4
蛆,4463,ceoi1,1
蜈,4464,ng4,4
註,4465,zyu3,3
諉,4466,wai2,2
豺,4467,caai4,4
蹜,4468,suk1,1
轤,4469,lou4,4
郴,4470,sam1,1
鐠,4471,pou2,2
閂,4472,saan1,1
餔,4473,bou1,1
齶,4474,ngok6,6
剚,4475,si6,6
咫,4476,zi2,2
嗷,4477,ngou1,1
娑,4478,so1,1
幠,4479,fu1,1
扉,4480,fei1,1
摒,4481,bing2,2
汩,4482,gwat1,1
洵,4483,seon1,1
涓,4484,gyun1,1
湋,4485,wai4,4
潓,4486,wai6,6
瀛,4487,jing4,4
焱,4488,jim6,6
瞑,4489,ming4,4
硌,4490,gok3,3
磴,4491,dang3,3
綌,4492,gwik1,1
緋,4493,fei1,1
芍,4494,coek3,3
萵,4495,wo1,1
蕙,4496,wai6,6
蠔,4497,hou4,4
蠱,4498,gu2,2
豢,4499,waan6,6
貂,4500,diu1,1
轅,4501,jyun4,4
鈐,4502,kim4,4
閡,4503,hat6,6
驤,4504,soeng1,1
佗,4505,taa4,4
傣,4506,ji4,4
勰,4507,hip6,6
吒,4508,zaa1,1
吝,4509,leon6,6
呸,4510,pei1,1
啣,4511,haam4,4
啾,4512,zau1,1
噙,4513,kam4,4
嚶,4514,ang1,1
岱,4515,doi6,6
嵇,4516,kai1,1
忖,4517,cyun2,2
昵,4518,nik1,1
沌,4519,deon6,6
淶,4520,loi4,4
漳,4521,zoeng1,1
燼,4522,zeon6,6
爰,4523,jyun4,4
璨,4524,caan3,3
痊,4525,cyun4,4
皓,4526,hou6,6
瞰,4527,ham3,3
碫,4528,dyun3,3
祉,4529,zi2,2
穀,4530,guk1,1
窅,4531,jiu2,2
粳,4532,gang1,1
縹,4533,piu1,1
聿,4534,jyut6,6
臼,4535,kau5,5
蚤,4536,zou2,2
蜥,4537,sik1,1
衽,4538,jam5,5
詁,4539,gu2,2
誥,4540,gou3,3
郫,4541,pei4,4
釙,4542,pok3,3
鉞,4543,jyut6,6
閭,4544,leoi4,4
黟,4545,ji1,1
鼴,4546,jin2,2
佚,4547,jat6,6
俳,4548,paai4,4
匐,4549,baak6,6
嗐,4550,haai6,6
孺,4551,jyu4,4
愴,4552,cong3,3
拎,4553,ling1,1
抻,4554,can2,2
斝,4555,gaa2,2
杵,4556,cyu5,5
櫟,4557,lik1,1
泱,4558,joeng1,1
砒,4559,pei1,1
秕,4560,bei2,2
簃,4561,ji4,4
紝,4562,jam4,4
茭,4563,gaau1,1
蒐,4564,sau1,1
藺,4565,leon6,6
謳,4566,au1,1
讒,4567,caam4,4
蹙,4568,cuk1,1
躪,4569,leon6,6
邸,4570,dai2,2
郾,4571,jin2,2
鄲,4572,daan1,1
醣,4573,tong4,4
鏗,4574,hang1,1
闞,4575,haam2,2
頜,4576,gap3,3
鱉,4577,bit3,3
鱒,4578,cyun5,5
亶,4579,taan2,2
偎,4580,wui1,1
偁,4581,cing1,1
剷,4582,caan2,2
唷,4583,jo1,1
喟,4584,wai2,2
嚎,4585,hou4,4
媲,4586,bei2,2
宸,4587,san4,4
撅,4588,kyut3,3
榭,4589,ze6,6
歙,4590,kap1,1
沮,4591,zeoi2,2
沓,4592,daap6,6
浠,4593,hei1,1
渚,4594,zyu2,2
潦,4595,liu2,2
澼,4596,pik1,1
熤,4597,jap1,1
燻,4598,fan1,1
猝,4599,cyut3,3
玓,4600,dik1,1
珂,4601,o1,1
璀,4602,ceoi1,1
瓏,4603,lung4,4
畈,4604,faan3,3
瘧,4605,joek6,6
瘢,4606,baan1,1
癸,4607,gwai3,3
礡,4608,bok3,3
祜,4609,wu2,2
祟,4610,seoi6,6
絀,4611,zyut3,3
繇,4612,jau4,4
罔,4613,mong5,5
胯,4614,kwaa3,3
芷,4615,zi2,2
茜,4616,sai1,1
蓖,4617,bei1,1
軾,4618,sik1,1
邯,4619,ham4,4
釷,4620,tou2,2
銖,4621,zyu1,1
鋯,4622,gou3,3
鍶,4623,si1,1
鎧,4624,hoi2,2
鑠,4625,soek3,3
闔,4626,hap6,6
鞁,4627,bei6,6
韞,4628,wan3,3
頷,4629,ham5,5
饌,4630,zaan6,6
鯰,4631,nim4,4
鴛,4632,jyun1,1
鼕,4633,dung1,1
伕,4634,fu1,1
倜,4635,tik1,1
僂,4636,lau4,4
匱,4637,gwai6,6
喋,4638,dip6,6
喑,4639,jam1,1
噥,4640,nung4,4
囔,4641,nong4,4
圳,4642,zan3,3
圪,4643,gaak3,3
奘,4644,zong1,1
妊,4645,jam4,4
媾,4646,gau3,3
嵎,4647,jyu4,4
弩,4648,nou5,5
恙,4649,joeng6,6
悴,4650,seoi5,5
惆,4651,cau4,4
愬,4652,sou3,3
慥,4653,cou3,3
憔,4654,ciu4,4
戡,4655,ham1,1
拊,4656,fu2,2
掾,4657,jyun6,6
搐,4658,cuk1,1
撙,4659,zyun2,2
杳,4660,miu5,5
柞,4661,zaa6,6
泓,4662,wang4,4
涮,4663,saan3,3
淖,4664,naau6,6
滓,4665,zi2,2
滁,4666,cyu1,1
瓚,4667,zaan3,3
痺,4668,bei3,3
盂,4669,jyu4,4
眚,4670,saang2,2
矜,4671,ging1,1
碔,4672,mou5,5
穌,4673,sou1,1
簌,4674,cuk1,1
緱,4675,gau1,1
羔,4676,gou1,1
膂,4677,leoi5,5
膾,4678,kui2,2
膻,4679,saan1,1
藜,4680,lai4,4
蟿,4681,gai3,3
襤,4682,laam4,4
鋏,4683,gaap3,3
鏢,4684,biu1,1
鑕,4685,zat1,1
鑫,4686,jam1,1
钁,4687,fok3,3
隍,4688,wong4,4
隈,4689,wui1,1
靄,4690,oi2,2
靼,4691,daat3,3
飩,4692,tan1,1
餛,4693,wan4,4
鬣,4694,lip6,6
亳,4695,bok3,3
伢,4696,ngaa4,4
侏,4697,zyu1,1
凊,4698,zing6,6
