rank,jyutpi,ch
3248,zoi1  ,哉 
3249,wu1   ,嗚 
3250,hon6  ,扞 
3251,lei4  ,漓 
3252,nin5  ,碾 
3253,tuk1  ,禿 
3254,jung4 ,茸 
3255,baak6 ,蔔 
3256,bat6  ,跋 
3257,jyu1  ,迂 
3258,co3   ,銼 
3259,to4   ,駝 
3260,hap6  ,俠 
3261,hei1  ,嘿 
3262,kei1  ,崎 
3263,dung6 ,恫 
3264,mou4  ,摹 
3265,mung1 ,檬 
3266,ling4 ,檸 
3267,zyu1  ,誅 
3268,zuk6  ,躅 
3269,mai4  ,醚 
3270,haam5 ,餡 
3271,mei6  ,魅 
3272,ci1   ,魑 
3273,zi6   ,伺 
3274,to3   ,唾 
3275,cong4 ,幢 
3276,zin1  ,戔 
3277,zoeng2,槳 
3278,long4 ,瑯 
3279,wok6  ,穫 
3280,zin1  ,箋 
3281,ling4 ,苓 
3282,fuk6  ,茯 
3283,mai4  ,謎 
3284,taai3 ,鈦 
3285,lei5  ,鋰 
3286,ci2   ,柿 
3287,naam4 ,楠 
3288,juk1  ,毓 
3289,tai3  ,涕 
3290,wai6  ,渭 
3291,gwing2,炯 
3292,jan1  ,茵 
3293,ou2   ,襖 
3294,gwang6,逛 
3295,siu1  ,霄 
3296,hat6  ,劾 
3297,jyu4  ,娛 
3298,hap1  ,洽 
3299,gaai1 ,湝 
3300,hong1 ,眶 
3301,ku1   ,箍 
3302,seoi1 ,胥 
3303,gu1   ,鈷 
3304,bok6  ,鉑 
3305,jit6  ,嚙 
3306,zong1 ,妝 
3307,caam4 ,慚 
3308,nim1  ,拈 
3309,tong4 ,棠 
3310,aa3   ,氬 
3311,sai1  ,硒 
3312,syun1 ,蓀 
3313,zaam3 ,蘸 
3314,fuk6  ,袱 
3315,bui3  ,鋇 
3316,gwaai1,乖 
3317,siu3  ,嘯 
3318,fui1  ,奎 
3319,gyun1 ,娟 
3320,kau4  ,巰 
3321,tip3  ,帖 
3322,tung4 ,彤 
3323,coek3 ,戳 
3324,ci5   ,滍 
3325,jyu4  ,禺 
3326,lo4   ,籮 
3327,leon6 ,紊 
3328,ngai6 ,羿 
3329,wu6   ,芋 
3330,kau4  ,裘 
3331,wai5  ,諱 
3332,pong3 ,謗 
3333,wan5  ,尹 
3334,miu5  ,渺 
3335,cit3  ,澈 
3336,zaang1,箏 
3337,duk1  ,篤 
3338,bou6  ,簿 
3339,zik1  ,鯽 
3340,king4 ,鯨 
3341,jiu1  ,吆 
3342,bou1  ,哺 
3343,hang2 ,啃 
3344,fau6  ,埠 
3345,leot6 ,栗 
3346,fan4  ,汾 
3347,waat6 ,猾 
3348,sek6  ,碩 
3349,tok3  ,託 
3350,fu6   ,鮒 
3351,sam4  ,岑 
3352,ci5   ,峙 
3353,zi6   ,庤 
3354,liu6  ,廖 
3355,pui4  ,徘 
3356,jyu4  ,榆 
3357,dung1 ,氡 
3358,teon1 ,湍 
3359,saan4 ,潺 
3360,doek3 ,琢 
3361,zam1  ,砧 
3362,saa1  ,莎 
3363,dok6  ,踱 
3364,gu3   ,錮 
3365,jim4  ,閻 
3366,fau6  ,阜 
3367,seoi6 ,隧 
3368,jau4  ,魷 
3369,sai1  ,嘶 
3370,nei4  ,妮 
3371,wu2   ,捂 
3372,au2   ,毆 
3373,cyun1 ,汆 
3374,kau3  ,筘 
3375,toi4  ,苔 
3376,saan1 ,刪 
3377,jiu1  ,喓 
3378,gwai1 ,圭 
3379,gau3  ,捄 
3380,toi5  ,殆 
3381,tong3 ,熨 
3382,tiu3  ,眺 
3383,gou1  ,睪 
3384,ci2   ,侈 
3385,leoi5 ,侶 
3386,do2   ,垛 
3387,fong2 ,恍 
3388,zaam3 ,湛 
3389,jan1  ,甄 
3390,ling4 ,稜 
3391,hei1  ,羲 
3392,jik6  ,翊 
3393,kan4  ,芹 
3394,muk6  ,鉬 
3395,nik1  ,匿 
3396,ci5   ,恃 
3397,zin2  ,戩 
3398,joeng1,殃 
3399,mou4  ,毋 
3400,lyun4 ,灤 
3401,wu4   ,狐 
3402,zeon3 ,竣 
3403,seon3 ,舜 
3404,seon1 ,荀 
3405,kyut3 ,訣 
3406,deon1 ,諄 
3407,zin3  ,餞 
3408,wat1  ,鬱 
3409,do2   ,剁 
3410,kau3  ,叩 
3411,jyun2 ,婉 
3412,hei3  ,憩 
3413,mung4 ,朦 
3414,zoeng1,樟 
3415,cyun1 ,氚 
3416,ceoi3 ,淬 
3417,fat1  ,窟 
3418,zim1  ,詹 
3419,hang1 ,亨 
3420,dung1 ,咚 
3421,sau2  ,嗽 
3422,jyun4 ,圜 
3423,kok3  ,壑 
3424,zoi2  ,崽 
3425,cong1 ,滄 
3426,zou2  ,澡 
3427,lei6  ,痢 
3428,taan1 ,癱 
3429,dip6  ,碟 
3430,kwai4 ,葵 
3431,mik6  ,覓 
3432,wai1  ,逶 
3433,hoe1  ,靴 
3434,teoi4 ,頹 
3435,ji4   ,飴 
3436,haai5 ,駭 
3437,gei1  ,嘰 
3438,lung4 ,嚨 
3439,jaa6  ,廿 
3440,lung4 ,朧 
3441,sam3  ,沁 
3442,coek3 ,焯 
3443,pin1  ,翩 
3444,soi1  ,腮 
3445,nung4 ,膿 
3446,mei4  ,薇 
3447,waa1  ,蝸 
3448,fai1  ,褘 
3449,zeoi2 ,觜 
3450,fei2  ,誹 
3451,jau1  ,邱 
3452,to4   ,馱 
3453,jik6  ,驛 
3454,gang2 ,埂 
3455,jim1  ,奄 
3456,wui6  ,彙 
3457,ji4   ,怡 
3458,je4   ,椰 
3459,zeon3 ,浚 
3460,bui6  ,焙 
3461,sing1 ,猩 
3462,joeng5,痒 
3463,faan4 ,礬 
3464,hyun3 ,絢 
3465,dyun1 ,耑 
3466,sin6  ,膳 
3467,juk6  ,褥 
3468,dip6  ,褶 
3469,gaan3 ,諫 
3470,ngok6 ,鍔 
3471,sau3  ,鏽 
3472,toi4  ,颱 
3473,zaap3 ,匝 
3474,aak1  ,呃 
3475,laam4 ,嵐 
3476,ci3   ,廁 
3477,ban1  ,彬 
3478,zi1   ,恣 
3479,luk6  ,戮 
3480,ham6  ,撼 
3481,ceon1 ,椿 
3482,faan4 ,樊 
3483,ji4   ,沂 
3484,seon4 ,淳 
3485,bui3  ,狽 
3486,hiu3  ,竅 
3487,coek3 ,綽 
3488,bui3  ,褙 
3489,baang6,蹦 
3490,jim4  ,髯 
3491,wai2  ,卉 
3492,zing3 ,幀 
3493,jing1 ,瑛 
3494,ji2   ,綺 
3495,pou4  ,菩 
3496,hyun1 ,萱 
3497,hoi2  ,闓 
3498,san1  ,呻 
3499,jin2  ,堰 
3500,gei6  ,妓 
3501,dai6  ,娣 
3502,hei1  ,嬉 
3503,jiu4  ,徭 
3504,dim6  ,掂 
3505,haai1 ,揩 
3506,kam4  ,擒 
3507,joeng4,攘 
3508,haam5 ,檻 
3509,gaap3 ,莢 
3510,jan5  ,蚓 
3511,jau1  ,蚯 
3512,zi2   ,趾 
3513,gon1  ,酐 
3514,tai1  ,銻 
3515,ting5 ,頲 
3516,gei1  ,飢 
3517,gung1 ,龔 
3518,ging1 ,兢 
3519,au2   ,嘔 
3520,jiu1  ,夭 
3521,lau1  ,摟 
3522,zam1  ,斟 
3523,cyu5  ,曙 
3524,zaat3 ,札 
3525,gaa1  ,枷 
3526,ban3  ,殯 
3527,zi6   ,祀 
3528,tung4 ,穜 
3529,pok3  ,粕 
3530,baau1 ,苞 
3531,bo1   ,菠 
3532,wu4   ,蝴 
3533,maa1  ,螞 
3534,jyu4  ,蠕 
3535,tan3  ,褪 
3536,ji4   ,詒 
3537,geoi2 ,踽 
3538,lin6  ,鍊 
3539,wu1   ,鎢 
3540,jim1  ,閹 
3541,maan4 ,饅 
3542,kwan1 ,髡 
3543,fong4 ,魴 
3544,jim5  ,冉 
3545,ming5 ,冥 
3546,cip3  ,妾 
3547,gaai3 ,尬 
3548,gaam1 ,尷 
3549,sing1 ,惺 
3550,saau1 ,捎 
3551,caam1 ,攙 
3552,cyu4  ,櫥 
3553,si3   ,泗 
3554,ci1   ,疵 
3555,kei4  ,祈 
3556,wai5  ,葦 
3557,si3   ,謚 
3558,jung4 ,佣 
3559,gwat6 ,倔 
3560,fu1   ,孚 
3561,fong2 ,幌 
3562,syu3  ,恕 
3563,giu6  ,撬 
3564,jung4 ,榕 
3565,waa1  ,洼 
3566,lei5  ,浬 
3567,jap1  ,浥 
3568,lik1  ,礫 
3569,wai3  ,穢 
3570,lung1 ,窿 
3571,dong1 ,襠 
3572,lam5  ,凜 
3573,kyut3 ,厥 
3574,fan1  ,吩 
3575,hou4  ,壕 
3576,haau1 ,拷 
3577,syun4 ,璇 
3578,ci4   ,祠 
3579,zou6  ,祚 
3580,but6  ,荸 
3581,zo3   ,詛 
3582,lou6  ,賂 
3583,gaau2 ,佼 
3584,dou1  ,叨 
3585,sip3  ,懾 
3586,ceoi2 ,揣 
3587,haa6  ,暇 
3588,baai3 ,湃 
3589,mau4  ,牟 
3590,co1   ,磋 
3591,suk1  ,粟 
3592,mei4  ,糜 
3593,gei1  ,羈 
3594,gwang1,肱 
3595,dai6  ,踶 
3596,ji4   ,迤 
3597,gyun1 ,鵑 
3598,zat6  ,嫉 
3599,maa1  ,嬤 
3600,hon5  ,悍 
3601,liu4  ,撩 
3602,fui3  ,晦 
3603,fung1 ,烽 
3604,gon1  ,矸 
3605,dai3  ,碲 
3606,gei1  ,箕 
3607,siu6  ,肇 
3608,zeon1 ,臻 
3609,zi2   ,訾 
3610,geoi3 ,踞 
3611,gwaat3 ,颳 
3612,kei4  ,俟 
3613,haap6 ,匣 
3614,so1   ,嗦 
3615,dik1  ,嘀 
3616,cou4  ,嘈 
3617,si2   ,屎 
3618,wai4  ,帷 
3619,sam4  ,忱 
3620,ceoi4 ,捶 
3621,cik1  ,槭 
3622,sit3  ,洩 
3623,jung2 ,涌 
3624,ji1   ,漪 
3625,kyut3 ,獗 
3626,lau4  ,琉 
3627,wu4   ,瑚 
3628,zik3  ,瘠 
3629,kap1  ,笈 
3630,jyu4  ,虞 
3631,zin2  ,輾 
3632,luk1  ,轆 
3633,ngaau4,餚 
3634,jung1 ,嗡 
3635,wun4  ,垣 
3636,pei5  ,婢 
3637,keoi1 ,嶇 
3638,zyut6 ,拙 
3639,gou2  ,杲 
3640,saan3 ,汕 
3641,tung4 ,潼 
3642,ban1  ,瀕 
3643,wan1  ,瘟 
3644,hei1  ,禧 
3645,ling4 ,綾 
3646,jyun2 ,苑 
3647,oi2   ,藹 
3648,waa1  ,蛙 
3649,gei1  ,譏 
3650,o1    ,軻 
3651,zip3  ,輒 
3652,bing3 ,迸 
3653,ji4   ,酏 
3654,mei5  ,靡 
3655,gap3  ,鴿 
3656,diu1  ,凋 
3657,aau1  ,坳 
3658,heoi1 ,墟 
3659,aat3  ,恝 
3660,but3  ,缽 
3661,pou3  ,舖 
3662,faan6 ,范 
3663,mut6  ,茉 
3664,aat3  ,遏 
3665,kyut3 ,闕 
3666,kei4  ,鰭 
3667,mi1   ,咪 
3668,bat1  ,嗶 
3669,naa4  ,娜 
3670,haan4 ,嫻 
3671,bit3  ,憋 
3672,cing2 ,拯 
3673,gam1  ,柑 
3674,taan4 ,檀 
3675,naai5 ,氖 
3676,ling4 ,淩 
3677,cou4  ,漕 
3678,paang4,澎 
3679,geoi6 ,炬 
3680,daap3 ,瘩 
3681,waak6 ,砉 
3682,kei4  ,耆 
3683,jip3  ,腌 
3684,ngai5 ,蟻 
3685,dai2  ,詆 
3686,jin6  ,諺 
3687,zi2   ,軹 
3688,kit3  ,鍥 
3689,jeon6 ,閏 
3690,hing1 ,馨 
3691,min5  ,冕 
3692,ji6   ,劓 
3693,fuk6  ,复 
3694,juk6  ,峪 
3695,zaau2 ,帚 
3696,bat6  ,弼 
3697,sik1  ,拭 
3698,sam2  ,瀋 
3699,tou2  ,禱 
3700,jin4  ,筵 
3701,gang1 ,羹 
3702,coeng4,薔 
3703,jeoi6 ,裔 
3704,aak1  ,軛 
3705,hai4  ,奚 
3706,wang4 ,弘 
3707,hyun3 ,楦 
3708,nau6  ,檽 
3709,saang1,甥 
3710,cong1 ,瘡 
3711,bo2   ,簸 
3712,bun6  ,絆 
3713,zaan6 ,綻 
3714,ting4 ,蜓 
3715,dip6  ,諜 
3716,cau4  ,躊 
3717,gwing2,迥 
3718,sin2  ,銑 
3719,gaa1  ,伽 
3720,laam4 ,婪 
3721,seot1 ,恤 
3722,zaan2 ,棧 
3723,kap1  ,汲 
3724,dan6  ,炖 
3725,bang2 ,甭 
3726,kwan3 ,窘 
3727,co1   ,芻 
3728,faan4 ,蕃 
3729,gan2  ,覲 
3730,zi1   ,輜 
3731,cau4  ,酋 
3732,cik1  ,飭 
3733,kei3  ,驥 
3734,gaak3 ,骼 
3735,cyu5  ,佇 
3736,ngai4 ,倪 
3737,diu1  ,刁 
3738,jau5  ,卣 
3739,haau1 ,哮 
3740,laap6 ,垃 
3741,jin1  ,嫣 
3742,ji3   ,懿 
3743,seot6 ,沭 
3744,pit3  ,瞥 
3745,lei4  ,籬 
3746,zau3  ,縐 
3747,cai1  ,萋 
3748,aam2  ,菡 
3749,ho4   ,蚵 
3750,leoi4 ,鐳 
3751,saap3 ,霎 
3752,kwaa2 ,侉 
3753,bei2  ,俾 
3754,bin2  ,匾 
3755,zeoi2 ,咀 
3756,dyut1 ,嘟 
3757,pok3  ,噗 
3758,kap1  ,圾 
3759,dik1  ,嫡 
3760,cung1 ,忡 
3761,gwai3 ,悸 
3762,hoi2  ,愷 
3763,ou3   ,懊 
3764,hat6  ,檄 
3765,wui4  ,洄 
3766,jyun4 ,猿 
3767,gei1  ,畿 
3768,baa1  ,疤 
3769,ji4   ,皚 
3770,jiu1  ,祆 
3771,wan4  ,耘 
3772,ming5 ,茗 
3773,jyun1 ,蜿 
3774,gaai3 ,誡 
3775,mou4  ,謨 
3776,guk1  ,轂 
3777,ji4   ,頤 
3778,se4   ,佘 
3779,ciu3  ,俏 
3780,kwai4 ,夔 
3781,dou3  ,妒 
3782,nau2  ,妞 
3783,din1  ,巔 
3784,mau6  ,懋 
3785,cyun4 ,攢 
3786,ng4   ,梧 
3787,dik1  ,樀 
3788,man4  ,汶 
3789,zik6  ,矽 
3790,waa1  ,窪 
3791,gau1  ,篝 
3792,liu4  ,繚 
3793,cyun4 ,荃 
3794,dou3  ,蠹 
3795,loeng4,踉 
3796,deon6 ,遁 
3797,kaau3 ,銬 
3798,lim4  ,鎌 
3799,lim4  ,鐮 
3800,ban3  ,鬢 
3801,maan4 ,鰻 
3802,dap1  ,嗒 
3803,lou1  ,嚕 
3804,kwaa1 ,夸 
3805,ngat6 ,屹 
3806,toi5  ,怠 
3807,gun2  ,斡 
3808,zing1 ,楨 
3809,siu1  ,瀟 
3810,jiu4  ,瑤 
3811,miu4  ,瞄 
3812,jin4  ,舷 
3813,baa1  ,芭 
3814,mo4   ,蘑 
3815,zyu1  ,蛛 
3816,lok3  ,酪 
3817,gou2  ,鎬 
3818,lung5 ,隴 
3819,hiu1  ,僥 
3820,bei2  ,匕 
3821,paak1 ,啪 
3822,haang1,夯 
3823,si1   ,尸 
3824,hung1 ,崆 
3825,baak6 ,帛 
3826,wui4  ,徊 
3827,jap1  ,悒 
3828,ngok6 ,愕 
3829,ham1  ,憨 
3830,jai6  ,曳 
3831,gong3 ,槓 
3832,kei4  ,淇 
3833,bei3  ,痹 
3834,dau6  ,竇 
3835,nat6  ,訥 
3836,zi3   ,贄 
3837,cyu1  ,躇 
3838,gaa1  ,迦 
3839,geoi6 ,遽 
3840,dou1  ,魛 
3841,saa1  ,卅 
3842,deon6 ,囤 
3843,jing4 ,嬴 
3844,ham4  ,焓 
3845,bin1  ,煸 
3846,sip3  ,燮 
3847,jing4 ,瑩 
3848,ping1 ,砰 
3849,gaai1 ,秸 
3850,zing1 ,箐 
3851,dik6  ,翟 
3852,jin1  ,胭 
3853,jiu5  ,舀 
3854,saai2 ,舐 
3855,bou2  ,葆 
3856,gaau1 ,蛟 
3857,ci2   ,跐 
3858,jung2 ,踴 
3859,zi5   ,雉 
3860,am2   ,黯 
3861,ce2   ,哆 
3862,bin6  ,弁 
3863,jik6  ,弋 
3864,fong2 ,彷 
3865,coeng3,悵 
3866,kui2  ,檜 
3867,ging1 ,涇 
3868,jyu4  ,渝 
3869,sau3  ,漱 
3870,hou6  ,灝 
3871,wun6  ,瘓 
3872,bok6  ,箔 
3873,fu4   ,芙 
3874,gaai3 ,芥 
3875,jing4 ,螢 
3876,gwang1,觥 
3877,lou4  ,顱 
3878,coeng1,嗆 
3879,zaak3 ,嘖 
3880,jip6  ,孽 
3881,jik6  ,弈 
3882,jyun2 ,惋 
3883,dim3  ,惦 
3884,sung1 ,淞 
3885,syun4 ,漩 
3886,sai1  ,犀 
3887,pui3  ,珮 
3888,jyun6 ,眩 
3889,lau5  ,簍 
3890,ban1  ,繽 
3891,jik6  ,腋 
3892,fu2   ,腑 
3893,seoi6 ,萃 
3894,taan2 ,袒 
3895,jyu4  ,隅 
3896,gau2  ,韭 
3897,fun1  ,髖 
3898,jau2  ,黝 
3899,kui2  ,劊 
3900,fai6  ,吠 
3901,lou4  ,嘮 
3902,cyun3 ,惴 
3903,lin5  ,攆 
3904,huk6  ,斛 
3905,fai1  ,暉 
3906,pei4  ,毗 
3907,hyun1 ,渲 
3908,si1   ,溮 
3909,zek3  ,炙 
3910,liu4  ,燎 
3911,gun3  ,瓘 
3912,cuk1  ,矗 
3913,zik1  ,稷 
3914,gwan1 ,筠 
3915,zung2 ,粽 
3916,fai1  ,翬 
3917,jik1  ,臆 
3918,zyut3 ,茁 
3919,wui4  ,茴 
3920,am1   ,菴 
3921,hou1  ,蒿 
3922,ji4   ,貽 
3923,zik3  ,蹠 
3924,jau5  ,酉 
3925,syu2  ,黍 
3926,si6   ,仕 
3927,ling4 ,伶 
3928,maau5 ,卯 
3929,fu2   ,唬 
3930,ji1   ,噫 
3931,lyun4 ,巒 
3932,goeng1,彊 
3933,dung6 ,慟 
3934,lung4 ,曨 
3935,gaam3 ,橄 
3936,toi4  ,檯 
3937,seon1 ,殉 
3938,jyun4 ,沅 
3939,pou2  ,溥 
3940,joeng6,漾 
3941,kwai4 ,畦 
3942,bit6  ,癟 
3943,daam1 ,眈 
3944,leoi5 ,磊 
3945,jik6  ,繹 
3946,gwong1,胱 
3947,gwok3 ,蟈 
3948,do2   ,跺 
3949,ciu1  ,鍬 
3950,cang1 ,鐺 
3951,jyu6  ,馭 
3952,duk6  ,黷 
3953,mo1   ,么 
3954,joeng4,佯 
3955,tai3  ,剃 
3956,ging2 ,剄 
3957,paau4 ,咆 
3958,no6   ,懦 
3959,jim1  ,懨 
3960,sak1  ,揌 
3961,gim2  ,撿 
3962,zi2   ,梓 
3963,tou4  ,涂 
3964,luk6  ,漉 
3965,ning6 ,濘 
3966,mung4 ,濛 
3967,lau4  ,瀏 
3968,pei2  ,痞 
3969,zung1 ,盅 
3970,dang1 ,簦 
3971,zyun2 ,纂 
3972,kin4  ,虔 
3973,wan6  ,諢 
3974,mak6  ,驀 
3975,wai1  ,倭 
3976,sin2  ,冼 
3977,gei2  ,几 
3978,heoi1 ,圩 
3979,jam4  ,壬 
3980,jai6  ,拽 
3981,haap3 ,掐 
3982,cong2 ,昶 
3983,kok3  ,榷 
3984,nik1  ,溺 
3985,lim4  ,濂 
3986,wai2  ,猥 
3987,san1  ,砷 
3988,ang1  ,罃 
3989,gai3  ,薊 
3990,maa4  ,蟆 
3991,lai5  ,蠡 
3992,zeoi3 ,贅 
3993,zaak6 ,躑 
3994,geoi6 ,鉅 
3995,lou2  ,佬 
3996,ngat6 ,兀 
3997,liu4  ,嘹 
3998,suk6  ,塾 
3999,wun6  ,奐 
4000,gik1  ,戟 
4001,zai3  ,掣 
4002,king4 ,擎 
4003,fan1  ,棻 
4004,ciu4  ,樵 
4005,au1   ,漚 
4006,gau3  ,灸 
4007,wui1  ,煨 
4008,kwai1 ,盔 
4009,mung4 ,矇 
4010,caa4  ,碴 
4011,sin6  ,繕 
4012,tyun4 ,臀 
4013,cin1  ,芊 
4014,wan4  ,芸 
4015,tou4  ,荼 
4016,ngau5 ,藕 
4017,bou1  ,褒 
4018,taam4 ,覃 
4019,gei3  ,覬 
4020,guk6  ,跼 
4021,jau4  ,蹂 
4022,sang3 ,蹭 
4023,siu1  ,逍 
4024,ze2   ,鍺 
4025,zaat3 ,鍘 
4026,liu4  ,鐐 
4027,haai4 ,骸 
4028,piu5  ,鰾 
4029,kong3 ,亢 
4030,syun5 ,吮 
4031,gau3  ,廄 
4032,si1   ,廝 
4033,seon1 ,徇 
4034,baai6 ,憊 
4035,sou1  ,搔 
4036,lou5  ,擄 
4037,leoi4 ,擂 
4038,kok3  ,涸 
4039,sau2  ,狩 
4040,piu4  ,瓢 
4041,sou1  ,甦 
4042,fan1  ,窨 
4043,coeng1,菖 
4044,ham4  ,酣 
4045,sik1  ,銫 
4046,zuk6  ,鐲 
4047,mou4  ,髦 
4048,tung4 ,仝 
4049,lau1  ,嘍 
4050,tim5  ,恬 
4051,jung2 ,恿 
4052,cung1 ,憧 
4053,jan6  ,憖 
4054,naat6 ,捺 
4055,liu1  ,撂 
4056,daat3 ,撻 
4057,hon6  ,瀚 
4058,jim6  ,灩 
4059,wai5  ,瑋 
4060,pok3  ,璞 
4061,jung2 ,甬 
4062,jyu2  ,瘀 
4063,zit6  ,睫 
4064,piu5  ,瞟 
4065,ngaa6 ,砑 
4066,ai3   ,縊 
4067,cing1 ,菁 
4068,so1   ,蓑 
4069,miu5  ,藐 
4070,fui1  ,詼 
4071,zing1 ,鉦 
4072,dok6  ,鐸 
4073,wok6  ,鑊 
4074,laan4 ,闌 
4075,pik1  ,霹 
4076,tiu4  ,髫 
4077,gun1  ,倌 
4078,hong1 ,匡 
4079,gau3  ,咎 
4080,jin6  ,唁 
4081,ci1   ,哧 
4082,hei3  ,塈 
4083,lou5  ,姥 
4084,nou4  ,孥 
4085,sat6  ,寔 
4086,gwat6 ,崛 
4087,mong5 ,惘 
4088,zyut3 ,掇 
4089,to4   ,沱 
4090,cung4 ,淙 
4091,wun6  ,渙 
4092,ong3  ,盎 
4093,coi2  ,睬 
4094,ji6   ,肄 
4095,pui4  ,裴 
4096,biu2  ,裱 
4097,ngai6 ,詣 
4098,ze2   ,赭 
4099,lik6  ,酈 
4100,zaang1,錚 
4101,king4 ,黥 
4102,gaai1 ,偕 
4103,jung2 ,冗 
4104,gwaa3 ,卦 
4105,ang2  ,哽 
4106,doeng1,啄 
4107,so2   ,嗩 
4108,ham1  ,坩 
4109,cim3  ,塹 
4110,waan4 ,寰 
4111,cin1  ,扦 
4112,fu1   ,挎 
4113,lyut3 ,捋 
4114,gei2  ,杞 
4115,haang4,桁 
4116,muk6  ,沐 
4117,kui2  ,澮 
4118,jip6  ,燁 
4119,jyu4  ,瑜 
4120,seoi6 ,瘁 
4121,jin6  ,硯 
4122,lap1  ,笠 
4123,ci1   ,笞 
4124,siu1  ,簫 
4125,zau6  ,紂 
4126,fei2  ,翡 
4127,ging3 ,脛 
4128,tiu4  ,苕 
4129,ngok6 ,萼 
4130,si6   ,豉 
4131,fan1  ,雰 
4132,joeng1,鞅 
4133,zung1 ,鬃 
4134,bou2  ,鴇 
4135,zyut6 ,黜 
4136,hai4  ,兮 
4137,cyut3 ,咄 
4138,seoi5 ,墅 
4139,man5  ,憫 
4140,leon4 ,掄 
4141,zeoi1 ,椎 
4142,gwat1 ,橘 
4143,zi1   ,淄 
4144,jyu6  ,澦 
4145,ging6 ,痙 
4146,zaak3 ,磧 
4147,zai3  ,穄 
4148,hoeng1,薌 
4149,zyu3  ,蛀 
4150,wong4 ,蝗 
4151,fui3  ,誨 
4152,paa1  ,趴 
4153,nip6  ,躡 
4154,tiu4  ,迢 
4155,jyu3  ,酗 
4156,faan4 ,釩 
4157,ting4 ,霆 
4158,din6  ,靛 
4159,but6  ,餑 
4160,fu6   ,駙 
4161,coek3 ,鵲 
4162,gang2 ,亙 
4163,jim5  ,儼 
4164,pou4  ,匍 
4165,jyun4 ,媛 
4166,maan6 ,幔 
4167,wong4 ,徨 
4168,sung2 ,慫 
4169,ging2 ,憬 
4170,aau3  ,拗 
4171,kei3  ,暨 
4172,hei1  ,曦 
4173,zat6  ,桎 
4174,long4 ,榔 
4175,taap3 ,榻 
4176,gu1   ,沽 
4177,lou4  ,瀘 
4178,lei4  ,狸 
4179,pei4  ,琵 
4180,paa4  ,琶 
4181,joeng4,瘍 
4182,gou1  ,皋 
4183,gou1  ,篙 
4184,leon4 ,粼 
4185,gong3 ,絳 
4186,leoi4 ,纍 
4187,ling4 ,翎 
4188,tim2  ,舔 
4189,jau5  ,莠 
4190,ngo4  ,蛾 
4191,keoi4 ,衢 
4192,niu5  ,裊 
4193,sai3  ,貰 
4194,cit3  ,轍 
4195,gaa1  ,鎵 
4196,nip6  ,鑷 
4197,cin1  ,阡 
4198,goeng1,韁 
4199,mo4   ,饃 
4200,ngong1,骯 
4201,zai1  ,齎 
4202,koi3  ,丐 
4203,fung2 ,俸 
4204,ning4 ,嚀 
4205,wu6   ,扈 
4206,git3  ,拮 
4207,jat6  ,掖 
4208,zaa3  ,搾 
4209,ngaan3,晏 
4210,cim1  ,暹 
4211,dai6  ,棣 
4212,ning4 ,獰 
4213,taam4 ,痰 
4214,fai3  ,砩 
4215,seot6 ,秫 
4216,baa1  ,笆 
4217,cim1  ,籤 
4218,goeng1,羌 
4219,jin1  ,蔫 
4220,faan4 ,蘩 
4221,mong5 ,蟒 
4222,sim4  ,蟬 
4223,saan3 ,訕 
4224,sim6  ,贍 
4225,fu1   ,郛 
4226,lou4  ,醪 
4227,caam4 ,饞 
4228,kei4  ,鯕 
4229,am1   ,鵪 
4230,jim5  ,剡 
4231,diu1  ,叼 
4232,ji2   ,咦 
4233,baai6 ,唄 
4234,zo6   ,唑 
4235,taan1 ,坍 
4236,wu2   ,塢 
4237,gwai2 ,姽 
4238,seoi6 ,彗 
4239,ping1 ,怦 
4240,mun6  ,懣 
4241,man5  ,抿 
4242,lyun1 ,攣 
4243,caa1  ,杈 
4244,cai1  ,棲 
4245,sik1  ,淅 
4246,nou5  ,瑙 
4247,pik1  ,癖 
4248,jing4 ,縈 
4249,jung2 ,臃 
4250,ngo4  ,訛 
4251,dai3  ,諦 
4252,seoi6 ,邃 
4253,bei1  ,陂 
4254,gan3  ,靳 
4255,ang1  ,鶯 
4256,sam2  ,伈 
4257,fan5  ,僨 
4258,se3   ,卌 
4259,zau1  ,啁 
4260,saan1 ,姍 
4261,lau4  ,婁 
4262,kwan1 ,崑 
4263,sing6 ,嵊 
4264,fat1  ,惚 
4265,jap1  ,揖 
4266,giu2  ,撟 
4267,kai2  ,棨 
4268,hak1  ,氪 
4269,bei2  ,沘 
4270,zau1  ,湫 
4271,jing4 ,滎 
4272,man1  ,燜 
4273,se3   ,猞 
4274,jau4  ,疣 
4275,jan5  ,癮 
4276,giu2  ,皦 
4277,wan4  ,紜 
4278,jing1 ,纓 
4279,ling4 ,聆 
4280,tin2  ,腆 
4281,ci4   ,臍 
4282,ning4 ,苧 
4283,fei1  ,蜚 
4284,gang1 ,賡 
4285,lai5  ,醴 
4286,maau5 ,鉚 
4287,ngai4 ,霓 
4288,fei1  ,霏 
4289,fuk1  ,馥 
4290,gei2  ,麂 
4291,lei6  ,俐 
4292,sin6  ,倩 
4293,hang6 ,倖 
4294,soeng4,嚐 
4295,naam4 ,囡 
4296,mei6  ,寐 
4297,zi6   ,巳 
4298,daan6 ,憚 
4299,zau3  ,揍 
4300,lou5  ,櫓 
4301,ling4 ,泠 
4302,cuk1  ,滀 
4303,wai4  ,濰 
